order_no,time_type,order_state,receive_type,approve_date,created_at,driver_id,delivery_date,latest_delivery_date,accept_date,pickup_date,pass_date,local_area_flag
AO437I,1,4,2,2022/12/3 1:43,2022/12/3 1:41,70168,2022/12/3 2:21,2022/12/3 2:51,2022/12/3 1:53,2022/12/3 2:08,2022/12/3 2:23,0
VD794W,1,4,2,2022/12/3 1:42,2022/12/3 1:41,8723,2022/12/3 2:24,2022/12/3 2:54,2022/12/3 1:44,2022/12/3 2:00,2022/12/3 2:19,0
PA042U,1,3,2,,2022/12/3 1:47,0,2022/12/3 2:10,2022/12/3 2:40,,,,0
RL675X,1,4,2,2022/12/3 1:54,2022/12/3 1:53,52254,2022/12/3 2:16,2022/12/3 2:46,2022/12/3 2:04,2022/12/3 2:13,2022/12/3 2:22,0
ZS406B,1,4,2,2022/12/3 1:53,2022/12/3 1:53,76301,2022/12/3 2:30,2022/12/3 3:00,2022/12/3 2:03,2022/12/3 2:11,2022/12/3 2:24,0
NL153U,1,4,2,2022/12/3 1:56,2022/12/3 1:56,74474,2022/12/3 2:29,2022/12/3 2:59,2022/12/3 2:06,2022/12/3 2:14,2022/12/3 2:27,0
LD743S,1,4,2,2022/12/3 2:04,2022/12/3 1:59,15018,2022/12/3 2:42,2022/12/3 3:12,2022/12/3 2:13,2022/12/3 2:15,2022/12/3 2:34,0
UD809H,1,4,2,2022/12/3 2:00,2022/12/3 1:59,62774,2022/12/3 2:37,2022/12/3 3:07,2022/12/3 2:10,2022/12/3 2:24,2022/12/3 2:36,0
BJ807X,1,5,2,,2022/12/3 2:00,0,2022/12/3 2:28,2022/12/3 2:58,,,,0
LM564L,1,4,2,2022/12/3 2:04,2022/12/3 2:03,23480,2022/12/3 2:21,2022/12/3 2:51,2022/12/3 2:05,2022/12/3 2:09,2022/12/3 2:17,0
TV896M,2,4,2,2022/12/3 11:17,2022/12/3 2:05,72850,2022/12/3 13:15,2022/12/3 13:15,2022/12/3 11:24,2022/12/3 11:29,2022/12/3 13:43,0
XM043K,1,6,2,,2022/12/3 2:06,0,2022/12/3 2:30,2022/12/3 3:00,,,,0
FE102N,1,4,2,2022/12/3 2:07,2022/12/3 2:07,13870,2022/12/3 2:37,2022/12/3 3:07,2022/12/3 2:27,2022/12/3 2:38,2022/12/3 2:54,0
YS215Y,1,4,2,2022/12/3 2:11,2022/12/3 2:10,14973,2022/12/3 2:43,2022/12/3 3:13,2022/12/3 2:18,2022/12/3 2:31,2022/12/3 2:42,0
NJ475W,1,4,2,2022/12/3 2:11,2022/12/3 2:11,26064,2022/12/3 2:43,2022/12/3 3:13,2022/12/3 2:25,2022/12/3 2:30,2022/12/3 2:42,0
ZG072P,1,4,2,2022/12/3 2:16,2022/12/3 2:14,8723,2022/12/3 2:37,2022/12/3 3:07,2022/12/3 2:20,2022/12/3 2:34,2022/12/3 2:46,0
RE139Z,1,4,2,2022/12/3 2:17,2022/12/3 2:15,12490,2022/12/3 2:38,2022/12/3 3:08,2022/12/3 2:22,2022/12/3 2:30,2022/12/3 2:36,0
OV895X,1,4,2,2022/12/3 2:19,2022/12/3 2:18,57687,2022/12/3 2:46,2022/12/3 3:16,2022/12/3 2:35,2022/12/3 2:51,2022/12/3 3:04,0
RH074V,1,4,2,2022/12/3 2:31,2022/12/3 2:28,25618,2022/12/3 2:56,2022/12/3 3:26,2022/12/3 2:37,2022/12/3 2:44,2022/12/3 2:48,0
PI701H,1,4,2,2022/12/3 2:30,2022/12/3 2:29,62774,2022/12/3 2:57,2022/12/3 3:27,2022/12/3 2:40,2022/12/3 2:57,2022/12/3 3:02,0
UX469A,1,3,2,,2022/12/3 2:30,0,2022/12/3 3:13,2022/12/3 3:43,,,,0
TC840K,1,4,2,2022/12/3 2:31,2022/12/3 2:31,5008,2022/12/3 3:04,2022/12/3 3:34,2022/12/3 2:45,2022/12/3 2:52,2022/12/3 2:59,0
TJ820F,1,4,2,2022/12/3 2:36,2022/12/3 2:35,26064,2022/12/3 3:23,2022/12/3 3:53,2022/12/3 2:44,2022/12/3 2:53,2022/12/3 3:13,0
GR318R,1,4,2,2022/12/3 2:36,2022/12/3 2:35,52254,2022/12/3 3:08,2022/12/3 3:38,2022/12/3 2:49,2022/12/3 2:58,2022/12/3 3:01,0
NZ259I,1,4,2,2022/12/3 2:39,2022/12/3 2:38,14973,2022/12/3 3:29,2022/12/3 3:59,2022/12/3 2:55,2022/12/3 2:59,2022/12/3 3:15,0
HX095M,1,4,2,2022/12/3 2:40,2022/12/3 2:39,25618,2022/12/3 3:12,2022/12/3 3:42,2022/12/3 2:49,2022/12/3 3:01,2022/12/3 3:10,0
ZK362S,1,4,2,2022/12/3 2:43,2022/12/3 2:43,15018,2022/12/3 3:10,2022/12/3 3:40,2022/12/3 2:52,2022/12/3 3:11,2022/12/3 3:19,0
UK148A,1,4,2,2022/12/3 2:46,2022/12/3 2:43,24956,2022/12/3 3:06,2022/12/3 3:36,2022/12/3 2:49,2022/12/3 3:06,2022/12/3 3:11,0
BH314G,1,4,2,2022/12/3 2:51,2022/12/3 2:50,24831,2022/12/3 3:23,2022/12/3 3:53,2022/12/3 3:23,2022/12/3 3:33,2022/12/3 3:46,0
MB148Z,1,4,2,2022/12/3 2:51,2022/12/3 2:51,5606,2022/12/3 3:38,2022/12/3 4:08,2022/12/3 2:59,2022/12/3 3:15,2022/12/3 3:36,0
CN895E,1,4,2,2022/12/3 2:52,2022/12/3 2:52,13870,2022/12/3 3:25,2022/12/3 3:55,2022/12/3 2:55,2022/12/3 3:00,2022/12/3 3:10,0
QA547X,1,4,2,2022/12/3 2:58,2022/12/3 2:56,61256,2022/12/3 3:24,2022/12/3 3:54,2022/12/3 3:01,2022/12/3 3:11,2022/12/3 3:26,0
VZ165U,1,4,2,2022/12/3 3:00,2022/12/3 2:58,8723,2022/12/3 3:31,2022/12/3 4:01,2022/12/3 3:04,2022/12/3 3:09,2022/12/3 3:22,0
QX150H,1,4,2,2022/12/3 3:01,2022/12/3 3:01,13870,2022/12/3 3:59,2022/12/3 4:29,2022/12/3 3:16,2022/12/3 3:27,2022/12/3 3:48,0
AQ683J,1,4,2,2022/12/3 3:04,2022/12/3 3:02,62774,2022/12/3 3:25,2022/12/3 3:55,2022/12/3 3:06,2022/12/3 3:11,2022/12/3 3:19,0
BC705J,1,3,2,,2022/12/3 3:03,0,2022/12/3 3:31,2022/12/3 4:01,,,,0
OD104K,1,3,2,,2022/12/3 3:07,0,2022/12/3 3:35,2022/12/3 4:05,,,,0
VM842Y,1,3,2,,2022/12/3 3:08,0,2022/12/3 3:36,2022/12/3 4:06,,,,0
QT357O,1,4,2,2022/12/3 3:09,2022/12/3 3:09,52254,2022/12/3 3:37,2022/12/3 4:07,2022/12/3 3:13,2022/12/3 3:22,2022/12/3 3:32,0
IB731S,1,4,2,2022/12/3 3:10,2022/12/3 3:10,22760,2022/12/3 3:37,2022/12/3 4:07,2022/12/3 3:18,2022/12/3 3:29,2022/12/3 3:36,0
NX805Y,1,3,2,,2022/12/3 3:12,0,2022/12/3 3:40,2022/12/3 4:10,,,,0
NM873V,1,4,2,2022/12/3 3:14,2022/12/3 3:13,24956,2022/12/3 3:36,2022/12/3 4:06,2022/12/3 3:17,2022/12/3 3:25,2022/12/3 3:32,0
QE863W,1,4,2,2022/12/3 3:16,2022/12/3 3:13,75773,2022/12/3 3:51,2022/12/3 4:21,2022/12/3 3:20,2022/12/3 3:37,2022/12/3 4:00,0
GK197S,1,4,2,2022/12/3 3:14,2022/12/3 3:14,26064,2022/12/3 3:56,2022/12/3 4:26,2022/12/3 3:19,2022/12/3 3:26,2022/12/3 3:40,0
BK954F,1,4,2,2022/12/3 3:19,2022/12/3 3:17,14973,2022/12/3 3:45,2022/12/3 4:15,2022/12/3 3:23,2022/12/3 3:28,2022/12/3 3:39,0
UN492A,1,4,2,2022/12/3 3:17,2022/12/3 3:17,62774,2022/12/3 3:45,2022/12/3 4:15,2022/12/3 3:21,2022/12/3 3:31,2022/12/3 3:40,0
NY156Q,1,4,2,2022/12/3 3:21,2022/12/3 3:20,61256,2022/12/3 3:48,2022/12/3 4:18,2022/12/3 3:27,2022/12/3 3:38,2022/12/3 3:52,0
KC736E,1,4,2,2022/12/3 3:22,2022/12/3 3:22,5606,2022/12/3 3:57,2022/12/3 4:27,2022/12/3 3:36,2022/12/3 3:45,2022/12/3 3:53,0
CQ761P,1,7,2,2022/12/3 3:22,2022/12/3 3:22,0,2022/12/3 4:18,2022/12/3 4:48,,,,0
LV814N,1,4,2,2022/12/3 3:31,2022/12/3 3:31,22760,2022/12/3 4:03,2022/12/3 4:33,2022/12/3 3:41,2022/12/3 3:46,2022/12/3 4:01,0
YN760B,1,6,2,,2022/12/3 3:33,0,2022/12/3 4:25,2022/12/3 4:55,,,,0
FW584A,1,4,2,2022/12/3 3:37,2022/12/3 3:36,26064,2022/12/3 4:01,2022/12/3 4:31,2022/12/3 3:40,2022/12/3 3:48,2022/12/3 3:59,0
PX730O,1,4,2,2022/12/3 3:40,2022/12/3 3:38,52254,2022/12/3 4:21,2022/12/3 4:51,2022/12/3 3:41,2022/12/3 3:49,2022/12/3 4:04,0
YD358C,1,4,2,2022/12/3 3:46,2022/12/3 3:45,25484,2022/12/3 4:23,2022/12/3 4:53,2022/12/3 3:54,2022/12/3 4:05,2022/12/3 4:19,0
SE981E,1,4,2,2022/12/3 3:46,2022/12/3 3:46,15018,2022/12/3 4:19,2022/12/3 4:49,2022/12/3 3:52,2022/12/3 4:03,2022/12/3 4:18,0
KZ960I,1,4,2,2022/12/3 3:47,2022/12/3 3:46,5606,2022/12/3 4:27,2022/12/3 4:57,2022/12/3 4:03,2022/12/3 4:06,2022/12/3 4:16,0
DL718J,1,3,2,,2022/12/3 3:51,0,2022/12/3 4:19,2022/12/3 4:49,,,,0
PB214Z,1,4,2,2022/12/3 4:02,2022/12/3 4:02,5606,2022/12/3 5:05,2022/12/3 5:35,2022/12/3 4:19,2022/12/3 4:28,2022/12/3 4:45,0
ON985P,1,4,2,2022/12/3 4:06,2022/12/3 4:06,13870,2022/12/3 4:34,2022/12/3 5:04,2022/12/3 4:09,2022/12/3 4:13,2022/12/3 4:22,0
TG983C,1,4,2,2022/12/3 4:10,2022/12/3 4:08,24831,2022/12/3 4:31,2022/12/3 5:01,2022/12/3 4:14,2022/12/3 4:22,2022/12/3 4:33,0
XU740X,1,4,2,2022/12/3 4:11,2022/12/3 4:11,13870,2022/12/3 4:54,2022/12/3 5:24,2022/12/3 4:22,2022/12/3 4:35,2022/12/3 4:47,0
BQ029C,1,4,2,2022/12/3 4:14,2022/12/3 4:14,24831,2022/12/3 4:41,2022/12/3 5:11,2022/12/3 4:33,2022/12/3 4:37,2022/12/3 4:46,0
GJ578F,1,4,2,2022/12/3 4:15,2022/12/3 4:15,74953,2022/12/3 4:38,2022/12/3 5:08,2022/12/3 4:18,2022/12/3 4:28,2022/12/3 4:39,0
NV921O,1,4,2,2022/12/3 4:17,2022/12/3 4:16,14973,2022/12/3 4:44,2022/12/3 5:14,2022/12/3 4:18,2022/12/3 4:28,2022/12/3 4:39,0
LW156X,1,4,2,2022/12/3 4:20,2022/12/3 4:20,24831,2022/12/3 4:48,2022/12/3 5:18,2022/12/3 4:46,2022/12/3 4:53,2022/12/3 5:10,0
IW908B,1,4,2,2022/12/3 4:27,2022/12/3 4:23,13870,2022/12/3 5:01,2022/12/3 5:31,2022/12/3 4:58,2022/12/3 5:07,2022/12/3 5:19,0
XI643P,1,4,2,2022/12/3 4:35,2022/12/3 4:31,52254,2022/12/3 5:04,2022/12/3 5:34,2022/12/3 4:36,2022/12/3 4:45,2022/12/3 4:57,0
IF439W,1,6,2,,2022/12/3 4:33,0,2022/12/3 5:11,2022/12/3 5:41,,,,0
SD598O,1,4,2,2022/12/3 4:39,2022/12/3 4:38,5606,2022/12/3 5:11,2022/12/3 5:41,2022/12/3 4:49,2022/12/3 4:59,2022/12/3 5:07,0
JB608V,1,4,2,2022/12/3 4:40,2022/12/3 4:40,65032,2022/12/3 5:21,2022/12/3 5:51,2022/12/3 4:56,2022/12/3 5:08,2022/12/3 5:24,0
AN542W,1,7,2,2022/12/3 4:43,2022/12/3 4:42,0,2022/12/3 5:10,2022/12/3 5:40,,,,0
UI278M,1,4,2,2022/12/3 4:59,2022/12/3 4:57,14973,2022/12/3 5:15,2022/12/3 5:45,2022/12/3 5:03,2022/12/3 5:08,2022/12/3 5:15,0
FC620F,1,4,2,2022/12/3 5:02,2022/12/3 4:59,52254,2022/12/3 5:32,2022/12/3 6:02,2022/12/3 5:03,2022/12/3 5:07,2022/12/3 5:19,0
EY213Z,1,4,2,2022/12/3 5:08,2022/12/3 5:08,14973,2022/12/3 5:40,2022/12/3 6:10,2022/12/3 5:16,2022/12/3 5:28,2022/12/3 5:36,0
PH097L,1,4,2,2022/12/3 5:19,2022/12/3 5:13,52254,2022/12/3 5:51,2022/12/3 6:21,2022/12/3 5:22,2022/12/3 5:29,2022/12/3 5:42,0
VT051R,1,4,2,2022/12/3 5:14,2022/12/3 5:14,13870,2022/12/3 5:47,2022/12/3 6:17,2022/12/3 5:23,2022/12/3 5:37,2022/12/3 5:48,0
RB164D,1,3,2,,2022/12/3 5:29,0,2022/12/3 5:57,2022/12/3 6:27,,,,0
TJ708O,1,4,2,2022/12/3 5:32,2022/12/3 5:32,24831,2022/12/3 6:05,2022/12/3 6:35,2022/12/3 5:36,2022/12/3 5:45,2022/12/3 5:54,0
HD731Q,1,4,2,2022/12/3 5:34,2022/12/3 5:33,14973,2022/12/3 6:00,2022/12/3 6:30,2022/12/3 5:41,2022/12/3 5:48,2022/12/3 5:53,0
CP037Q,1,4,2,2022/12/3 5:41,2022/12/3 5:34,75773,2022/12/3 6:06,2022/12/3 6:36,2022/12/3 5:43,2022/12/3 6:02,2022/12/3 6:17,0
IH491E,1,4,2,2022/12/3 5:35,2022/12/3 5:35,31971,2022/12/3 6:02,2022/12/3 6:32,2022/12/3 5:43,2022/12/3 5:51,2022/12/3 5:59,0
VM416L,1,4,2,2022/12/3 5:38,2022/12/3 5:37,65032,2022/12/3 6:16,2022/12/3 6:46,2022/12/3 5:48,2022/12/3 6:01,2022/12/3 6:17,0
QT401U,1,4,2,2022/12/3 6:11,2022/12/3 6:10,13870,2022/12/3 6:41,2022/12/3 7:11,2022/12/3 6:18,2022/12/3 6:27,2022/12/3 6:38,0
GS359R,1,4,2,2022/12/3 6:18,2022/12/3 6:14,65032,2022/12/3 6:32,2022/12/3 7:02,2022/12/3 6:20,2022/12/3 6:32,2022/12/3 6:37,0
OC976C,1,4,2,2022/12/3 6:16,2022/12/3 6:14,52254,2022/12/3 6:47,2022/12/3 7:17,2022/12/3 6:16,2022/12/3 6:24,2022/12/3 6:50,0
AJ243N,1,4,2,2022/12/3 6:22,2022/12/3 6:21,65032,2022/12/3 6:54,2022/12/3 7:24,2022/12/3 6:38,2022/12/3 6:50,2022/12/3 7:04,0
QS746J,1,4,2,2022/12/3 6:24,2022/12/3 6:23,75773,2022/12/3 7:16,2022/12/3 7:46,2022/12/3 6:43,2022/12/3 6:58,2022/12/3 7:35,0
KN827H,1,7,2,2022/12/3 6:27,2022/12/3 6:27,1137,2022/12/3 6:50,2022/12/3 7:20,2022/12/3 6:31,2022/12/3 6:40,2022/12/3 6:44,0
OQ128D,1,4,2,2022/12/3 6:40,2022/12/3 6:39,26976,2022/12/3 7:24,2022/12/3 7:54,2022/12/3 6:48,2022/12/3 7:02,2022/12/3 7:20,0
EY315Y,1,4,2,2022/12/3 6:40,2022/12/3 6:40,13870,2022/12/3 7:13,2022/12/3 7:43,2022/12/3 6:44,2022/12/3 6:59,2022/12/3 7:14,0
LM184W,1,4,2,2022/12/3 6:56,2022/12/3 6:54,1137,2022/12/3 7:22,2022/12/3 7:52,2022/12/3 7:04,2022/12/3 7:22,2022/12/3 7:28,0
TN594L,1,5,2,,2022/12/3 6:56,0,2022/12/3 7:14,2022/12/3 7:44,,,,0
PY509H,1,4,2,2022/12/3 7:06,2022/12/3 7:06,5305,2022/12/3 7:48,2022/12/3 8:18,2022/12/3 7:24,2022/12/3 7:40,2022/12/3 8:00,0
NX041C,1,4,2,2022/12/3 7:16,2022/12/3 7:15,70168,2022/12/3 7:43,2022/12/3 8:13,2022/12/3 7:18,2022/12/3 7:28,2022/12/3 7:39,0
XG423H,1,4,2,2022/12/3 7:22,2022/12/3 7:22,65032,2022/12/3 7:55,2022/12/3 8:25,2022/12/3 7:37,2022/12/3 7:48,2022/12/3 8:02,0
UH837I,1,4,2,2022/12/3 7:24,2022/12/3 7:23,75773,2022/12/3 7:51,2022/12/3 8:21,2022/12/3 7:44,2022/12/3 7:51,2022/12/3 8:07,0
JO983P,1,4,2,2022/12/3 7:24,2022/12/3 7:23,18326,2022/12/3 7:41,2022/12/3 8:11,2022/12/3 7:24,2022/12/3 7:53,2022/12/3 7:59,0
GJ341M,1,4,2,2022/12/3 7:39,2022/12/3 7:39,14332,2022/12/3 8:06,2022/12/3 8:36,2022/12/3 7:42,2022/12/3 7:50,2022/12/3 8:06,0
CB793A,1,4,2,2022/12/3 7:43,2022/12/3 7:43,16677,2022/12/3 8:26,2022/12/3 8:56,2022/12/3 7:57,2022/12/3 8:02,2022/12/3 8:21,0
XV031T,1,4,2,2022/12/3 7:48,2022/12/3 7:45,10828,2022/12/3 8:03,2022/12/3 8:33,2022/12/3 7:54,2022/12/3 8:09,2022/12/3 8:15,0
LF726R,1,4,2,2022/12/3 7:55,2022/12/3 7:54,5305,2022/12/3 8:17,2022/12/3 8:47,2022/12/3 8:00,2022/12/3 8:10,2022/12/3 8:19,0
UX359R,1,4,2,2022/12/3 8:00,2022/12/3 8:00,10828,2022/12/3 8:28,2022/12/3 8:58,2022/12/3 8:16,2022/12/3 8:28,2022/12/3 8:40,0
EQ047I,1,4,2,2022/12/3 8:02,2022/12/3 8:02,14332,2022/12/3 8:30,2022/12/3 9:00,2022/12/3 8:40,2022/12/3 8:48,2022/12/3 8:58,0
CV597Q,1,4,2,2022/12/3 8:03,2022/12/3 8:02,1137,2022/12/3 8:40,2022/12/3 9:10,2022/12/3 8:03,2022/12/3 8:14,2022/12/3 8:28,0
VK278X,1,4,2,2022/12/3 8:03,2022/12/3 8:03,70277,2022/12/3 8:51,2022/12/3 9:21,2022/12/3 8:04,2022/12/3 8:15,2022/12/3 8:40,0
LD234P,1,4,2,2022/12/3 8:05,2022/12/3 8:04,45433,2022/12/3 8:42,2022/12/3 9:12,2022/12/3 8:15,2022/12/3 8:20,2022/12/3 8:29,0
