order_no,time_type,order_state,receive_type,approve_date,created_at,driver_id,delivery_date,latest_delivery_date,accept_date,pickup_date,pass_date,local_area_flag
RG645Q,1,4,2,2022/12/1 1:22,2022/12/1 1:21,41289,2022/12/1 1:49,2022/12/1 2:19,2022/12/1 1:31,2022/12/1 1:38,2022/12/1 1:47,0
YV145I,1,4,2,2022/12/1 1:23,2022/12/1 1:22,8613,2022/12/1 1:42,2022/12/1 2:12,2022/12/1 1:25,2022/12/1 1:34,2022/12/1 1:45,0
MS263F,1,4,2,2022/12/1 1:23,2022/12/1 1:22,22450,2022/12/1 1:45,2022/12/1 2:15,2022/12/1 1:26,2022/12/1 1:39,2022/12/1 1:43,0
OB854H,1,4,2,2022/12/1 1:23,2022/12/1 1:23,3001,2022/12/1 2:21,2022/12/1 2:51,2022/12/1 1:43,2022/12/1 1:59,2022/12/1 2:31,0
VS257L,1,4,2,2022/12/1 1:24,2022/12/1 1:24,62774,2022/12/1 2:10,2022/12/1 2:40,2022/12/1 1:34,2022/12/1 1:41,2022/12/1 1:56,0
SW345A,1,4,2,2022/12/1 1:32,2022/12/1 1:31,72261,2022/12/1 2:27,2022/12/1 2:57,2022/12/1 1:49,2022/12/1 1:56,2022/12/1 2:17,0
GZ596E,1,4,2,2022/12/1 1:31,2022/12/1 1:31,26871,2022/12/1 2:06,2022/12/1 2:36,2022/12/1 1:48,2022/12/1 2:02,2022/12/1 2:15,0
LU402E,1,4,2,2022/12/1 1:31,2022/12/1 1:31,24016,2022/12/1 2:00,2022/12/1 2:30,2022/12/1 1:36,2022/12/1 1:45,2022/12/1 1:51,0
QG718J,1,4,2,2022/12/1 1:33,2022/12/1 1:32,16677,2022/12/1 2:04,2022/12/1 2:34,2022/12/1 1:41,2022/12/1 1:48,2022/12/1 1:55,0
PU649C,1,42,2,2022/12/1 1:44,2022/12/1 1:44,0,2022/12/1 2:12,2022/12/1 2:42,,,,0
ZY901Y,1,3,2,,2022/12/1 1:44,0,2022/12/1 2:12,2022/12/1 2:42,,,,0
WS253F,1,4,2,2022/12/1 1:48,2022/12/1 1:48,15018,2022/12/1 2:26,2022/12/1 2:56,2022/12/1 1:58,2022/12/1 2:14,2022/12/1 2:27,0
LT418C,1,6,2,,2022/12/1 1:48,0,2022/12/1 2:11,2022/12/1 2:41,,,,0
AH428R,1,4,2,2022/12/1 1:53,2022/12/1 1:53,16677,2022/12/1 2:26,2022/12/1 2:56,2022/12/1 2:02,2022/12/1 2:09,2022/12/1 2:18,0
UE730J,1,4,2,2022/12/1 1:54,2022/12/1 1:54,62774,2022/12/1 2:37,2022/12/1 3:07,2022/12/1 1:56,2022/12/1 2:07,2022/12/1 2:20,0
CI137E,1,5,2,,2022/12/1 1:54,0,2022/12/1 2:22,2022/12/1 2:52,,,,0
SX836H,1,4,2,2022/12/1 1:59,2022/12/1 1:55,2234,2022/12/1 2:23,2022/12/1 2:53,2022/12/1 2:22,2022/12/1 2:29,2022/12/1 2:39,0
ZJ253V,1,4,2,2022/12/1 1:56,2022/12/1 1:56,14973,2022/12/1 2:24,2022/12/1 2:54,2022/12/1 2:06,2022/12/1 2:13,2022/12/1 2:18,0
RD295E,1,4,2,2022/12/1 2:03,2022/12/1 2:00,2113,2022/12/1 2:33,2022/12/1 3:03,2022/12/1 2:05,2022/12/1 2:17,2022/12/1 2:27,0
TK832D,1,4,2,2022/12/1 2:01,2022/12/1 2:00,2113,2022/12/1 2:33,2022/12/1 3:03,2022/12/1 2:05,2022/12/1 2:17,2022/12/1 2:27,0
XB629B,1,4,2,2022/12/1 2:06,2022/12/1 2:04,22450,2022/12/1 2:30,2022/12/1 3:00,2022/12/1 2:12,2022/12/1 2:17,2022/12/1 2:26,0
SD382V,1,4,2,2022/12/1 2:06,2022/12/1 2:05,16677,2022/12/1 2:38,2022/12/1 3:08,2022/12/1 2:18,2022/12/1 2:26,2022/12/1 2:36,0
NK437P,1,4,2,2022/12/1 2:12,2022/12/1 2:11,5606,2022/12/1 2:54,2022/12/1 3:24,2022/12/1 2:21,2022/12/1 2:24,2022/12/1 2:42,0
YP023F,1,4,2,2022/12/1 2:13,2022/12/1 2:12,14973,2022/12/1 2:40,2022/12/1 3:10,2022/12/1 2:21,2022/12/1 2:31,2022/12/1 2:39,0
AS972Z,1,4,2,2022/12/1 2:14,2022/12/1 2:13,49756,2022/12/1 2:51,2022/12/1 3:21,2022/12/1 2:15,2022/12/1 2:25,2022/12/1 2:47,0
KN513L,1,4,2,2022/12/1 2:22,2022/12/1 2:21,3667,2022/12/1 2:49,2022/12/1 3:19,2022/12/1 2:26,2022/12/1 2:34,2022/12/1 2:42,0
BD417D,1,4,2,2022/12/1 2:24,2022/12/1 2:23,26871,2022/12/1 2:52,2022/12/1 3:22,2022/12/1 2:25,2022/12/1 2:29,2022/12/1 2:40,0
EZ235O,1,4,2,2022/12/1 2:24,2022/12/1 2:23,37224,2022/12/1 3:21,2022/12/1 3:51,2022/12/1 2:32,2022/12/1 2:38,2022/12/1 2:53,0
HU104C,1,4,2,2022/12/1 2:33,2022/12/1 2:31,15018,2022/12/1 2:54,2022/12/1 3:24,2022/12/1 2:34,2022/12/1 2:39,2022/12/1 2:53,0
MD264T,1,4,2,2022/12/1 2:32,2022/12/1 2:31,5606,2022/12/1 2:59,2022/12/1 3:29,2022/12/1 2:42,2022/12/1 2:52,2022/12/1 2:58,0
XS417Z,1,4,2,2022/12/1 2:34,2022/12/1 2:33,16677,2022/12/1 3:11,2022/12/1 3:41,2022/12/1 2:37,2022/12/1 2:51,2022/12/1 3:04,0
CN071C,1,4,2,2022/12/1 2:34,2022/12/1 2:33,799,2022/12/1 3:16,2022/12/1 3:46,2022/12/1 2:37,2022/12/1 2:47,2022/12/1 3:25,0
OY469I,1,6,2,,2022/12/1 2:34,0,2022/12/1 3:27,2022/12/1 3:57,,,,0
FD765W,1,4,2,2022/12/1 2:36,2022/12/1 2:35,2113,2022/12/1 3:28,2022/12/1 3:58,2022/12/1 2:44,2022/12/1 2:55,2022/12/1 3:15,0
RY052U,1,4,2,2022/12/1 2:37,2022/12/1 2:37,31971,2022/12/1 3:05,2022/12/1 3:35,2022/12/1 2:40,2022/12/1 2:46,2022/12/1 3:02,0
JH102A,1,4,2,2022/12/1 2:43,2022/12/1 2:43,72261,2022/12/1 3:16,2022/12/1 3:46,2022/12/1 2:53,2022/12/1 2:55,2022/12/1 3:06,0
DU952N,1,6,2,,2022/12/1 2:44,0,2022/12/1 3:37,2022/12/1 4:07,,,,0
FL945H,1,4,2,2022/12/1 2:45,2022/12/1 2:45,61256,2022/12/1 3:17,2022/12/1 3:47,2022/12/1 2:53,2022/12/1 3:07,2022/12/1 3:28,0
TU508B,1,4,2,2022/12/1 2:49,2022/12/1 2:48,26871,2022/12/1 3:21,2022/12/1 3:51,2022/12/1 2:57,2022/12/1 3:00,2022/12/1 3:12,0
ZY721A,1,4,2,2022/12/1 2:53,2022/12/1 2:53,23820,2022/12/1 3:26,2022/12/1 3:56,2022/12/1 2:58,2022/12/1 3:04,2022/12/1 3:20,0
TD298K,1,4,2,2022/12/1 2:56,2022/12/1 2:55,5606,2022/12/1 3:48,2022/12/1 4:18,2022/12/1 3:15,2022/12/1 3:16,2022/12/1 3:28,0
SF357V,1,5,2,,2022/12/1 2:56,0,2022/12/1 3:24,2022/12/1 3:54,,,,0
PO478H,1,4,2,2022/12/1 2:58,2022/12/1 2:58,31971,2022/12/1 3:25,2022/12/1 3:55,2022/12/1 3:07,2022/12/1 3:10,2022/12/1 3:20,0
EK817W,1,6,2,,2022/12/1 3:08,0,2022/12/1 3:41,2022/12/1 4:11,,,,0
ML481Y,1,4,2,2022/12/1 3:10,2022/12/1 3:10,49756,2022/12/1 3:48,2022/12/1 4:18,2022/12/1 3:18,2022/12/1 3:29,2022/12/1 3:46,0
VP952R,1,4,2,2022/12/1 3:11,2022/12/1 3:10,57175,2022/12/1 3:43,2022/12/1 4:13,2022/12/1 3:14,2022/12/1 3:23,2022/12/1 3:42,0
VX149Y,1,4,2,2022/12/1 3:15,2022/12/1 3:12,74953,2022/12/1 3:35,2022/12/1 4:05,2022/12/1 3:15,2022/12/1 3:24,2022/12/1 3:33,0
OH971S,1,4,2,2022/12/1 3:17,2022/12/1 3:17,62774,2022/12/1 3:45,2022/12/1 4:15,2022/12/1 3:26,2022/12/1 3:33,2022/12/1 3:44,0
IY401T,1,4,2,2022/12/1 3:19,2022/12/1 3:19,26871,2022/12/1 3:46,2022/12/1 4:16,2022/12/1 3:27,2022/12/1 3:35,2022/12/1 3:39,0
HD195A,1,4,2,2022/12/1 3:23,2022/12/1 3:23,31971,2022/12/1 3:51,2022/12/1 4:21,2022/12/1 3:32,2022/12/1 3:40,2022/12/1 3:57,0
PT592D,1,4,2,2022/12/1 3:24,2022/12/1 3:24,16677,2022/12/1 4:06,2022/12/1 4:36,2022/12/1 3:25,2022/12/1 3:31,2022/12/1 3:53,0
BP374I,1,4,2,2022/12/1 3:24,2022/12/1 3:24,72261,2022/12/1 4:04,2022/12/1 4:34,2022/12/1 3:36,2022/12/1 3:46,2022/12/1 3:57,0
IG594R,1,4,2,2022/12/1 3:34,2022/12/1 3:34,20023,2022/12/1 3:57,2022/12/1 4:27,2022/12/1 3:38,2022/12/1 3:49,2022/12/1 3:56,0
UP362P,1,4,2,2022/12/1 3:36,2022/12/1 3:35,26871,2022/12/1 4:18,2022/12/1 4:48,2022/12/1 3:43,2022/12/1 3:46,2022/12/1 3:54,0
NX415V,1,4,2,2022/12/1 3:36,2022/12/1 3:36,5606,2022/12/1 4:10,2022/12/1 4:40,2022/12/1 3:41,2022/12/1 3:47,2022/12/1 4:05,0
TH128P,1,4,2,2022/12/1 3:51,2022/12/1 3:50,16677,2022/12/1 4:18,2022/12/1 4:48,2022/12/1 3:53,2022/12/1 4:00,2022/12/1 4:15,0
UB348P,1,3,2,,2022/12/1 3:56,0,2022/12/1 4:24,2022/12/1 4:54,,,,0
RF074W,1,4,2,2022/12/1 4:00,2022/12/1 3:58,26871,2022/12/1 4:51,2022/12/1 5:21,2022/12/1 4:04,2022/12/1 4:12,2022/12/1 4:25,0
CW201O,1,7,2,2022/12/1 4:10,2022/12/1 4:00,0,2022/12/1 4:33,2022/12/1 5:03,,,,0
ZK594X,1,6,2,,2022/12/1 4:02,0,2022/12/1 4:25,2022/12/1 4:55,,,,0
QJ238D,1,4,2,2022/12/1 4:05,2022/12/1 4:04,5606,2022/12/1 4:47,2022/12/1 5:17,2022/12/1 4:08,2022/12/1 4:23,2022/12/1 4:43,0
JR468N,1,4,2,2022/12/1 4:08,2022/12/1 4:07,799,2022/12/1 4:35,2022/12/1 5:05,2022/12/1 4:10,2022/12/1 4:17,2022/12/1 4:40,0
IX895S,1,4,2,2022/12/1 4:10,2022/12/1 4:09,396,2022/12/1 4:32,2022/12/1 5:02,2022/12/1 4:31,2022/12/1 4:39,2022/12/1 4:50,0
LY251P,1,4,2,2022/12/1 4:13,2022/12/1 4:12,16677,2022/12/1 4:30,2022/12/1 5:00,2022/12/1 4:16,2022/12/1 4:28,2022/12/1 4:35,0
JL361W,1,4,2,2022/12/1 4:17,2022/12/1 4:17,26871,2022/12/1 5:28,2022/12/1 5:58,2022/12/1 4:33,2022/12/1 4:42,2022/12/1 5:02,0
DQ215F,1,6,2,,2022/12/1 4:26,0,2022/12/1 4:57,2022/12/1 5:27,,,,0
IX625A,1,4,2,2022/12/1 4:30,2022/12/1 4:29,799,2022/12/1 4:57,2022/12/1 5:27,2022/12/1 4:40,2022/12/1 4:54,2022/12/1 5:14,0
VP837T,1,4,2,2022/12/1 4:30,2022/12/1 4:30,16677,2022/12/1 4:57,2022/12/1 5:27,2022/12/1 4:38,2022/12/1 4:48,2022/12/1 4:53,0
BE718C,1,6,2,,2022/12/1 4:33,0,2022/12/1 5:04,2022/12/1 5:34,,,,0
EK082D,1,4,2,2022/12/1 4:38,2022/12/1 4:38,5606,2022/12/1 5:01,2022/12/1 5:31,2022/12/1 4:43,2022/12/1 4:47,2022/12/1 4:53,0
GO037X,1,6,2,,2022/12/1 4:39,0,2022/12/1 5:11,2022/12/1 5:41,,,,0
XP135G,1,4,2,2022/12/1 4:46,2022/12/1 4:45,396,2022/12/1 5:08,2022/12/1 5:38,2022/12/1 4:51,2022/12/1 5:09,2022/12/1 5:16,0
OF046S,1,6,2,,2022/12/1 4:45,0,2022/12/1 5:13,2022/12/1 5:43,,,,0
OJ790C,1,4,2,2022/12/1 4:50,2022/12/1 4:46,35316,2022/12/1 5:14,2022/12/1 5:44,2022/12/1 4:52,2022/12/1 4:58,2022/12/1 5:07,0
WR356D,1,4,2,2022/12/1 4:57,2022/12/1 4:52,26871,2022/12/1 5:25,2022/12/1 5:55,2022/12/1 5:06,2022/12/1 5:15,2022/12/1 5:29,0
PU310A,1,4,2,2022/12/1 4:54,2022/12/1 4:53,16677,2022/12/1 5:20,2022/12/1 5:50,2022/12/1 5:01,2022/12/1 5:10,2022/12/1 5:14,0
US938Y,1,4,2,2022/12/1 5:00,2022/12/1 5:00,35316,2022/12/1 5:58,2022/12/1 6:28,2022/12/1 5:10,2022/12/1 5:16,2022/12/1 5:39,0
XE580P,1,4,2,2022/12/1 5:06,2022/12/1 5:04,71036,2022/12/1 5:32,2022/12/1 6:02,2022/12/1 5:15,2022/12/1 5:30,2022/12/1 5:44,0
FB105N,1,4,2,2022/12/1 5:13,2022/12/1 5:12,16677,2022/12/1 5:50,2022/12/1 6:20,2022/12/1 5:20,2022/12/1 5:26,2022/12/1 5:38,0
JG640S,1,4,2,2022/12/1 5:20,2022/12/1 5:20,47024,2022/12/1 6:13,2022/12/1 6:43,2022/12/1 5:50,2022/12/1 5:59,2022/12/1 6:13,0
ZV396S,1,4,2,2022/12/1 5:21,2022/12/1 5:21,3507,2022/12/1 5:41,2022/12/1 6:11,2022/12/1 5:22,2022/12/1 5:31,2022/12/1 5:40,0
ZN805R,1,4,2,2022/12/1 5:24,2022/12/1 5:23,26871,2022/12/1 6:01,2022/12/1 6:31,2022/12/1 5:29,2022/12/1 5:37,2022/12/1 5:53,0
BV489J,1,4,2,2022/12/1 5:31,2022/12/1 5:30,33477,2022/12/1 6:08,2022/12/1 6:38,2022/12/1 5:40,2022/12/1 5:40,2022/12/1 5:49,0
ED429O,1,4,2,2022/12/1 5:38,2022/12/1 5:38,16677,2022/12/1 6:06,2022/12/1 6:36,2022/12/1 5:47,2022/12/1 5:52,2022/12/1 5:56,0
JK976U,1,3,2,,2022/12/1 5:39,0,2022/12/1 6:21,2022/12/1 6:51,,,,0
JD924B,1,4,2,2022/12/1 5:42,2022/12/1 5:41,70445,2022/12/1 6:34,2022/12/1 7:04,2022/12/1 5:53,2022/12/1 5:59,2022/12/1 6:32,0
ZK517N,1,4,2,2022/12/1 5:43,2022/12/1 5:42,73709,2022/12/1 6:25,2022/12/1 6:55,2022/12/1 5:53,2022/12/1 6:06,2022/12/1 6:23,0
VJ297X,1,4,2,2022/12/1 5:44,2022/12/1 5:43,70168,2022/12/1 6:11,2022/12/1 6:41,2022/12/1 5:53,2022/12/1 6:03,2022/12/1 6:15,0
DW539B,1,4,2,2022/12/1 5:44,2022/12/1 5:44,16677,2022/12/1 6:57,2022/12/1 7:27,2022/12/1 5:58,2022/12/1 6:02,2022/12/1 6:24,0
FZ350A,1,4,2,2022/12/1 6:06,2022/12/1 6:05,71036,2022/12/1 6:53,2022/12/1 7:23,2022/12/1 6:09,2022/12/1 6:15,2022/12/1 6:46,0
DF367K,1,4,2,2022/12/1 6:10,2022/12/1 6:08,26871,2022/12/1 6:26,2022/12/1 6:56,2022/12/1 6:12,2022/12/1 6:20,2022/12/1 6:26,0
IY361X,1,4,2,2022/12/1 6:20,2022/12/1 6:15,52254,2022/12/1 6:43,2022/12/1 7:13,2022/12/1 6:21,2022/12/1 6:25,2022/12/1 6:41,0
QK972Q,1,4,2,2022/12/1 6:27,2022/12/1 6:26,1137,2022/12/1 6:54,2022/12/1 7:24,2022/12/1 6:28,2022/12/1 6:39,2022/12/1 6:48,0
ZS172L,1,4,2,2022/12/1 6:34,2022/12/1 6:26,16677,2022/12/1 6:54,2022/12/1 7:24,2022/12/1 6:37,2022/12/1 6:44,2022/12/1 6:53,0
CM906J,1,4,2,2022/12/1 6:32,2022/12/1 6:28,26871,2022/12/1 7:01,2022/12/1 7:31,2022/12/1 6:35,2022/12/1 6:43,2022/12/1 7:03,0
XA130V,1,4,2,2022/12/1 6:31,2022/12/1 6:31,70168,2022/12/1 6:59,2022/12/1 7:29,2022/12/1 6:34,2022/12/1 6:41,2022/12/1 6:50,0
VN139J,1,4,2,2022/12/1 6:35,2022/12/1 6:33,71036,2022/12/1 6:55,2022/12/1 7:25,2022/12/1 6:46,2022/12/1 6:55,2022/12/1 7:06,0
MZ123K,1,4,2,2022/12/1 6:34,2022/12/1 6:34,73709,2022/12/1 6:52,2022/12/1 7:22,2022/12/1 6:35,2022/12/1 6:37,2022/12/1 6:46,0
IZ058U,1,4,2,2022/12/1 6:35,2022/12/1 6:35,52254,2022/12/1 7:02,2022/12/1 7:32,2022/12/1 6:43,2022/12/1 6:48,2022/12/1 6:55,0
KD912O,1,4,2,2022/12/1 6:43,2022/12/1 6:40,799,2022/12/1 7:03,2022/12/1 7:33,2022/12/1 6:44,2022/12/1 6:55,2022/12/1 7:06,0
CP853B,1,3,2,,2022/12/1 6:43,0,2022/12/1 7:11,2022/12/1 7:41,,,,0
RO027N,1,4,2,2022/12/1 6:49,2022/12/1 6:49,73709,2022/12/1 7:12,2022/12/1 7:42,2022/12/1 6:53,2022/12/1 6:59,2022/12/1 7:08,0
DV093S,1,4,2,2022/12/1 7:06,2022/12/1 7:04,1137,2022/12/1 7:42,2022/12/1 8:12,2022/12/1 7:13,2022/12/1 7:17,2022/12/1 7:25,0
BD420N,1,4,2,2022/12/1 7:06,2022/12/1 7:05,52254,2022/12/1 7:33,2022/12/1 8:03,2022/12/1 7:09,2022/12/1 7:15,2022/12/1 7:24,0
QT739M,1,4,2,2022/12/1 7:07,2022/12/1 7:07,799,2022/12/1 7:35,2022/12/1 8:05,2022/12/1 7:11,2022/12/1 7:33,2022/12/1 7:48,0
GT073O,1,4,2,2022/12/1 7:10,2022/12/1 7:09,70168,2022/12/1 7:45,2022/12/1 8:15,2022/12/1 7:21,2022/12/1 7:33,2022/12/1 7:49,0
IK746U,1,4,2,2022/12/1 7:23,2022/12/1 7:22,25963,2022/12/1 7:48,2022/12/1 8:18,2022/12/1 7:30,2022/12/1 7:38,2022/12/1 7:42,0
JS120E,1,4,2,2022/12/1 7:23,2022/12/1 7:22,15798,2022/12/1 7:54,2022/12/1 8:24,2022/12/1 7:40,2022/12/1 7:48,2022/12/1 8:00,0
JK765F,1,4,2,2022/12/1 7:32,2022/12/1 7:31,73709,2022/12/1 8:20,2022/12/1 8:50,2022/12/1 7:40,2022/12/1 7:50,2022/12/1 8:15,0
CL413G,1,4,1,2022/12/1 7:31,2022/12/1 7:31,,,,,,,0
AP604H,1,4,1,2022/12/1 7:33,2022/12/1 7:33,,,,,,,0
GQ216I,1,3,2,,2022/12/1 7:34,0,2022/12/1 8:02,2022/12/1 8:32,,,,0
BA703I,1,4,1,2022/12/1 7:34,2022/12/1 7:34,,,,,,,0
BC982P,1,4,1,2022/12/1 7:35,2022/12/1 7:34,,,,,,,0
VC134F,1,4,1,2022/12/1 7:37,2022/12/1 7:36,,,,,,,0
QR670D,1,4,1,2022/12/1 7:40,2022/12/1 7:38,,,,,,,0
JB178F,1,4,1,2022/12/1 7:40,2022/12/1 7:40,,,,,,,0
QS254W,1,4,1,2022/12/1 7:43,2022/12/1 7:43,,,,,,,0
VD620M,1,4,1,2022/12/1 7:44,2022/12/1 7:43,,,,,,,0
FW092D,2,5,2,,2022/12/1 7:46,0,2022/12/1 13:15,2022/12/1 13:15,,,,0
LB659O,1,4,1,2022/12/1 7:47,2022/12/1 7:46,,,,,,,0
WJ825J,1,4,1,2022/12/1 7:48,2022/12/1 7:47,,,,,,,0
PC207A,1,4,2,2022/12/1 7:48,2022/12/1 7:47,52254,2022/12/1 8:10,2022/12/1 8:40,2022/12/1 7:51,2022/12/1 7:55,2022/12/1 8:05,0
SY735W,1,4,1,2022/12/1 7:48,2022/12/1 7:47,,,,,,,0
XQ805W,1,4,2,2022/12/1 7:48,2022/12/1 7:48,57718,2022/12/1 8:16,2022/12/1 8:46,2022/12/1 7:51,2022/12/1 8:13,2022/12/1 8:26,0
DC620T,1,4,1,2022/12/1 7:49,2022/12/1 7:49,,,,,,,0
VM826P,1,4,1,2022/12/1 7:50,2022/12/1 7:49,,,,,,,0
NT741X,1,4,1,2022/12/1 7:50,2022/12/1 7:49,,,,,,,0
