order_no,time_type,order_state,receive_type,approve_date,created_at,driver_id,delivery_date,latest_delivery_date,accept_date,pickup_date,pass_date,local_area_flag
OK054S,1,4,2,2022/12/2 0:34,2022/12/2 0:32,9996,2022/12/2 1:10,2022/12/2 1:40,2022/12/2 0:39,2022/12/2 0:46,2022/12/2 0:58,0
JG547A,1,4,2,2022/12/2 0:33,2022/12/2 0:33,61492,2022/12/2 1:14,2022/12/2 1:44,2022/12/2 0:35,2022/12/2 0:47,2022/12/2 0:59,0
KX268C,1,4,2,2022/12/2 0:33,2022/12/2 0:33,59074,2022/12/2 1:11,2022/12/2 1:41,2022/12/2 0:47,2022/12/2 0:56,2022/12/2 1:05,0
TF849D,1,4,2,2022/12/2 0:34,2022/12/2 0:34,62547,2022/12/2 1:02,2022/12/2 1:32,2022/12/2 0:52,2022/12/2 1:00,2022/12/2 1:18,0
KM153B,1,3,2,,2022/12/2 0:34,0,2022/12/2 1:27,2022/12/2 1:57,,,,0
RP519X,1,4,2,2022/12/2 0:35,2022/12/2 0:35,22760,2022/12/2 1:03,2022/12/2 1:33,2022/12/2 0:47,2022/12/2 1:08,2022/12/2 1:25,0
TK538H,1,4,2,2022/12/2 0:36,2022/12/2 0:36,41289,2022/12/2 0:56,2022/12/2 1:26,2022/12/2 0:39,2022/12/2 0:49,2022/12/2 0:56,0
EH307Z,1,5,2,,2022/12/2 0:38,0,2022/12/2 1:13,2022/12/2 1:43,,,,0
OW420Q,1,4,2,2022/12/2 0:38,2022/12/2 0:38,61492,2022/12/2 1:31,2022/12/2 2:01,2022/12/2 1:04,2022/12/2 1:20,2022/12/2 1:39,0
TU320A,1,4,2,2022/12/2 0:41,2022/12/2 0:40,58986,2022/12/2 1:13,2022/12/2 1:43,2022/12/2 0:44,2022/12/2 0:51,2022/12/2 1:08,0
GQ647S,1,4,2,2022/12/2 0:46,2022/12/2 0:42,41289,2022/12/2 1:15,2022/12/2 1:45,2022/12/2 0:56,2022/12/2 1:04,2022/12/2 1:12,0
SQ472B,1,4,2,2022/12/2 0:44,2022/12/2 0:42,2165,2022/12/2 1:20,2022/12/2 1:50,2022/12/2 0:54,2022/12/2 1:03,2022/12/2 1:13,0
EQ385B,1,4,2,2022/12/2 0:46,2022/12/2 0:46,2202,2022/12/2 1:18,2022/12/2 1:48,2022/12/2 0:52,2022/12/2 1:12,2022/12/2 1:28,0
EL824L,1,4,2,2022/12/2 0:49,2022/12/2 0:47,22515,2022/12/2 1:10,2022/12/2 1:40,2022/12/2 0:51,2022/12/2 0:54,2022/12/2 1:00,0
FP354J,1,4,2,2022/12/2 0:51,2022/12/2 0:50,38501,2022/12/2 1:28,2022/12/2 1:58,2022/12/2 1:04,2022/12/2 1:12,2022/12/2 1:23,0
RV182T,1,4,2,2022/12/2 0:52,2022/12/2 0:51,62774,2022/12/2 1:29,2022/12/2 1:59,2022/12/2 0:53,2022/12/2 1:21,2022/12/2 1:42,0
DM041D,1,4,2,2022/12/2 0:52,2022/12/2 0:52,44484,2022/12/2 1:20,2022/12/2 1:50,2022/12/2 1:02,2022/12/2 1:09,2022/12/2 1:15,0
HU724M,1,4,2,2022/12/2 0:57,2022/12/2 0:53,3044,2022/12/2 1:16,2022/12/2 1:46,2022/12/2 0:57,2022/12/2 1:05,2022/12/2 1:10,0
UO489A,1,4,2,2022/12/2 0:54,2022/12/2 0:54,38659,2022/12/2 1:26,2022/12/2 1:56,2022/12/2 1:04,2022/12/2 1:17,2022/12/2 1:30,0
YV012V,1,4,2,2022/12/2 0:57,2022/12/2 0:55,58986,2022/12/2 1:23,2022/12/2 1:53,2022/12/2 1:10,2022/12/2 1:20,2022/12/2 1:25,0
YW861Z,1,4,2,2022/12/2 0:56,2022/12/2 0:55,1217,2022/12/2 1:18,2022/12/2 1:48,2022/12/2 0:59,2022/12/2 1:08,2022/12/2 1:16,0
ZN637B,1,4,2,2022/12/2 0:57,2022/12/2 0:57,13882,2022/12/2 1:25,2022/12/2 1:55,2022/12/2 1:07,2022/12/2 1:20,2022/12/2 1:27,0
QD103S,1,4,2,2022/12/2 0:59,2022/12/2 0:58,3667,2022/12/2 1:36,2022/12/2 2:06,2022/12/2 1:13,2022/12/2 1:27,2022/12/2 1:38,0
IC632S,1,4,2,2022/12/2 1:00,2022/12/2 0:59,67812,2022/12/2 1:47,2022/12/2 2:17,2022/12/2 1:06,2022/12/2 1:11,2022/12/2 1:25,0
AM843J,1,4,2,2022/12/2 0:59,2022/12/2 0:59,41289,2022/12/2 1:32,2022/12/2 2:02,2022/12/2 1:12,2022/12/2 1:20,2022/12/2 1:33,0
RO207I,1,6,2,,2022/12/2 1:05,0,2022/12/2 1:28,2022/12/2 1:58,,,,0
PI297C,1,4,2,2022/12/2 1:06,2022/12/2 1:06,72261,2022/12/2 1:44,2022/12/2 2:14,2022/12/2 1:14,2022/12/2 1:21,2022/12/2 1:37,0
TK930L,1,4,2,2022/12/2 1:10,2022/12/2 1:09,44484,2022/12/2 1:37,2022/12/2 2:07,2022/12/2 1:18,2022/12/2 1:29,2022/12/2 1:39,0
YJ850G,1,4,2,2022/12/2 1:11,2022/12/2 1:11,1217,2022/12/2 1:38,2022/12/2 2:08,2022/12/2 1:19,2022/12/2 1:23,2022/12/2 1:29,0
OF706Z,1,4,2,2022/12/2 1:13,2022/12/2 1:13,2165,2022/12/2 1:36,2022/12/2 2:06,2022/12/2 1:18,2022/12/2 1:30,2022/12/2 1:36,0
GV534F,1,4,2,2022/12/2 1:21,2022/12/2 1:20,14973,2022/12/2 1:53,2022/12/2 2:23,2022/12/2 1:32,2022/12/2 1:41,2022/12/2 1:49,0
NA183N,1,4,2,2022/12/2 1:22,2022/12/2 1:21,4939,2022/12/2 1:59,2022/12/2 2:29,2022/12/2 1:36,2022/12/2 1:50,2022/12/2 1:59,0
GA236I,1,4,2,2022/12/2 1:23,2022/12/2 1:23,22760,2022/12/2 1:51,2022/12/2 2:21,2022/12/2 1:27,2022/12/2 1:38,2022/12/2 1:53,0
WT436L,1,4,2,2022/12/2 1:27,2022/12/2 1:23,52263,2022/12/2 1:51,2022/12/2 2:21,2022/12/2 1:39,2022/12/2 1:46,2022/12/2 1:54,0
OP487N,1,4,2,2022/12/2 1:25,2022/12/2 1:25,35316,2022/12/2 1:58,2022/12/2 2:28,2022/12/2 1:34,2022/12/2 1:44,2022/12/2 1:56,0
CE651H,1,4,2,2022/12/2 1:30,2022/12/2 1:30,13439,2022/12/2 1:53,2022/12/2 2:23,2022/12/2 1:37,2022/12/2 1:42,2022/12/2 1:49,0
DN378B,1,4,2,2022/12/2 1:32,2022/12/2 1:31,62547,2022/12/2 2:09,2022/12/2 2:39,2022/12/2 1:34,2022/12/2 1:50,2022/12/2 2:00,0
TQ136O,1,4,2,2022/12/2 1:32,2022/12/2 1:31,3667,2022/12/2 1:54,2022/12/2 2:24,2022/12/2 1:38,2022/12/2 1:45,2022/12/2 1:54,0
YZ359T,1,4,2,2022/12/2 1:40,2022/12/2 1:39,41289,2022/12/2 2:07,2022/12/2 2:37,2022/12/2 1:41,2022/12/2 1:48,2022/12/2 2:00,0
RL564W,1,4,2,2022/12/2 1:51,2022/12/2 1:50,22760,2022/12/2 2:23,2022/12/2 2:53,2022/12/2 1:56,2022/12/2 2:14,2022/12/2 2:31,0
QS401K,1,4,2,2022/12/2 1:53,2022/12/2 1:52,41289,2022/12/2 2:22,2022/12/2 2:52,2022/12/2 2:03,2022/12/2 2:08,2022/12/2 2:13,0
NR927K,1,4,2,2022/12/2 1:54,2022/12/2 1:54,1217,2022/12/2 2:27,2022/12/2 2:57,2022/12/2 1:59,2022/12/2 2:04,2022/12/2 2:17,0
VY490G,1,4,2,2022/12/2 1:55,2022/12/2 1:55,52263,2022/12/2 2:26,2022/12/2 2:56,2022/12/2 2:02,2022/12/2 2:11,2022/12/2 2:21,0
OI216Y,1,4,2,2022/12/2 1:58,2022/12/2 1:57,35316,2022/12/2 2:29,2022/12/2 2:59,2022/12/2 2:05,2022/12/2 2:16,2022/12/2 2:31,0
FD567Q,1,4,2,2022/12/2 2:02,2022/12/2 2:01,2165,2022/12/2 2:34,2022/12/2 3:04,2022/12/2 2:06,2022/12/2 2:23,2022/12/2 2:35,0
WP962G,1,4,2,2022/12/2 2:03,2022/12/2 2:03,67670,2022/12/2 2:36,2022/12/2 3:06,2022/12/2 2:23,2022/12/2 2:30,2022/12/2 2:40,0
UY829W,1,4,2,2022/12/2 2:04,2022/12/2 2:04,60396,2022/12/2 2:52,2022/12/2 3:22,2022/12/2 2:15,2022/12/2 2:26,2022/12/2 2:43,0
OB605E,1,4,2,2022/12/2 2:05,2022/12/2 2:04,10239,2022/12/2 2:32,2022/12/2 3:02,2022/12/2 2:10,2022/12/2 2:32,2022/12/2 2:45,0
NL450J,1,4,2,2022/12/2 2:09,2022/12/2 2:09,14973,2022/12/2 2:57,2022/12/2 3:27,2022/12/2 2:22,2022/12/2 2:31,2022/12/2 2:55,0
JK731Q,1,4,2,2022/12/2 2:13,2022/12/2 2:13,49854,2022/12/2 3:01,2022/12/2 3:31,2022/12/2 2:37,2022/12/2 2:44,2022/12/2 2:54,0
NM810O,1,4,2,2022/12/2 2:31,2022/12/2 2:30,22760,2022/12/2 3:03,2022/12/2 3:33,2022/12/2 2:35,2022/12/2 2:50,2022/12/2 3:16,0
YH870Q,1,4,2,2022/12/2 2:32,2022/12/2 2:32,35316,2022/12/2 3:07,2022/12/2 3:37,2022/12/2 2:44,2022/12/2 2:53,2022/12/2 3:02,0
QO405P,1,4,2,2022/12/2 2:34,2022/12/2 2:33,41289,2022/12/2 3:01,2022/12/2 3:31,2022/12/2 2:34,2022/12/2 2:40,2022/12/2 2:49,0
DC410B,1,4,2,2022/12/2 2:39,2022/12/2 2:39,41885,2022/12/2 3:14,2022/12/2 3:44,2022/12/2 2:50,2022/12/2 2:55,2022/12/2 3:07,0
ZO139Z,1,4,2,2022/12/2 2:45,2022/12/2 2:44,2113,2022/12/2 3:37,2022/12/2 4:07,2022/12/2 2:53,2022/12/2 3:03,2022/12/2 3:20,0
OM193W,1,4,2,2022/12/2 2:45,2022/12/2 2:45,26064,2022/12/2 3:08,2022/12/2 3:38,2022/12/2 3:25,2022/12/2 3:34,2022/12/2 3:39,0
LK486L,1,4,2,2022/12/2 2:51,2022/12/2 2:51,41289,2022/12/2 3:24,2022/12/2 3:54,2022/12/2 3:00,2022/12/2 3:07,2022/12/2 3:21,0
HE879U,1,4,2,2022/12/2 2:53,2022/12/2 2:51,41289,2022/12/2 3:24,2022/12/2 3:54,2022/12/2 3:00,2022/12/2 3:14,2022/12/2 3:21,0
LA407A,1,4,2,2022/12/2 2:57,2022/12/2 2:55,49854,2022/12/2 3:33,2022/12/2 4:03,2022/12/2 2:59,2022/12/2 3:05,2022/12/2 3:18,0
XU526M,1,4,2,2022/12/2 2:57,2022/12/2 2:56,35316,2022/12/2 3:29,2022/12/2 3:59,2022/12/2 3:07,2022/12/2 3:18,2022/12/2 3:29,0
DU259B,1,3,2,,2022/12/2 2:57,0,2022/12/2 4:00,2022/12/2 4:30,,,,0
GR126C,1,4,2,2022/12/2 3:00,2022/12/2 2:59,13870,2022/12/2 3:22,2022/12/2 3:52,2022/12/2 3:03,2022/12/2 3:12,2022/12/2 3:20,0
IQ861E,1,4,2,2022/12/2 3:00,2022/12/2 2:59,12490,2022/12/2 3:47,2022/12/2 4:17,2022/12/2 3:08,2022/12/2 3:19,2022/12/2 3:37,0
PR736B,1,4,2,2022/12/2 3:13,2022/12/2 3:10,62774,2022/12/2 3:43,2022/12/2 4:13,2022/12/2 3:17,2022/12/2 3:28,2022/12/2 3:43,0
OA047V,1,4,2,2022/12/2 3:11,2022/12/2 3:11,22760,2022/12/2 3:49,2022/12/2 4:19,2022/12/2 3:24,2022/12/2 3:41,2022/12/2 3:58,0
HW459X,1,4,2,2022/12/2 3:13,2022/12/2 3:13,14973,2022/12/2 3:41,2022/12/2 4:11,2022/12/2 3:14,2022/12/2 3:22,2022/12/2 3:32,0
SD927H,1,4,2,2022/12/2 3:15,2022/12/2 3:14,799,2022/12/2 3:42,2022/12/2 4:12,2022/12/2 3:20,2022/12/2 3:42,2022/12/2 3:52,0
DC847X,1,7,2,2022/12/2 3:16,2022/12/2 3:15,0,2022/12/2 3:38,2022/12/2 4:08,,,,0
MK267K,1,4,2,2022/12/2 3:16,2022/12/2 3:15,35316,2022/12/2 3:50,2022/12/2 4:20,2022/12/2 3:29,2022/12/2 3:36,2022/12/2 3:48,0
NI857Q,1,4,2,2022/12/2 3:18,2022/12/2 3:16,2113,2022/12/2 3:49,2022/12/2 4:19,2022/12/2 3:21,2022/12/2 3:31,2022/12/2 3:40,0
RJ139O,1,4,2,2022/12/2 3:17,2022/12/2 3:17,12490,2022/12/2 3:57,2022/12/2 4:27,2022/12/2 3:37,2022/12/2 3:46,2022/12/2 3:58,0
AS921S,1,4,2,2022/12/2 3:19,2022/12/2 3:19,65032,2022/12/2 3:51,2022/12/2 4:21,2022/12/2 3:29,2022/12/2 3:41,2022/12/2 3:49,0
NS350L,1,4,2,2022/12/2 3:20,2022/12/2 3:20,41885,2022/12/2 3:48,2022/12/2 4:18,2022/12/2 3:24,2022/12/2 3:28,2022/12/2 3:43,0
DN084O,1,4,2,2022/12/2 3:21,2022/12/2 3:21,49854,2022/12/2 3:44,2022/12/2 4:14,2022/12/2 3:27,2022/12/2 3:37,2022/12/2 3:44,0
HW457B,1,4,2,2022/12/2 3:23,2022/12/2 3:22,49854,2022/12/2 4:04,2022/12/2 4:34,2022/12/2 3:44,2022/12/2 3:48,2022/12/2 3:53,0
JL719U,1,4,2,2022/12/2 3:24,2022/12/2 3:24,62774,2022/12/2 3:47,2022/12/2 4:17,2022/12/2 3:43,2022/12/2 3:56,2022/12/2 4:06,0
DB341J,1,3,2,,2022/12/2 3:26,0,2022/12/2 4:04,2022/12/2 4:34,,,,0
AX287N,1,4,2,2022/12/2 3:27,2022/12/2 3:26,13870,2022/12/2 3:54,2022/12/2 4:24,2022/12/2 3:29,2022/12/2 3:35,2022/12/2 3:45,0
HN623R,1,4,2,2022/12/2 3:28,2022/12/2 3:26,67670,2022/12/2 3:59,2022/12/2 4:29,2022/12/2 3:29,2022/12/2 3:36,2022/12/2 3:45,0
RB846E,1,4,2,2022/12/2 3:29,2022/12/2 3:29,799,2022/12/2 4:18,2022/12/2 4:48,2022/12/2 4:13,2022/12/2 4:25,2022/12/2 4:50,0
YQ834E,1,4,2,2022/12/2 3:33,2022/12/2 3:33,41885,2022/12/2 3:56,2022/12/2 4:26,2022/12/2 3:48,2022/12/2 4:01,2022/12/2 4:09,0
AT295P,1,4,2,2022/12/2 3:35,2022/12/2 3:35,49854,2022/12/2 4:16,2022/12/2 4:46,2022/12/2 4:04,2022/12/2 4:13,2022/12/2 4:22,0
OS908A,1,4,2,2022/12/2 3:37,2022/12/2 3:36,13870,2022/12/2 4:09,2022/12/2 4:39,2022/12/2 3:45,2022/12/2 3:59,2022/12/2 4:14,0
ZF076Q,1,4,2,2022/12/2 3:39,2022/12/2 3:39,799,2022/12/2 4:09,2022/12/2 4:39,2022/12/2 3:53,2022/12/2 4:06,2022/12/2 4:13,0
JT418B,1,4,2,2022/12/2 3:43,2022/12/2 3:42,25484,2022/12/2 4:20,2022/12/2 4:50,2022/12/2 3:56,2022/12/2 4:05,2022/12/2 4:22,0
WU395H,1,4,2,2022/12/2 3:46,2022/12/2 3:45,35316,2022/12/2 4:13,2022/12/2 4:43,2022/12/2 3:49,2022/12/2 3:58,2022/12/2 4:06,0
AP923R,1,4,2,2022/12/2 3:46,2022/12/2 3:45,62774,2022/12/2 4:13,2022/12/2 4:43,2022/12/2 4:06,2022/12/2 4:15,2022/12/2 4:24,0
TI045X,1,4,2,2022/12/2 3:53,2022/12/2 3:52,49854,2022/12/2 4:23,2022/12/2 4:53,2022/12/2 4:22,2022/12/2 4:26,2022/12/2 4:32,0
LV802R,1,4,2,2022/12/2 3:55,2022/12/2 3:54,2113,2022/12/2 4:47,2022/12/2 5:17,2022/12/2 4:05,2022/12/2 4:08,2022/12/2 4:21,0
SA026H,1,4,2,2022/12/2 3:55,2022/12/2 3:55,12490,2022/12/2 4:43,2022/12/2 5:13,2022/12/2 4:00,2022/12/2 4:23,2022/12/2 4:40,0
OJ278P,1,4,2,2022/12/2 3:58,2022/12/2 3:56,41885,2022/12/2 4:19,2022/12/2 4:49,2022/12/2 4:09,2022/12/2 4:20,2022/12/2 4:26,0
FK478L,1,4,2,2022/12/2 4:00,2022/12/2 4:00,12490,2022/12/2 4:22,2022/12/2 4:52,2022/12/2 4:40,2022/12/2 4:51,2022/12/2 4:55,0
QG405I,1,4,2,2022/12/2 4:06,2022/12/2 4:06,13870,2022/12/2 4:47,2022/12/2 5:17,2022/12/2 4:19,2022/12/2 4:32,2022/12/2 4:43,0
LG096I,1,6,2,,2022/12/2 4:06,0,2022/12/2 4:34,2022/12/2 5:04,,,,0
FA812L,1,7,2,2022/12/2 4:14,2022/12/2 4:13,0,2022/12/2 4:41,2022/12/2 5:11,,,,0
GS032X,1,4,2,2022/12/2 4:14,2022/12/2 4:14,65032,2022/12/2 4:42,2022/12/2 5:12,2022/12/2 4:20,2022/12/2 4:28,2022/12/2 4:40,0
RN149P,1,4,2,2022/12/2 4:17,2022/12/2 4:17,62774,2022/12/2 4:37,2022/12/2 5:07,2022/12/2 4:24,2022/12/2 4:29,2022/12/2 4:35,0
ZK250P,1,4,2,2022/12/2 4:21,2022/12/2 4:20,2113,2022/12/2 4:43,2022/12/2 5:13,2022/12/2 4:26,2022/12/2 4:32,2022/12/2 4:38,0
KN903A,1,4,2,2022/12/2 4:29,2022/12/2 4:25,41885,2022/12/2 4:53,2022/12/2 5:23,2022/12/2 4:30,2022/12/2 4:43,2022/12/2 4:51,0
HA924N,1,4,2,2022/12/2 4:30,2022/12/2 4:30,25484,2022/12/2 5:08,2022/12/2 5:38,2022/12/2 4:34,2022/12/2 4:47,2022/12/2 5:16,0
BO687B,1,4,2,2022/12/2 4:31,2022/12/2 4:31,799,2022/12/2 4:54,2022/12/2 5:24,2022/12/2 4:51,2022/12/2 4:57,2022/12/2 5:05,0
HV496B,1,4,2,2022/12/2 4:34,2022/12/2 4:34,3001,2022/12/2 5:06,2022/12/2 5:36,2022/12/2 4:43,2022/12/2 4:46,2022/12/2 5:01,0
SQ102J,1,4,2,2022/12/2 4:43,2022/12/2 4:38,12490,2022/12/2 5:06,2022/12/2 5:36,2022/12/2 4:56,2022/12/2 5:17,2022/12/2 5:27,0
VP560E,1,4,2,2022/12/2 4:39,2022/12/2 4:39,67670,2022/12/2 5:02,2022/12/2 5:32,2022/12/2 4:43,2022/12/2 4:50,2022/12/2 5:03,0
WH248E,1,4,2,2022/12/2 4:40,2022/12/2 4:40,13870,2022/12/2 5:32,2022/12/2 6:02,2022/12/2 4:49,2022/12/2 5:03,2022/12/2 5:27,0
VE236U,1,7,2,2022/12/2 4:42,2022/12/2 4:41,0,2022/12/2 5:04,2022/12/2 5:34,,,,0
HK049Q,1,4,2,2022/12/2 4:43,2022/12/2 4:43,67670,2022/12/2 5:11,2022/12/2 5:41,2022/12/2 5:04,2022/12/2 5:09,2022/12/2 5:18,0
JT123X,1,4,2,2022/12/2 4:48,2022/12/2 4:48,799,2022/12/2 5:24,2022/12/2 5:54,2022/12/2 5:06,2022/12/2 5:22,2022/12/2 5:34,0
GM134M,1,4,2,2022/12/2 5:00,2022/12/2 5:00,4337,2022/12/2 5:28,2022/12/2 5:58,2022/12/2 5:33,2022/12/2 5:47,2022/12/2 5:56,0
NH920D,1,4,2,2022/12/2 5:02,2022/12/2 5:01,799,2022/12/2 5:24,2022/12/2 5:54,2022/12/2 5:34,2022/12/2 5:52,2022/12/2 6:02,0
OS096G,1,4,2,2022/12/2 5:02,2022/12/2 5:02,2113,2022/12/2 5:30,2022/12/2 6:00,2022/12/2 5:13,2022/12/2 5:24,2022/12/2 5:34,0
ND053Y,1,4,2,2022/12/2 5:05,2022/12/2 5:03,65032,2022/12/2 5:21,2022/12/2 5:51,2022/12/2 5:06,2022/12/2 5:08,2022/12/2 5:16,0
WG560J,1,4,2,2022/12/2 5:17,2022/12/2 5:17,65032,2022/12/2 5:50,2022/12/2 6:20,2022/12/2 5:27,2022/12/2 5:34,2022/12/2 5:42,0
EA589T,1,4,2,2022/12/2 5:24,2022/12/2 5:23,31971,2022/12/2 5:50,2022/12/2 6:20,2022/12/2 5:55,2022/12/2 6:05,2022/12/2 6:15,0
XU387J,1,4,2,2022/12/2 5:28,2022/12/2 5:28,70277,2022/12/2 6:06,2022/12/2 6:36,2022/12/2 5:56,2022/12/2 6:08,2022/12/2 6:22,0
ZT419B,1,4,2,2022/12/2 5:30,2022/12/2 5:30,799,2022/12/2 6:03,2022/12/2 6:33,2022/12/2 6:02,2022/12/2 6:12,2022/12/2 6:26,0
ZS987O,1,4,2,2022/12/2 5:34,2022/12/2 5:34,13870,2022/12/2 6:02,2022/12/2 6:32,2022/12/2 5:41,2022/12/2 5:51,2022/12/2 6:01,0
GW435A,1,4,2,2022/12/2 5:41,2022/12/2 5:41,65032,2022/12/2 6:04,2022/12/2 6:34,2022/12/2 5:47,2022/12/2 5:54,2022/12/2 6:02,0
WR405T,1,4,2,2022/12/2 6:06,2022/12/2 6:04,13870,2022/12/2 6:27,2022/12/2 6:57,2022/12/2 6:07,2022/12/2 6:15,2022/12/2 6:25,0
RA640H,1,4,2,2022/12/2 6:17,2022/12/2 6:15,799,2022/12/2 6:53,2022/12/2 7:23,2022/12/2 6:26,2022/12/2 6:44,2022/12/2 7:16,0
DW025V,1,4,2,2022/12/2 6:16,2022/12/2 6:16,70445,2022/12/2 6:39,2022/12/2 7:09,2022/12/2 6:19,2022/12/2 6:28,2022/12/2 6:35,0
VO916Z,1,4,2,2022/12/2 6:17,2022/12/2 6:16,65032,2022/12/2 6:44,2022/12/2 7:14,2022/12/2 6:21,2022/12/2 6:29,2022/12/2 6:39,0
VM549N,1,7,2,2022/12/2 6:25,2022/12/2 6:24,0,2022/12/2 6:47,2022/12/2 7:17,,,,0
KQ219F,1,4,2,2022/12/2 6:25,2022/12/2 6:25,13870,2022/12/2 7:08,2022/12/2 7:38,2022/12/2 6:29,2022/12/2 6:42,2022/12/2 7:02,0
XL081Z,1,4,2,2022/12/2 6:26,2022/12/2 6:26,70277,2022/12/2 6:58,2022/12/2 7:28,2022/12/2 6:35,2022/12/2 6:41,2022/12/2 6:54,0
DB413X,1,4,2,2022/12/2 6:38,2022/12/2 6:37,65032,2022/12/2 7:00,2022/12/2 7:30,2022/12/2 6:41,2022/12/2 6:53,2022/12/2 7:02,0
NK439P,1,4,2,2022/12/2 6:38,2022/12/2 6:38,70277,2022/12/2 7:06,2022/12/2 7:36,2022/12/2 6:55,2022/12/2 7:11,2022/12/2 7:16,0
DK179G,1,4,2,2022/12/2 6:39,2022/12/2 6:38,31971,2022/12/2 7:16,2022/12/2 7:46,2022/12/2 6:48,2022/12/2 6:56,2022/12/2 7:14,0
IZ916F,1,4,2,2022/12/2 6:39,2022/12/2 6:38,70445,2022/12/2 7:01,2022/12/2 7:31,2022/12/2 6:42,2022/12/2 6:49,2022/12/2 6:55,0
CI260Z,1,4,2,2022/12/2 6:40,2022/12/2 6:39,16677,2022/12/2 7:12,2022/12/2 7:42,2022/12/2 7:00,2022/12/2 7:09,2022/12/2 7:24,0
QH071V,1,4,2,2022/12/2 6:40,2022/12/2 6:39,31971,2022/12/2 7:05,2022/12/2 7:35,2022/12/2 7:14,2022/12/2 7:26,2022/12/2 7:35,0
DT716D,1,4,2,2022/12/2 6:48,2022/12/2 6:45,869,2022/12/2 7:08,2022/12/2 7:38,2022/12/2 6:49,2022/12/2 6:58,2022/12/2 7:07,0
CF419Q,1,4,2,2022/12/2 6:49,2022/12/2 6:47,65032,2022/12/2 7:05,2022/12/2 7:35,2022/12/2 7:03,2022/12/2 7:11,2022/12/2 7:16,0
MF264K,1,4,2,2022/12/2 6:49,2022/12/2 6:48,3001,2022/12/2 7:26,2022/12/2 7:56,2022/12/2 7:07,2022/12/2 7:19,2022/12/2 7:41,0
YW506D,1,4,2,2022/12/2 6:54,2022/12/2 6:54,20211,2022/12/2 7:22,2022/12/2 7:52,2022/12/2 6:58,2022/12/2 7:15,2022/12/2 7:21,0
