user_id,discount_price,discount_code
5220040000000000,102,DELI-HALF-AJ016L
5078650000000000,207,DELI-HALF-SN876Z
6272390000000000,1073,DELI-HALF-KY816S
6508280000000000,1089,DELI-HALF-KP217K
5674460000000000,616,DELI-HALF-PB067M
5074520000000000,237,DELI-HALF-XR580O
6194270000000000,156,DELI-HALF-NR915R
6308010000000000,159,DELI-HALF-SO387S
4781290000000000,136,DELI-HALF-MF817S
6691180000000000,495,DELI-HALF-ZF540M
5295820000000000,528,DELI-HALF-VJ971V
6584060000000000,240,DELI-HALF-SC109T
6274260000000000,438,DELI-HALF-RQ168Z
6127510000000000,90,DELI-HALF-KQ458V
6045910000000000,128,DELI-HALF-HV432K
5969020000000000,330,DELI-HALF-ZV071H
5649250000000000,302,DELI-HALF-EZ682N
5170870000000000,579,DELI-HALF-ZT506D
5286200000000000,375,DELI-HALF-SQ472N
6364860000000000,153,DELI-HALF-KU756D
5837300000000000,469,DELI-HALF-AD196X
5546380000000000,159,DELI-HALF-KV863T
4968960000000000,1061,DELI-HALF-NS430Z
6268360000000000,142,DELI-HALF-YA487E
4895400000000000,407,DELI-HALF-WS460T
5782890000000000,128,DELI-HALF-UY163Y
6203520000000000,3768,DELI-HALF-QR432W
5914150000000000,121,DELI-HALF-MD736N
5907620000000000,303,DELI-HALF-EK082L
5861770000000000,115,DELI-HALF-SW718A
5148410000000000,251,DELI-HALF-JE638R
4790340000000000,1005,DELI-HALF-EP093V
4758000000000000,320,DELI-HALF-PG256T
5267470000000000,130,DELI-HALF-JX594I
4941940000000000,471,DELI-HALF-OC590K
5221550000000000,289,DELI-HALF-EM970Z
5236690000000000,959,DELI-HALF-TG279A
6281360000000000,141,DELI-HALF-ML953Z
6031560000000000,150,DELI-HALF-LG129F
5954930000000000,99,DELI-HALF-TG618Q
5677460000000000,105,DELI-HALF-JU914S
5971220000000000,186,DELI-HALF-TW051X
5201040000000000,96,DELI-HALF-HG658N
5979840000000000,102,DELI-HALF-NZ425U
4534520000000000,90,DELI-HALF-PZ832X
5311430000000000,198,DELI-HALF-OC529Y
5662150000000000,186,DELI-HALF-AF978Q
5974650000000000,354,DELI-HALF-CH276S
4807130000000000,90,DELI-HALF-XE736W
5678400000000000,156,DELI-HALF-HQ810X
5416480000000000,75,DELI-HALF-IX782N
5855910000000000,159,DELI-HALF-PJ740H
5349220000000000,66,DELI-HALF-TX631X
5614490000000000,150,DELI-HALF-YE480G
6091790000000000,114,DELI-HALF-BR847Z
5685650000000000,81,DELI-HALF-RD583K
5884700000000000,115,DELI-HALF-FZ269M
5280080000000000,396,DELI-HALF-ZG275H
5266240000000000,678,DELI-HALF-MA560V
5506000000000000,355,DELI-HALF-FH136M
5178030000000000,582,DELI-HALF-PA264Z
6407300000000000,252,DELI-HALF-FO183B
5364000000000000,437,DELI-HALF-SB159L
5464430000000000,148,DELI-HALF-UP713B
6574080000000000,144,DELI-HALF-CF678C
5632260000000000,620,DELI-HALF-AZ034E
5678400000000000,190,DELI-HALF-NS380T
5762860000000000,148,DELI-HALF-TB021N
5413800000000000,716,DELI-HALF-DU753Q
5208520000000000,414,DELI-HALF-QT059C
4651240000000000,198,DELI-HALF-TQ916F
4769000000000000,136,DELI-HALF-KW815M
6248910000000000,174,DELI-HALF-KW984L
5640750000000000,513,DELI-HALF-FA304I
6052940000000000,142,DELI-HALF-EG194Y
4790340000000000,93,DELI-HALF-PN187D
5871640000000000,145,DELI-HALF-YW349W
6739240000000000,468,DELI-HALF-KR246N
5574680000000000,96,DELI-HALF-NA108B
4761420000000000,204,DELI-HALF-LW506J
5497250000000000,834,DELI-HALF-QZ192T
6312830000000000,153,DELI-HALF-WC486C
5982490000000000,628,DELI-HALF-NU165L
4565910000000000,142,DELI-HALF-XI603D
6458910000000000,117,DELI-HALF-XV895O
6025640000000000,292,DELI-HALF-RF543H
5872770000000000,424,DELI-HALF-WB025V
5899810000000000,164,DELI-HALF-QT351V
6118300000000000,444,DELI-HALF-XG713W
4798520000000000,158,DELI-HALF-DH967S
5312770000000000,159,DELI-HALF-RA526Z
5954780000000000,93,DELI-HALF-DQ586D
6307250000000000,325,DELI-HALF-CA081W
6572350000000000,963,DELI-HALF-CN263O
6674830000000000,295,DELI-HALF-MY801J
6294460000000000,159,DELI-HALF-VN768X
6517430000000000,264,DELI-HALF-YO249F
4682350000000000,328,DELI-HALF-TU402E
6130000000000000,212,DELI-HALF-TD156Q
4959240000000000,249,DELI-HALF-RH039S
4925160000000000,90,DELI-HALF-ZI352V
6622320000000000,150,DELI-HALF-XR234N
5453910000000000,52,DELI-HALF-AB168G
5585560000000000,111,DELI-HALF-KI349G
5397100000000000,128,DELI-HALF-MU905I
4603420000000000,145,DELI-HALF-ZO584D
5508790000000000,70,DELI-HALF-HA203Z
5873580000000000,489,DELI-HALF-PX159U
5536820000000000,446,DELI-HALF-VH687I
6030090000000000,419,DELI-HALF-RC178X
4690580000000000,342,DELI-HALF-RD386J
6659660000000000,179,DELI-HALF-XT567Q
4810060000000000,75,DELI-HALF-WY542N
4591050000000000,81,DELI-HALF-MN802O
5787490000000000,390,DELI-HALF-ZC501H
5762020000000000,306,DELI-HALF-AX769C
5984190000000000,156,DELI-HALF-PU681S
6137690000000000,680,DELI-HALF-MN395L
4995030000000000,324,DELI-HALF-GZ745L
6199060000000000,142,DELI-HALF-VD437G
6601570000000000,549,DELI-HALF-JQ401O
6267040000000000,58,DELI-HALF-SW714S
5824460000000000,416,DELI-HALF-AC937H
6052940000000000,156,DELI-HALF-AJ830A
6609940000000000,430,DELI-HALF-GH106B
4913510000000000,148,DELI-HALF-QR713Z
5241940000000000,605,DELI-HALF-VX432Z
6593930000000000,219,DELI-HALF-UK826I
6477770000000000,162,DELI-HALF-XZ370A
6069030000000000,128,DELI-HALF-JL419D
5119550000000000,516,DELI-HALF-TX579K
6338800000000000,82,DELI-HALF-BC894M
5079920000000000,76,DELI-HALF-YZ572W
6626480000000000,162,DELI-HALF-MV413T
6125300000000000,1392,DELI-HALF-GE841D
6250040000000000,311,DELI-HALF-TQ720N
4746010000000000,708,DELI-HALF-PT216Y
6339830000000000,470,DELI-HALF-JB597G
4906280000000000,136,DELI-HALF-XL403N
5120160000000000,52,DELI-HALF-UE395H
6109580000000000,302,DELI-HALF-CK741K
6116090000000000,975,DELI-HALF-BS213K
5741710000000000,113,DELI-HALF-AC358D
4841280000000000,432,DELI-HALF-WF487P
5025440000000000,139,DELI-HALF-GQ924G
5861770000000000,310,DELI-HALF-WQ793E
6107960000000000,300,DELI-HALF-ER831W
4798600000000000,150,DELI-HALF-EZ081H
4774120000000000,255,DELI-HALF-GQ275X
6291820000000000,173,DELI-HALF-VB816W
5577440000000000,496,DELI-HALF-TC593I
5081590000000000,118,DELI-HALF-MS698M
5912000000000000,417,DELI-HALF-ZS052X
5088180000000000,255,DELI-HALF-EQ578Z
5520730000000000,219,DELI-HALF-AW280S
5270280000000000,383,DELI-HALF-RU104F
6556810000000000,104,DELI-HALF-XR032H
4753760000000000,156,DELI-HALF-JE271H
4897120000000000,219,DELI-HALF-WT083E
6138000000000000,499,DELI-HALF-WU596Q
4873560000000000,149,DELI-HALF-QL709F
5774550000000000,159,DELI-HALF-IY817V
5473230000000000,201,DELI-HALF-XC561D
4540240000000000,360,DELI-HALF-AG038Y
4978360000000000,114,DELI-HALF-ZR308N
4948530000000000,387,DELI-HALF-YZ379V
4931360000000000,615,DELI-HALF-LP569V
6439610000000000,159,DELI-HALF-CG308L
6178320000000000,280,DELI-HALF-TL480J
4854360000000000,291,DELI-HALF-PZ208N
5986340000000000,440,DELI-HALF-ZP609X
6161240000000000,119,DELI-HALF-OV758O
4547920000000000,525,DELI-HALF-UJ536M
6009510000000000,255,DELI-HALF-ZC524M
5996740000000000,278,DELI-HALF-UQ436B
4808030000000000,128,DELI-HALF-ZM670Y
5995600000000000,647,DELI-HALF-AI891N
6567470000000000,258,DELI-HALF-KM382S
5779130000000000,150,DELI-HALF-WZ986F
5179030000000000,76,DELI-HALF-CD375N
5581810000000000,231,DELI-HALF-UM139Q
5123090000000000,469,DELI-HALF-IS518P
5635860000000000,150,DELI-HALF-QR157O
5843810000000000,145,DELI-HALF-AT201P
6621510000000000,700,DELI-HALF-MV063I
6254590000000000,405,DELI-HALF-XB502A
5793440000000000,279,DELI-HALF-GX183T
4591760000000000,450,DELI-HALF-AG362Z
5099560000000000,428,DELI-HALF-YD850U
5958330000000000,660,DELI-HALF-UO928E
5823910000000000,142,DELI-HALF-WA175R
