order_id	order_no	user_id	shop_id	cart_item_list	item_total_price	tax_rate	sales_tax	user_coupon_id	discount_code	discount_price	total_price	time_type	order_state	receive_type	order_date	receive_date	approve_date	finish_date	created_at	updated_at	driver_id	delivery_charge	original_item_total_price	delivery_date	latest_delivery_date	accept_date	pickup_date	arrive_date	pass_date	item_discount_price	shop_delivery_area_id	user_delivery_area_id	local_area_flag
3996683	SZ425G	6.23779E+15	81221		1280	1.08	0			0	0	1	4	2	2021/9/28 0:44	2021/9/28 1:02	2021/9/28 0:46	2021/9/28 0:51	2021/9/28 0:44	2021/9/28 0:51	7025	600	1280	2021/9/28 1:17	2021/9/28 1:47	2021/9/28 0:51	2021/9/28 1:07		2021/9/28 1:17	0	3	22	0
3996684	JS829M	5.90986E+15	41445		2422	1.08	0	15539471	DELI-30923newuser0001000	1000	0	1	4	2	2021/9/28 0:47	2021/9/28 1:00	2021/9/28 0:49	2021/9/28 0:58	2021/9/28 0:47	2021/9/28 0:58	54411	600	2422	2021/9/28 1:15	2021/9/28 1:45	2021/9/28 0:52	2021/9/28 1:14		2021/9/28 1:24	121	40	10	0
3996685	OB472G	4.59419E+15	71259		1030	1.08	0			0	0	1	4	2	2021/9/28 0:48	2021/9/28 1:11	2021/9/28 0:49	2021/9/28 1:05	2021/9/28 0:48	2021/9/28 1:05	10790	550	1030	2021/9/28 1:26	2021/9/28 1:56	2021/9/28 1:02	2021/9/28 1:08		2021/9/28 1:19	0	6	1	0
3996686	OL765T	4.77057E+15	19427		1170	1.08	0			0	0	1	4	2	2021/9/28 0:58	2021/9/28 1:06	2021/9/28 0:58	2021/9/28 0:58	2021/9/28 0:58	2021/9/28 0:58	5216	600	1170	2021/9/28 1:21	2021/9/28 1:51	2021/9/28 0:59	2021/9/28 1:15		2021/9/28 1:25	0	3	1	0
3996687	JA165W	6.53907E+15	75066		1880	1.08	0	13220509	DELI-HALF-QO069D	400	0	1	4	2	2021/9/28 1:00	2021/9/28 1:18	2021/9/28 1:00	2021/9/28 1:07	2021/9/28 1:00	2021/9/28 1:07	8723	550	1880	2021/9/28 1:33	2021/9/28 2:03	2021/9/28 1:08	2021/9/28 1:20		2021/9/28 1:32	94	7	5	0
3996688	KM834G	4.69485E+15	44072		1300	1.08	0			0	0	1	4	2	2021/9/28 1:04	2021/9/28 1:17	2021/9/28 1:05	2021/9/28 1:18	2021/9/28 1:04	2021/9/28 1:18	28258	600	1300	2021/9/28 1:32	2021/9/28 2:02	2021/9/28 1:08	2021/9/28 1:18		2021/9/28 1:31	0	3	1	0
3996689	HV342I	4.84882E+15	44072		1300	1.08	0			0	0	1	4	2	2021/9/28 1:05	2021/9/28 1:18	2021/9/28 1:06	2021/9/28 1:15	2021/9/28 1:05	2021/9/28 1:15	5606	500	1300	2021/9/28 1:28	2021/9/28 1:58	2021/9/28 1:09	2021/9/28 1:15		2021/9/28 1:25	0	3	24	0
3996690	FY495Z	6.66193E+15	74976		1790	1.08	0	13865833	DELI-30923magazine001000	1000	0	1	4	2	2021/9/28 1:11	2021/9/28 1:29	2021/9/28 1:11	2021/9/28 1:27	2021/9/28 1:11	2021/9/28 1:27	23820	700	1790	2021/9/28 1:49	2021/9/28 2:19	2021/9/28 1:20	2021/9/28 1:29		2021/9/28 1:42	89	24	23	0
3996691	ZW056I	5.22538E+15	44072		1500	1.08	0	6566357	DELI-invite_BJ417M	1000	0	1	4	2	2021/9/28 1:13	2021/9/28 1:26	2021/9/28 1:13	2021/9/28 1:23	2021/9/28 1:13	2021/9/28 1:23	23191	600	1500	2021/9/28 1:41	2021/9/28 2:11	2021/9/28 1:17	2021/9/28 1:23		2021/9/28 1:35	75	3	1	0
3996692	EY489D	4.91208E+15	78077		1750	1.08	0	13116374	DELI-tpg-9dp1ab	1250	0	1	4	2	2021/9/28 1:18	2021/9/28 1:31	2021/9/28 1:19	2021/9/28 1:25	2021/9/28 1:18	2021/9/28 1:25	9358	550	1750	2021/9/28 1:46	2021/9/28 2:16	2021/9/28 1:22	2021/9/28 1:28		2021/9/28 1:37	0	23	23	0
3996693	KW756K	6.10502E+15	45308		1700	1.08	0	13154055	DELI-invite_OX908F	1000	0	1	4	2	2021/9/28 1:25	2021/9/28 1:35	2021/9/28 1:25	2021/9/28 1:33	2021/9/28 1:25	2021/9/28 1:33	27590	500	1700	2021/9/28 1:45	2021/9/28 2:15	2021/9/28 1:26	2021/9/28 1:45		2021/9/28 1:53	85	3	3	0
3996694	ZG681B	5.67571E+15	40880		1410	1.08	0			0	0	1	4	2	2021/9/28 1:25	2021/9/28 1:33	2021/9/28 1:26	2021/9/28 1:27	2021/9/28 1:25	2021/9/28 1:27	5216	550	1410	2021/9/28 1:48	2021/9/28 2:18	2021/9/28 1:27	2021/9/28 1:35		2021/9/28 1:47	0	3	23	0
3996695	PL764Y	6.57796E+15	44075		1750	1.08	0			0	0	1	3	2	2021/9/28 1:29	2021/9/28 1:42			2021/9/28 1:29	2021/9/28 1:29	0	500	1750	2021/9/28 1:52	2021/9/28 2:22					0	7	7	0
3996696	VC892P	6.28595E+15	40880		1670	1.08	0	13248279	DELI-FES-BN497B	200	0	1	4	2	2021/9/28 1:36	2021/9/28 1:44	2021/9/28 1:38	2021/9/28 1:44	2021/9/28 1:36	2021/9/28 1:44	23408	600	1670	2021/9/28 1:59	2021/9/28 2:29	2021/9/28 1:39	2021/9/28 1:48		2021/9/28 1:57	83	3	22	0
3996697	UT498C	5.54437E+15	42338		870	1.08	0			0	0	1	4	1	2021/9/28 1:40	2021/9/28 1:53	2021/9/28 1:41	2021/9/28 1:56	2021/9/28 1:40	2021/9/28 1:56										0			0
3996698	CF091F	4.66272E+15	45125		1510	1.08	0	13252900	DELI-HALF-LF437A	200	0	1	4	2	2021/9/28 1:48	2021/9/28 2:01	2021/9/28 1:48	2021/9/28 1:58	2021/9/28 1:48	2021/9/28 1:58	10238	700	1510	2021/9/28 2:21	2021/9/28 2:51	2021/9/28 1:52	2021/9/28 2:05		2021/9/28 2:19	75	2	3	0
3996699	JO086S	6.24568E+15	71378		6150	1.08	0			0	0	1	4	2	2021/9/28 1:51	2021/9/28 2:09	2021/9/28 1:53	2021/9/28 2:17	2021/9/28 1:51	2021/9/28 2:17	5216	550	6150	2021/9/28 2:24	2021/9/28 2:54	2021/9/28 2:00	2021/9/28 2:17		2021/9/28 2:33	0	23	23	0
3996700	VM462Z	5.58186E+15	35528		1970	1.08	0			0	0	1	4	2	2021/9/28 1:54	2021/9/28 2:02	2021/9/28 1:55	2021/9/28 1:59	2021/9/28 1:54	2021/9/28 1:59	3667	500	1970	2021/9/28 2:12	2021/9/28 2:42	2021/9/28 1:56	2021/9/28 2:09		2021/9/28 2:17	98	5	5	0
3996701	VP650H	6.55998E+15	40878		2020	1.08	0			0	0	1	5	2	2021/9/28 2:01	2021/9/28 2:09			2021/9/28 2:01	2021/9/28 2:04	0	600	2020	2021/9/28 2:24	2021/9/28 2:54					0	1	10	0
3996702	VG609T	4.87534E+15	36479		7910	1.08	0			0	0	1	4	2	2021/9/28 2:01	2021/9/28 2:19	2021/9/28 2:03	2021/9/28 2:25	2021/9/28 2:01	2021/9/28 2:25	28258	600	7910	2021/9/28 2:34	2021/9/28 3:04	2021/9/28 2:10	2021/9/28 2:25		2021/9/28 2:40	0	3	22	0
3996703	VU281R	6.55998E+15	40880		1280	1.08	0			0	0	1	4	2	2021/9/28 2:05	2021/9/28 2:13	2021/9/28 2:08	2021/9/28 2:08	2021/9/28 2:05	2021/10/1 13:08	38329	650	1280	2021/9/28 2:33	2021/9/28 3:03	2021/9/28 2:08	2021/9/28 2:15		2021/9/28 2:27	0	3	10	0
3996704	NI378A	6.20466E+15	24757		3900	1.08	0			0	0	1	6	2	2021/9/28 2:06	2021/9/28 2:24			2021/9/28 2:06	2021/9/28 2:12	0	700	3900	2021/9/28 2:44	2021/9/28 3:14					195	2	22	0
3996705	AS576V	4.83466E+15	54218		2430	1.08	0			0	0	1	4	2	2021/9/28 2:29	2021/9/28 2:47	2021/9/28 2:29	2021/9/28 2:44	2021/9/28 2:29	2021/9/28 2:44	5216	500	2430	2021/9/28 2:57	2021/9/28 3:27	2021/9/28 2:38	2021/9/28 2:45		2021/9/28 2:55	0	23	23	0
3996706	SX168M	6.20466E+15	41473		6172	1.08	0			0	0	1	4	2	2021/9/28 2:42	2021/9/28 2:55	2021/9/28 2:43	2021/9/28 2:58	2021/9/28 2:42	2021/9/28 2:58	27590	550	6172	2021/9/28 3:10	2021/9/28 3:40	2021/9/28 2:46	2021/9/28 3:00		2021/9/28 3:10	308	3	22	0
3996707	YN305O	4.82092E+15	79697		1555	1.08	0	16646026	DELI-PRAD3875	1200	0	1	4	2	2021/9/28 2:43	2021/9/28 3:06	2021/9/28 2:45	2021/9/28 3:05	2021/9/28 2:43	2021/9/28 3:05	23718	550	1555	2021/9/28 3:21	2021/9/28 3:51	2021/9/28 2:57	2021/9/28 3:05		2021/9/28 3:12	77	17	13	0
3996708	JP962L	5.88379E+15	9320		2180	1.08	0	6655430	DELI-30901menupass000500	500	0	1	4	2	2021/9/28 2:52	2021/9/28 3:10	2021/9/28 2:53	2021/9/28 3:19	2021/9/28 2:52	2021/9/28 3:19	12490	550	2180	2021/9/28 3:25	2021/9/28 3:55	2021/9/28 3:02	2021/9/28 3:21		2021/9/28 3:31	109	2	2	0
3996709	OB329O	4.69418E+15	43839		3266	1.08	0	9852564	DELI-invite_KS798Y	1000	0	1	4	2	2021/9/28 3:00	2021/9/28 3:18	2021/9/28 3:00	2021/9/28 3:06	2021/9/28 3:00	2021/9/28 3:06	7025	650	3266	2021/9/28 3:38	2021/9/28 4:08	2021/9/28 3:07	2021/9/28 3:20		2021/9/28 3:29	163	23	3	0
3996710	ZI957N	5.63821E+15	2170		1500	1.08	0	16530278	DELI-HALF-KF526K	300	0	1	4	2	2021/9/28 3:14	2021/9/28 3:27	2021/9/28 3:18	2021/9/28 3:27	2021/9/28 3:14	2021/9/28 3:27	28258	500	1500	2021/9/28 3:37	2021/9/28 4:07	2021/9/28 3:19	2021/9/28 3:27		2021/9/28 3:33	75	3	3	0
3996711	RN617H	6.62946E+15	41473		1720	1.08	0	13219873	DELI-HALF-RF827U	300	0	1	4	2	2021/9/28 3:32	2021/9/28 3:45	2021/9/28 3:32	2021/9/28 3:38	2021/9/28 3:32	2021/9/28 3:38	5216	600	1720	2021/9/28 4:00	2021/9/28 4:30	2021/9/28 3:36	2021/9/28 3:47		2021/9/28 3:56	86	3	23	0
3996712	AY523N	5.84469E+15	41473		3560	1.08	0	15463149	DELI-30923newuser0001000	1000	0	1	4	2	2021/9/28 3:41	2021/9/28 3:54	2021/9/28 3:42	2021/9/28 3:56	2021/9/28 3:41	2021/9/28 3:56	28258	750	3560	2021/9/28 4:19	2021/9/28 4:49	2021/9/28 3:45	2021/9/28 3:56		2021/9/28 4:12	0	3	2	0
3996713	IX043G	4.57959E+15	35528		2060	1.08	0	13295196	DELI-30923magazine001000	1000	0	1	4	2	2021/9/28 3:49	2021/9/28 3:57	2021/9/28 3:50	2021/9/28 3:56	2021/9/28 3:49	2021/9/28 3:56	0	650	2060	2021/9/28 4:17	2021/9/28 4:47					0	5	7	0
3996714	HW691F	4.9725E+15	35528		1110	1.08	0			0	0	1	4	2	2021/9/28 3:59	2021/9/28 4:07	2021/9/28 4:00	2021/9/28 4:10	2021/9/28 3:59	2021/9/28 4:10	0	750	1110	2021/9/28 4:32	2021/9/28 5:02					0	5	1	0
3996715	FD641K	4.92328E+15	35528		2080	1.08	0			0	0	1	4	2	2021/9/28 4:02	2021/9/28 4:10	2021/9/28 4:03	2021/9/28 4:10	2021/9/28 4:02	2021/9/28 4:10	0	600	2080	2021/9/28 4:25	2021/9/28 4:55					104	5	7	0
3996716	VT620H	5.95668E+15	44072		1850	1.08	0			0	0	1	4	2	2021/9/28 4:10	2021/9/28 4:23	2021/9/28 4:10	2021/9/28 4:25	2021/9/28 4:10	2021/9/28 4:25	1240	500	1850	2021/9/28 4:33	2021/9/28 5:03	2021/9/28 4:14	2021/9/28 4:48		2021/9/28 4:58	92	3	24	0
3996717	KL902L	4.9725E+15	40877		1110	1.08	0	16689482	sorry-00001	500	0	1	6	2	2021/9/28 4:38	2021/9/28 4:46			2021/9/28 4:38	2021/9/28 4:44	0	500	1110	2021/9/28 4:56	2021/9/28 5:26					0	3	1	0
3996718	SM046M	4.57959E+15	35528		2260	1.08	0	13295196	DELI-30923magazine001000	1000	0	1	4	2	2021/9/28 4:45	2021/9/28 4:53	2021/9/28 4:46	2021/9/28 4:52	2021/9/28 4:45	2021/9/28 4:52	0	650	2260	2021/9/28 5:13	2021/9/28 5:43					0	5	7	0
3996719	CE706X	5.92945E+15	75263		1980	1.08	0			0	0	1	4	2	2021/9/28 5:07	2021/9/28 5:25	2021/9/28 5:07	2021/9/28 5:28	2021/9/28 5:07	2021/9/28 5:28	17929	500	1980	2021/9/28 5:35	2021/9/28 6:05	2021/9/28 5:17	2021/9/28 5:39		2021/9/28 5:44	99	3	3	0
3996720	OV519M	5.20192E+15	47429		2740	1.08	0			0	0	1	4	2	2021/9/28 5:11	2021/9/28 5:24	2021/9/28 5:11	2021/9/28 5:41	2021/9/28 5:11	2021/9/28 5:41	1240	550	2740	2021/9/28 5:39	2021/9/28 6:09	2021/9/28 5:14	2021/9/28 5:41		2021/9/28 5:53	0	3	10	0
3996721	KI650I	4.96526E+15	75263		2020	1.08	0			0	0	1	4	2	2021/9/28 5:14	2021/9/28 5:32	2021/9/28 5:15	2021/9/28 5:47	2021/9/28 5:14	2021/9/28 5:47	7025	500	2020	2021/9/28 5:42	2021/9/28 6:12	2021/9/28 5:24	2021/9/28 5:48		2021/9/28 5:54	0	3	24	0
3996722	JU570P	4.57959E+15	35528		2260	1.08	0	13295196	DELI-30923magazine001000	1000	0	1	4	2	2021/9/28 5:34	2021/9/28 5:42	2021/9/28 5:37	2021/9/28 5:40	2021/9/28 5:34	2021/9/28 5:40	0	650	2260	2021/9/28 6:02	2021/9/28 6:32					0	5	7	0
3996723	KV429D	5.92896E+15	2268		1290	1.08	0			0	0	1	4	2	2021/9/28 6:05	2021/9/28 6:23	2021/9/28 6:08	2021/9/28 6:23	2021/9/28 6:05	2021/9/28 6:23	7025	500	1290	2021/9/28 6:33	2021/9/28 7:03	2021/9/28 6:14	2021/9/28 6:23		2021/9/28 6:28	0	24	24	0
3996724	HP760V	6.46733E+15	19427		1090	1.08	0			0	0	1	4	2	2021/9/28 6:07	2021/9/28 6:15	2021/9/28 6:08	2021/9/28 6:08	2021/9/28 6:07	2021/9/28 6:08	1240	550	1090	2021/9/28 6:30	2021/9/28 7:00	2021/9/28 6:09	2021/9/28 6:18		2021/9/28 6:29	0	3	3	0
3996725	BT637G	4.90687E+15	40880		1360	1.08	0			0	0	1	5	2	2021/9/28 6:08	2021/9/28 6:16			2021/9/28 6:08	2021/9/28 6:10	0	600	1360	2021/9/28 6:31	2021/9/28 7:01					0	3	24	0
3996726	ZH238H	4.90687E+15	55861		880	1.08	0			0	0	1	5	2	2021/9/28 6:13	2021/9/28 6:31			2021/9/28 6:13	2021/9/28 6:14	0	550	880	2021/9/28 6:46	2021/9/28 7:16					0	10	24	0
3996727	KR531F	5.64825E+15	2170		1550	1.08	0	16620584	DELI-invite_PN302P	1000	0	1	4	2	2021/9/28 6:54	2021/9/28 7:07	2021/9/28 6:54	2021/9/28 6:58	2021/9/28 6:54	2021/9/28 6:58	1240	550	1550	2021/9/28 7:22	2021/9/28 7:52	2021/9/28 6:59	2021/9/28 7:13		2021/9/28 7:24	77	3	3	0
3996728	OA128M	5.35496E+15	28224		940	1.08	0			0	0	1	4	2	2021/9/28 7:03	2021/9/28 7:11	2021/9/28 7:03	2021/9/28 7:09	2021/9/28 7:03	2021/9/28 7:09	26976	500	940	2021/9/28 7:21	2021/9/28 7:51	2021/9/28 7:05	2021/9/28 7:15		2021/9/28 7:31	0	6	7	0
3996729	QH369H	5.44087E+15	55892		1900	1.08	0	13255776	DELI-HALF-DH546J	400	0	1	4	2	2021/9/28 7:32	2021/9/28 7:50	2021/9/28 7:32	2021/9/28 7:33	2021/9/28 7:32	2021/9/28 7:33	41717	400	1900	2021/9/28 8:05	2021/9/28 8:35	2021/9/28 7:33	2021/9/28 7:42		2021/9/28 7:54	0	102	41	0
3996730	WK761R	5.42029E+15	67163		244	1.08	0			0	0	1	4	1	2021/9/28 7:34	2021/9/28 7:47	2021/9/28 7:37	2021/9/28 11:39	2021/9/28 7:34	2021/9/28 11:39										0			0
3996731	UC175B	6.08235E+15	67166		398	1.08	0			0	0	1	4	1	2021/9/28 7:34	2021/9/28 7:47	2021/9/28 7:36	2021/9/28 11:36	2021/9/28 7:34	2021/9/28 11:36										0			0
3996732	SJ394T	4.6098E+15	67166		498	1.08	0			0	0	1	4	1	2021/9/28 7:35	2021/9/28 7:48	2021/9/28 7:37	2021/9/28 11:36	2021/9/28 7:35	2021/9/28 11:36										0			0
3996733	VP739Q	5.86407E+15	67165		450	1.08	0			0	0	1	4	1	2021/9/28 7:35	2021/9/28 7:48	2021/9/28 7:35	2021/9/28 10:08	2021/9/28 7:35	2021/9/28 10:08										0			0
3996734	EM943T	6.16948E+15	67166		461	1.08	0			0	0	1	4	1	2021/9/28 7:35	2021/9/28 7:48	2021/9/28 7:37	2021/9/28 11:36	2021/9/28 7:35	2021/9/28 11:36										0			0
3996735	KS734I	5.03563E+15	67166		421	1.08	0			0	0	1	4	1	2021/9/28 7:37	2021/9/28 7:50	2021/9/28 7:38	2021/9/28 11:35	2021/9/28 7:37	2021/9/28 11:35										0			0
3996736	TS208K	6.37672E+15	67166		408	1.08	0			0	0	1	4	1	2021/9/28 7:38	2021/9/28 7:51	2021/9/28 7:39	2021/9/28 11:35	2021/9/28 7:38	2021/9/28 11:35										0			0
3996737	NS745C	5.72906E+15	67166		560	1.08	0			0	0	1	4	1	2021/9/28 7:38	2021/9/28 7:51	2021/9/28 7:40	2021/9/28 11:35	2021/9/28 7:38	2021/9/28 11:35										0			0
3996738	PX187T	5.72382E+15	67166		658	1.08	0			0	0	1	4	1	2021/9/28 7:39	2021/9/28 7:52	2021/9/28 7:40	2021/9/28 11:35	2021/9/28 7:39	2021/9/28 11:35										0			0
3996739	HV643O	6.46054E+15	67166		370	1.08	0			0	0	1	4	1	2021/9/28 7:39	2021/9/28 7:52	2021/9/28 7:40	2021/9/28 11:35	2021/9/28 7:39	2021/9/28 11:35										0			0
3996740	NO591O	4.84543E+15	67165		550	1.08	0			0	0	1	4	1	2021/9/28 7:42	2021/9/28 7:55	2021/9/28 7:43	2021/9/28 10:08	2021/9/28 7:42	2021/9/28 10:08										0			0
3996741	XP240Z	5.30969E+15	67165		347	1.08	0			0	0	1	4	1	2021/9/28 7:43	2021/9/28 7:56	2021/9/28 7:44	2021/9/28 10:08	2021/9/28 7:43	2021/9/28 10:08										0			0
3996742	ZF532U	6.15512E+15	2506		1298	1.08	0			0	0	1	4	2	2021/9/28 7:47	2021/9/28 8:00	2021/9/28 7:50	2021/9/28 7:50	2021/9/28 7:47	2021/9/28 7:50	35316	750	1298	2021/9/28 8:25	2021/9/28 8:55	2021/9/28 7:52	2021/9/28 8:15		2021/9/28 8:35	0	42	3	0
3996743	UT956R	5.71572E+15	67166		378	1.08	0			0	0	1	4	1	2021/9/28 7:47	2021/9/28 8:00	2021/9/28 7:48	2021/9/28 11:35	2021/9/28 7:47	2021/9/28 11:35										0			0
3996744	AS965G	4.71945E+15	75263		1500	1.08	0			0	0	1	4	2	2021/9/28 7:47	2021/9/28 8:05	2021/9/28 7:48	2021/9/28 7:54	2021/9/28 7:47	2021/9/28 7:54	7025	700	1500	2021/9/28 8:25	2021/9/28 8:55	2021/9/28 7:55	2021/9/28 8:14		2021/9/28 8:28	0	3	1	0
3996745	YG840G	5.81882E+15	67166		486	1.08	0			0	0	1	4	1	2021/9/28 7:48	2021/9/28 8:01	2021/9/28 7:50	2021/9/28 11:35	2021/9/28 7:49	2021/9/28 11:35										0			0
3996746	EQ560J	5.9344E+15	67166		330	1.08	0			0	0	1	4	1	2021/9/28 7:49	2021/9/28 8:02	2021/9/28 7:50	2021/9/28 11:34	2021/9/28 7:49	2021/9/28 11:34										0			0
3996747	HS834U	5.91511E+15	67163		294	1.08	0			0	0	1	4	1	2021/9/28 7:56	2021/9/28 8:09	2021/9/28 7:57	2021/9/28 11:39	2021/9/28 7:56	2021/9/28 11:39										0			0
3996748	EB823J	5.72356E+15	67166		580	1.08	0			0	0	1	4	1	2021/9/28 7:56	2021/9/28 8:09	2021/9/28 7:57	2021/9/28 11:34	2021/9/28 7:56	2021/9/28 11:34										0			0
3996749	PJ794T	4.9023E+15	67166		521	1.08	0			0	0	1	4	1	2021/9/28 7:57	2021/9/28 8:10	2021/9/28 7:57	2021/9/28 11:34	2021/9/28 7:57	2021/9/28 11:34										0			0
3996750	YE413U	5.36227E+15	67165		486	1.08	0			0	0	1	4	1	2021/9/28 7:58	2021/9/28 8:11	2021/9/28 7:59	2021/9/28 10:08	2021/9/28 7:58	2021/9/28 10:08										0			0
3996751	QW871V	5.52105E+15	67163		460	1.08	0			0	0	1	3	1	2021/9/28 8:00	2021/9/28 8:13			2021/9/28 8:00	2021/9/28 8:02										0			0
3996752	IV794C	5.44313E+15	67166		618	1.08	0			0	0	1	4	1	2021/9/28 8:00	2021/9/28 8:13	2021/9/28 8:02	2021/9/28 11:34	2021/9/28 8:00	2021/9/28 11:34										0			0
3996753	TS351X	5.54516E+15	67166		450	1.08	0			0	0	1	4	1	2021/9/28 8:01	2021/9/28 8:14	2021/9/28 8:03	2021/9/28 11:34	2021/9/28 8:01	2021/9/28 11:34										0			0
3996754	LH109I	4.82407E+15	67166		258	1.08	0			0	0	1	4	1	2021/9/28 8:02	2021/9/28 8:15	2021/9/28 8:03	2021/9/28 11:34	2021/9/28 8:02	2021/9/28 11:34										0			0
3996755	AX201E	5.47635E+15	2283		1990	1.08	0	16663898	DELI-30927newuser0001000	1000	0	1	4	2	2021/9/28 8:05	2021/9/28 8:23	2021/9/28 8:07	2021/9/28 8:11	2021/9/28 8:05	2021/9/28 8:11	27805	500	1990	2021/9/28 8:33	2021/9/28 9:03	2021/9/28 8:12	2021/9/28 8:26		2021/9/28 8:33	0	36	36	0
3996756	AQ956D	6.2775E+15	67166		568	1.08	0			0	0	1	4	1	2021/9/28 8:07	2021/9/28 8:20	2021/9/28 8:08	2021/9/28 11:34	2021/9/28 8:07	2021/9/28 11:34										0			0
3996757	FS674T	5.64203E+15	67166		460	1.08	0			0	0	1	4	1	2021/9/28 8:07	2021/9/28 8:20	2021/9/28 8:08	2021/9/28 11:34	2021/9/28 8:07	2021/9/28 11:34										0			0
3996758	EY798W	6.14901E+15	67165		440	1.08	0			0	0	1	4	1	2021/9/28 8:07	2021/9/28 8:20	2021/9/28 8:08	2021/9/28 10:08	2021/9/28 8:07	2021/9/28 10:08										0			0
3996759	MV306R	4.90621E+15	82992		1730	1.08	0	13246327	DELI-FES-XD926C	300	0	1	4	2	2021/9/28 8:18	2021/9/28 8:46	2021/9/28 8:18	2021/9/28 8:43	2021/9/28 8:18	2021/9/28 8:43	35316	650	1730	2021/9/28 9:06	2021/9/28 9:36	2021/9/28 8:37	2021/9/28 8:43		2021/9/28 8:54	86	10	3	0
3996760	NH687A	5.99498E+15	67166		596	1.08	0			0	0	1	4	1	2021/9/28 8:19	2021/9/28 8:32	2021/9/28 8:23	2021/9/28 11:34	2021/9/28 8:19	2021/9/28 11:34										0			0
