order_id	order_no	user_id	shop_id	cart_item_list	item_total_price	tax_rate	sales_tax	user_coupon_id	discount_code	discount_price	total_price	time_type	order_state	receive_type	order_date	receive_date	approve_date	finish_date	created_at	updated_at	driver_id	delivery_charge	original_item_total_price	delivery_date	latest_delivery_date	accept_date	pickup_date	arrive_date	pass_date	item_discount_price	shop_delivery_area_id	user_delivery_area_id	local_area_flag
3983189	FM478T	6.23673E+15	2037		1717	1.08	0			0	0	1	4	2	2021/9/27 0:58	2021/9/27 1:11	2021/9/27 0:59	2021/9/27 1:06	2021/9/27 0:58	2021/9/27 1:06	23408	600	1717	2021/9/27 1:26	2021/9/27 1:56	2021/9/27 1:02	2021/9/27 1:11		2021/9/27 1:23	0	3	22	0
3983190	GI526A	5.12793E+15	41473		1855	1.08	0			0	0	1	4	2	2021/9/27 1:02	2021/9/27 1:15	2021/9/27 1:02	2021/9/27 1:09	2021/9/27 1:02	2021/9/27 1:09	5606	500	1855	2021/9/27 1:25	2021/9/27 1:55	2021/9/27 1:06	2021/9/27 1:11		2021/9/27 1:18	92	3	3	0
3983191	JO320C	6.69991E+15	36479		2970	1.08	0			0	0	1	4	2	2021/9/27 1:03	2021/9/27 1:26	2021/9/27 1:04	2021/9/27 1:09	2021/9/27 1:03	2021/9/27 1:09	7038	500	2970	2021/9/27 1:36	2021/9/27 2:06	2021/9/27 1:11	2021/9/27 1:14		2021/9/27 1:20	148	3	24	0
3983192	TE428E	5.43695E+15	45123		1630	1.08	0	13530376	DELI-30923magazine001000	1000	0	1	4	2	2021/9/27 1:04	2021/9/27 1:17	2021/9/27 1:05	2021/9/27 1:19	2021/9/27 1:04	2021/9/27 1:19	8974	750	1630	2021/9/27 1:42	2021/9/27 2:12	2021/9/27 1:08	2021/9/27 1:19		2021/9/27 1:43	81	4	5	0
3983193	GM697P	6.15516E+15	54739		5078	1.08	0	16539594	DELI-HALF-AT864R	200	0	1	4	2	2021/9/27 1:09	2021/9/27 1:27	2021/9/27 1:10	2021/9/27 1:26	2021/9/27 1:09	2021/9/27 1:26	5606	600	5078	2021/9/27 1:42	2021/9/27 2:12	2021/9/27 1:19	2021/9/27 1:29		2021/9/27 1:39	253	23	3	0
3983194	FQ173M	5.97758E+15	40879		2360	1.08	0			0	0	1	4	2	2021/9/27 1:13	2021/9/27 1:21	2021/9/27 1:14	2021/9/27 1:35	2021/9/27 1:13	2021/9/27 1:35	5216	550	2360	2021/9/27 1:36	2021/9/27 2:06	2021/9/27 1:17	2021/9/27 1:36		2021/9/27 1:45	118	22	23	0
3983195	WR345Q	5.26685E+15	2170		3150	1.08	0			0	0	1	4	2	2021/9/27 1:18	2021/9/27 1:31	2021/9/27 1:19	2021/9/27 1:28	2021/9/27 1:18	2021/9/27 1:28	38329	500	3150	2021/9/27 1:41	2021/9/27 2:11	2021/9/27 1:22	2021/9/27 1:28		2021/9/27 1:34	0	3	3	0
3983196	KD396Y	4.5981E+15	41473		1722	1.08	0	13300351	DELI-30923magazine001000	1000	0	1	4	2	2021/9/27 1:19	2021/9/27 1:32	2021/9/27 1:20	2021/9/27 1:26	2021/9/27 1:19	2021/9/27 1:26	34858	650	1722	2021/9/27 1:52	2021/9/27 2:22	2021/9/27 1:24	2021/9/27 1:31		2021/9/27 1:50	0	3	22	0
3983197	WS391X	4.81095E+15	68642		2480	1.08	0			0	0	1	4	2	2021/9/27 1:22	2021/9/27 1:35	2021/9/27 1:24	2021/9/27 1:42	2021/9/27 1:23	2021/9/27 1:42	10794	500	2480	2021/9/27 1:45	2021/9/27 2:15	2021/9/27 1:28	2021/9/27 1:43		2021/9/27 1:55	124	2	2	0
3983198	AW658M	5.03576E+15	8816		1560	1.08	0	16569703	DELI-invite_JK194V	1000	0	1	4	2	2021/9/27 1:28	2021/9/27 1:41	2021/9/27 1:29	2021/9/27 1:48	2021/9/27 1:28	2021/9/27 1:48	12646	500	1560	2021/9/27 1:51	2021/9/27 2:21	2021/9/27 1:36	2021/9/27 1:49		2021/9/27 1:58	78	7	7	0
3983199	PZ643Y	5.67571E+15	40875		1460	1.08	0			0	0	1	4	2	2021/9/27 1:31	2021/9/27 1:39	2021/9/27 1:34	2021/9/27 1:38	2021/9/27 1:31	2021/9/27 1:38	38329	550	1460	2021/9/27 1:54	2021/9/27 2:24	2021/9/27 1:35	2021/9/27 1:43		2021/9/27 1:59	0	3	23	0
3983200	DM239N	4.73166E+15	71388		1650	1.08	0	16637010	DELI-f3s9idr	1250	0	1	3	2	2021/9/27 1:31	2021/9/27 1:59			2021/9/27 1:31	2021/9/27 1:32	0	750	1650	2021/9/27 2:24	2021/9/27 2:54					0	12	5	0
3983201	NB769E	4.73166E+15	75066		1580	1.08	0	16637010	DELI-f3s9idr	1250	0	1	4	2	2021/9/27 1:36	2021/9/27 1:54	2021/9/27 1:36	2021/9/27 1:36	2021/9/27 1:36	2021/9/27 1:36	12490	650	1580	2021/9/27 2:14	2021/9/27 2:44	2021/9/27 1:40	2021/9/27 2:02		2021/9/27 2:16	0	7	5	0
3983202	PY054S	5.18582E+15	44072		1400	1.08	0			0	0	1	4	2	2021/9/27 1:37	2021/9/27 1:50	2021/9/27 1:38	2021/9/27 1:47	2021/9/27 1:37	2021/9/27 1:47	44277	500	1400	2021/9/27 2:00	2021/9/27 2:30	2021/9/27 1:41	2021/9/27 1:47		2021/9/27 1:51	0	3	3	0
3983203	LK874K	5.81024E+15	35525		1680	1.08	0	16637038	DELI-fbwbrgy	1250	0	1	4	2	2021/9/27 1:45	2021/9/27 1:53	2021/9/27 1:45	2021/9/27 1:46	2021/9/27 1:45	2021/9/27 1:46	10790	550	1680	2021/9/27 2:08	2021/9/27 2:38	2021/9/27 1:46	2021/9/27 2:04		2021/9/27 2:13	84	5	7	0
3983204	WH902N	5.7095E+15	80562		1000	1.08	0			0	0	1	4	2	2021/9/27 1:45	2021/9/27 2:08	2021/9/27 1:47	2021/9/27 2:16	2021/9/27 1:45	2021/9/27 2:16	8974	500	1000	2021/9/27 2:18	2021/9/27 2:48	2021/9/27 1:59	2021/9/27 2:16		2021/9/27 2:24	0	10	10	0
3983205	GE129M	6.31557E+15	44072		1300	1.08	0			0	0	1	4	2	2021/9/27 1:49	2021/9/27 2:02	2021/9/27 1:50	2021/9/27 2:00	2021/9/27 1:49	2021/9/27 2:00	5606	650	1300	2021/9/27 2:22	2021/9/27 2:52	2021/9/27 1:52	2021/9/27 2:00		2021/9/27 2:13	0	3	22	0
3983206	GW350X	4.744E+15	41473		3435	1.08	0	6659083	DELI-30901menupass000500	500	0	1	4	2	2021/9/27 1:53	2021/9/27 2:06	2021/9/27 1:54	2021/9/27 2:07	2021/9/27 1:53	2021/9/27 2:07	23820	500	3435	2021/9/27 2:16	2021/9/27 2:46	2021/9/27 1:57	2021/9/27 2:09		2021/9/27 2:19	0	3	3	0
3983207	CI320A	6.12634E+15	42266		2200	1.08	0	8594613	DELI-invite_KG360H	1000	0	1	3	2	2021/9/27 2:05	2021/9/27 2:23			2021/9/27 2:05	2021/9/27 2:05	0	500	2200	2021/9/27 2:43	2021/9/27 3:13					110	94	23	0
3983208	GP037L	6.55152E+15	19427		1080	1.08	0			0	0	1	4	2	2021/9/27 2:23	2021/9/27 2:31	2021/9/27 2:24	2021/9/27 2:31	2021/9/27 2:23	2021/9/27 2:31	23820	500	1080	2021/9/27 2:41	2021/9/27 3:11	2021/9/27 2:25	2021/9/27 2:32		2021/9/27 2:42	0	3	3	0
3983209	LT064Y	5.88379E+15	45125		2060	1.08	0	6603602	sorry-00001	500	0	1	4	2	2021/9/27 2:27	2021/9/27 2:40	2021/9/27 2:29	2021/9/27 2:46	2021/9/27 2:27	2021/9/27 2:46	12490	550	2060	2021/9/27 2:55	2021/9/27 3:25	2021/9/27 2:33	2021/9/27 2:51		2021/9/27 3:00	103	2	2	0
3983210	OR614P	4.57976E+15	41473		1504	1.08	0	16542298	DELI-HALF-NB967C	400	0	1	4	2	2021/9/27 2:41	2021/9/27 2:54	2021/9/27 2:41	2021/9/27 2:49	2021/9/27 2:41	2021/9/27 2:49	54504	600	1504	2021/9/27 3:09	2021/9/27 3:39	2021/9/27 2:46	2021/9/27 2:49		2021/9/27 2:58	75	3	6	0
3983211	IP935L	5.96314E+15	40878		3140	1.08	0			0	0	1	4	2	2021/9/27 2:43	2021/9/27 2:51	2021/9/27 2:44	2021/9/27 2:45	2021/9/27 2:43	2021/9/27 2:45	10790	700	3140	2021/9/27 3:11	2021/9/27 3:41	2021/9/27 2:45	2021/9/27 2:59		2021/9/27 3:12	157	1	7	0
3983212	JX863M	6.20466E+15	41473		6560	1.08	0			0	0	1	4	2	2021/9/27 2:46	2021/9/27 3:09	2021/9/27 2:47	2021/9/27 3:06	2021/9/27 2:46	2021/9/27 3:06	5216	550	6560	2021/9/27 3:24	2021/9/27 3:54	2021/9/27 3:02	2021/9/27 3:14		2021/9/27 3:26	328	3	22	0
3983213	YL387P	4.71529E+15	45125		2440	1.08	0			0	0	1	4	2	2021/9/27 2:54	2021/9/27 3:07	2021/9/27 2:56	2021/9/27 3:12	2021/9/27 2:54	2021/9/27 3:12	54504	500	2440	2021/9/27 3:17	2021/9/27 3:47	2021/9/27 3:00	2021/9/27 3:13		2021/9/27 3:22	122	2	2	0
3983214	SV748W	5.11566E+15	54011		1430	1.08	0			0	0	1	4	2	2021/9/27 3:04	2021/9/27 3:22	2021/9/27 3:05	2021/9/27 3:25	2021/9/27 3:04	2021/9/27 3:25	799	550	1430	2021/9/27 3:37	2021/9/27 4:07	2021/9/27 3:15	2021/9/27 3:38		2021/9/27 3:52	0	23	3	0
3983215	JC781Y	5.66399E+15	38397		1700	1.08	0	8668334	DELI-invite_ET164V	1000	0	1	4	2	2021/9/27 3:08	2021/9/27 3:13	2021/9/27 3:08	2021/9/27 3:18	2021/9/27 3:08	2021/9/27 3:18	12490	550	1700	2021/9/27 3:28	2021/9/27 3:58	2021/9/27 3:10	2021/9/27 3:21		2021/9/27 3:32	85	2	2	0
3983216	DL429L	6.28847E+15	19427		1080	1.08	0			0	0	1	4	2	2021/9/27 3:19	2021/9/27 3:27	2021/9/27 3:19	2021/9/27 3:20	2021/9/27 3:19	2021/9/27 3:20	17929	550	1080	2021/9/27 3:42	2021/9/27 4:12	2021/9/27 3:21	2021/9/27 3:36		2021/9/27 3:47	0	3	23	0
3983217	VX132C	4.96526E+15	44072		2450	1.08	0			0	0	1	4	2	2021/9/27 3:33	2021/9/27 3:46	2021/9/27 3:33	2021/9/27 3:49	2021/9/27 3:33	2021/9/27 3:49	10790	500	2450	2021/9/27 3:56	2021/9/27 4:26	2021/9/27 3:39	2021/9/27 3:54		2021/9/27 4:01	0	3	24	0
3983218	WZ842R	5.56665E+15	45125		1000	1.08	0			0	0	1	4	2	2021/9/27 4:12	2021/9/27 4:25	2021/9/27 4:13	2021/9/27 4:16	2021/9/27 4:12	2021/9/27 4:16	0	750	1000	2021/9/27 4:50	2021/9/27 5:20					0	2	3	0
3983219	HB713C	5.45282E+15	40877		1500	1.08	0			0	0	1	4	2	2021/9/27 4:35	2021/9/27 4:43	2021/9/27 4:36	2021/9/27 4:46	2021/9/27 4:35	2021/9/27 4:46	799	500	1500	2021/9/27 4:53	2021/9/27 5:23	2021/9/27 4:37	2021/9/27 4:46		2021/9/27 4:52	75	3	10	0
3983220	RE659C	5.58798E+15	44072		1800	1.08	0			0	0	1	4	2	2021/9/27 4:41	2021/9/27 4:54	2021/9/27 4:41	2021/9/27 4:57	2021/9/27 4:41	2021/9/27 4:57	489	600	1800	2021/9/27 5:09	2021/9/27 5:39	2021/9/27 4:45	2021/9/27 5:02		2021/9/27 5:15	0	3	1	0
3983221	IF901J	5.45851E+15	44072		3450	1.08	0	5886161	DELI-f5lmyhv	1250	0	1	4	2	2021/9/27 5:35	2021/9/27 5:48	2021/9/27 5:36	2021/9/27 5:48	2021/9/27 5:35	2021/9/27 5:48	799	500	3450	2021/9/27 5:58	2021/9/27 6:28	2021/9/27 5:39	2021/9/27 5:52		2021/9/27 6:03	0	3	3	0
3983222	RS780R	4.63596E+15	40879		1990	1.08	0			0	0	1	4	2	2021/9/27 5:37	2021/9/27 5:45	2021/9/27 5:37	2021/9/27 5:49	2021/9/27 5:37	2021/9/27 5:49	5216	600	1990	2021/9/27 6:00	2021/9/27 6:30	2021/9/27 5:38	2021/9/27 5:50		2021/9/27 5:58	0	22	2	0
3983223	UZ601T	5.1775E+15	2170		1600	1.08	0	14680051	DELI-30923newuser0001000	1000	0	1	4	2	2021/9/27 6:24	2021/9/27 6:37	2021/9/27 6:25	2021/9/27 6:39	2021/9/27 6:24	2021/9/27 6:39	799	600	1600	2021/9/27 6:52	2021/9/27 7:22	2021/9/27 6:28	2021/9/27 6:39		2021/9/27 6:52	80	3	23	0
3983224	EL384H	6.53907E+15	83111		1580	1.08	0	13221151	DELI-HALF-DP085L	400	0	1	5	2	2021/9/27 6:48	2021/9/27 7:11			2021/9/27 6:48	2021/9/27 6:48	0	550	1580	2021/9/27 7:26	2021/9/27 7:56					79	7	5	0
3983225	PG308G	6.53907E+15	83111		1880	1.08	0	13221151	DELI-HALF-DP085L	400	0	1	4	2	2021/9/27 6:49	2021/9/27 7:12	2021/9/27 6:51	2021/9/27 6:58	2021/9/27 6:49	2021/9/27 6:58	12046	550	1880	2021/9/27 7:27	2021/9/27 7:57	2021/9/27 6:58	2021/9/27 7:26		2021/9/27 7:33	94	7	5	0
3983226	UK148X	6.58151E+15	29827		1160	1.08	0			0	0	1	4	2	2021/9/27 7:16	2021/9/27 7:39	2021/9/27 7:17	2021/9/27 7:17	2021/9/27 7:16	2021/9/27 7:17	22216	550	1160	2021/9/27 7:54	2021/9/27 8:24	2021/9/27 7:19	2021/9/27 7:37		2021/9/27 7:55	0	3	3	0
3983227	LD715A	6.5193E+15	67166		530	1.08	0			0	0	1	4	1	2021/9/27 7:31	2021/9/27 7:44	2021/9/27 7:32	2021/9/27 12:11	2021/9/27 7:31	2021/9/27 12:11										0			0
3983228	CL170G	5.28974E+15	29679		1780	1.08	0	13490106	DELI-30923magazine001000	1000	0	1	4	2	2021/9/27 7:32	2021/9/27 7:50	2021/9/27 7:32	2021/9/27 8:04	2021/9/27 7:32	2021/9/27 8:04	31699	500	1780	2021/9/27 8:00	2021/9/27 8:30	2021/9/27 7:42	2021/9/27 8:04		2021/9/27 8:13	0	3	24	0
3983229	AE976Q	4.52756E+15	67165		396	1.08	0			0	0	1	4	1	2021/9/27 7:33	2021/9/27 7:46	2021/9/27 7:34	2021/9/27 10:02	2021/9/27 7:33	2021/9/27 10:02										0			0
3983230	LJ618D	5.03563E+15	67166		448	1.08	0			0	0	1	4	1	2021/9/27 7:34	2021/9/27 7:47	2021/9/27 7:35	2021/9/27 12:11	2021/9/27 7:34	2021/9/27 12:11										0			0
3983231	AN630Z	4.9023E+15	67166		521	1.08	0			0	0	1	4	1	2021/9/27 7:34	2021/9/27 7:47	2021/9/27 7:36	2021/9/27 12:11	2021/9/27 7:34	2021/9/27 12:11										0			0
3983232	DA932K	6.33617E+15	67165		588	1.08	0			0	0	1	4	1	2021/9/27 7:35	2021/9/27 7:48	2021/9/27 7:36	2021/9/27 10:00	2021/9/27 7:35	2021/9/27 10:00										0			0
3983233	CD430S	6.16948E+15	67166		461	1.08	0			0	0	1	4	1	2021/9/27 7:36	2021/9/27 7:49	2021/9/27 7:37	2021/9/27 12:11	2021/9/27 7:36	2021/9/27 12:11										0			0
3983234	IH548V	6.37672E+15	67166		636	1.08	0			0	0	1	4	1	2021/9/27 7:37	2021/9/27 7:50	2021/9/27 7:38	2021/9/27 12:11	2021/9/27 7:37	2021/9/27 12:11										0			0
3983235	TK834F	6.52584E+15	67166		476	1.08	0			0	0	1	4	1	2021/9/27 7:39	2021/9/27 7:52	2021/9/27 7:40	2021/9/27 12:10	2021/9/27 7:39	2021/9/27 12:10										0			0
3983236	TE275Z	5.42029E+15	67163		270	1.08	0			0	0	1	4	1	2021/9/27 7:40	2021/9/27 7:53	2021/9/27 7:41	2021/9/27 11:36	2021/9/27 7:40	2021/9/27 11:36										0			0
3983237	IG215M	5.24636E+15	67165		589	1.08	0			0	0	1	4	1	2021/9/27 7:41	2021/9/27 7:54	2021/9/27 7:42	2021/9/27 10:00	2021/9/27 7:41	2021/9/27 10:00										0			0
3983238	EK568S	6.15512E+15	33519		3060	1.08	0			0	0	1	4	2	2021/9/27 7:43	2021/9/27 8:01	2021/9/27 7:44	2021/9/27 7:56	2021/9/27 7:43	2021/9/27 7:56	10790	500	3060	2021/9/27 8:11	2021/9/27 8:41	2021/9/27 7:54	2021/9/27 8:16		2021/9/27 8:25	153	3	3	0
3983239	ME413X	5.72382E+15	67166		530	1.08	0			0	0	1	4	1	2021/9/27 7:45	2021/9/27 7:58	2021/9/27 7:46	2021/9/27 12:10	2021/9/27 7:45	2021/9/27 12:10										0			0
3983240	OI720Q	6.14901E+15	67165		600	1.08	0			0	0	1	4	1	2021/9/27 7:47	2021/9/27 8:00	2021/9/27 7:48	2021/9/27 9:59	2021/9/27 7:47	2021/9/27 9:59										0			0
3983241	RC410A	5.18458E+15	40879		1470	1.08	0	16563901	sorry-00001	500	0	1	4	2	2021/9/27 7:49	2021/9/27 7:57	2021/9/27 7:50	2021/9/27 8:01	2021/9/27 7:49	2021/9/27 8:01	1240	600	1470	2021/9/27 8:12	2021/9/27 8:42	2021/9/27 7:51	2021/9/27 8:21		2021/9/27 8:32	0	22	2	0
3983242	WC390B	5.07319E+15	67165		298	1.08	0			0	0	1	4	1	2021/9/27 7:49	2021/9/27 8:02	2021/9/27 7:51	2021/9/27 9:59	2021/9/27 7:49	2021/9/27 9:59										0			0
3983243	GC506X	5.91511E+15	67163		278	1.08	0			0	0	1	4	1	2021/9/27 7:52	2021/9/27 8:05	2021/9/27 8:01	2021/9/27 11:36	2021/9/27 7:52	2021/9/27 11:36										0			0
3983244	MS796B	5.72906E+15	67166		658	1.08	0			0	0	1	4	1	2021/9/27 7:53	2021/9/27 8:06	2021/9/27 7:54	2021/9/27 12:10	2021/9/27 7:53	2021/9/27 12:10										0			0
3983245	MT275S	5.72356E+15	67166		578	1.08	0			0	0	1	4	1	2021/9/27 7:54	2021/9/27 8:07	2021/9/27 7:55	2021/9/27 12:10	2021/9/27 7:55	2021/9/27 12:10										0			0
3983246	UI637G	4.75314E+15	67166		100	1.08	0			0	0	1	4	1	2021/9/27 7:55	2021/9/27 8:08	2021/9/27 7:56	2021/9/27 12:10	2021/9/27 7:55	2021/9/27 12:10										0			0
3983247	AS064F	6.40566E+15	67166		527	1.08	0			0	0	1	4	1	2021/9/27 7:58	2021/9/27 8:11	2021/9/27 8:00	2021/9/27 12:10	2021/9/27 7:58	2021/9/27 12:10										0			0
3983248	ZA419F	4.71836E+15	67165		460	1.08	0			0	0	1	4	1	2021/9/27 7:59	2021/9/27 8:12	2021/9/27 8:00	2021/9/27 9:59	2021/9/27 7:59	2021/9/27 9:59										0			0
3983249	XB307J	5.81882E+15	67166		430	1.08	0			0	0	1	4	1	2021/9/27 8:00	2021/9/27 8:13	2021/9/27 8:01	2021/9/27 12:10	2021/9/27 8:00	2021/9/27 12:10										0			0
3983250	OR185U	4.74949E+15	67163		124	1.08	0			0	0	1	4	1	2021/9/27 8:00	2021/9/27 8:13	2021/9/27 8:01	2021/9/27 11:36	2021/9/27 8:00	2021/9/27 11:36										0			0
3983251	EI136P	5.54516E+15	67166		450	1.08	0			0	0	1	4	1	2021/9/27 8:01	2021/9/27 8:14	2021/9/27 8:02	2021/9/27 12:10	2021/9/27 8:01	2021/9/27 12:10										0			0
3983252	RO170T	4.93426E+15	37964		2960	1.08	0	16628757	DELI-HALF-NB174Y	1300	0	1	4	2	2021/9/27 8:02	2021/9/27 8:35	2021/9/27 8:05	2021/9/27 8:30	2021/9/27 8:02	2021/9/27 8:30	12046	600	2960	2021/9/27 8:50	2021/9/27 9:20	2021/9/27 8:26	2021/9/27 8:33		2021/9/27 8:41	148	7	14	0
3983253	ZW809M	5.22754E+15	67165		248	1.08	0			0	0	1	4	1	2021/9/27 8:02	2021/9/27 8:15	2021/9/27 8:02	2021/9/27 9:59	2021/9/27 8:02	2021/9/27 9:59										0			0
3983254	YF392V	4.82407E+15	67166		260	1.08	0			0	0	1	4	1	2021/9/27 8:02	2021/9/27 8:15	2021/9/27 8:03	2021/9/27 12:10	2021/9/27 8:02	2021/9/27 12:10										0			0
3983255	AK385I	5.36227E+15	67165		566	1.08	0			0	0	1	4	1	2021/9/27 8:03	2021/9/27 8:16	2021/9/27 8:04	2021/9/27 9:59	2021/9/27 8:03	2021/9/27 9:59										0			0
3983256	HO428I	5.35121E+15	67166		138	1.08	0			0	0	1	4	1	2021/9/27 8:06	2021/9/27 8:19	2021/9/27 8:09	2021/9/27 12:10	2021/9/27 8:06	2021/9/27 12:10										0			0
3983257	HZ952B	5.64203E+15	67166		460	1.08	0			0	0	1	4	1	2021/9/27 8:06	2021/9/27 8:19	2021/9/27 8:07	2021/9/27 12:10	2021/9/27 8:06	2021/9/27 12:10										0			0
3983258	FA426A	6.43333E+15	67166		876	1.08	0			0	0	1	4	1	2021/9/27 8:06	2021/9/27 8:19	2021/9/27 8:08	2021/9/27 12:10	2021/9/27 8:06	2021/9/27 12:10										0			0
3983259	AZ248M	5.69102E+15	67165		322	1.08	0			0	0	1	4	1	2021/9/27 8:09	2021/9/27 8:22	2021/9/27 8:10	2021/9/27 9:59	2021/9/27 8:09	2021/9/27 9:59										0			0
3983260	LQ091M	5.16366E+15	7305		1754	1.08	0	16620857	DELI-HALF-OX048L	300	0	1	4	2	2021/9/27 8:09	2021/9/27 8:22	2021/9/27 8:10	2021/9/27 8:19	2021/9/27 8:09	2021/9/27 8:19	16762	550	1754	2021/9/27 8:37	2021/9/27 9:07	2021/9/27 8:15	2021/9/27 8:29		2021/9/27 8:38	0	26	29	0
3983261	EC580K	5.9344E+15	67166		330	1.08	0			0	0	1	4	1	2021/9/27 8:13	2021/9/27 8:26	2021/9/27 8:14	2021/9/27 12:10	2021/9/27 8:13	2021/9/27 12:10										0			0
3983262	LX971F	5.71572E+15	67166		538	1.08	0			0	0	1	4	1	2021/9/27 8:13	2021/9/27 8:26	2021/9/27 8:15	2021/9/27 12:10	2021/9/27 8:13	2021/9/27 12:10										0			0
3983263	TP107A	6.05793E+15	67166		388	1.08	0			0	0	1	4	1	2021/9/27 8:15	2021/9/27 8:28	2021/9/27 8:16	2021/9/27 12:10	2021/9/27 8:15	2021/9/27 12:10										0			0
3983264	PO835B	5.83524E+15	67165		568	1.08	0			0	0	1	4	1	2021/9/27 8:16	2021/9/27 8:29	2021/9/27 8:17	2021/9/27 9:58	2021/9/27 8:16	2021/9/27 9:58										0			0
3983265	ZR472N	5.44313E+15	67166		554	1.08	0			0	0	1	4	1	2021/9/27 8:25	2021/9/27 8:38	2021/9/27 8:26	2021/9/27 12:09	2021/9/27 8:25	2021/9/27 12:09										0			0
3983266	VN703L	6.39178E+15	55511		1200	1.08	0			0	0	1	4	2	2021/9/27 8:26	2021/9/27 8:44	2021/9/27 8:26	2021/9/27 8:27	2021/9/27 8:26	2021/9/27 8:27	49243	300	1200	2021/9/27 8:54	2021/9/27 9:24	2021/9/27 8:30	2021/9/27 8:40		2021/9/27 8:46	0	64	68	0
3983267	LU374O	6.25382E+15	67166		223	1.08	0			0	0	1	4	1	2021/9/27 8:27	2021/9/27 8:40	2021/9/27 8:29	2021/9/27 12:09	2021/9/27 8:27	2021/9/27 12:09										0			0
