user_delivery_area_id,daily_avg_orders
50005.0,4.0
60001.0,2.0
60003.0,4.0
70001.0,2.75
70002.0,3.0
70004.0,4.0
70007.0,2.6666666666666665
70008.0,7.0
70010.0,1.0
70014.0,2.0
80001.0,6.666666666666667
80006.0,5.0
80007.0,1.0
80008.0,3.0
80010.0,1.0
80011.0,4.0
80013.0,1.0
80015.0,3.0
80017.0,1.0
80028.0,1.0
80032.0,1.0
90001.0,5.5
90002.0,2.5
90003.0,4.333333333333333
90008.0,2.0
90009.0,1.0
90012.0,1.0
90013.0,2.3333333333333335
100001.0,2.75
100002.0,2.0
100004.0,3.0
100007.0,1.0
100008.0,2.0
100009.0,2.5
100010.0,10.0
100014.0,1.0
100015.0,1.0
110001.0,2.75
110002.0,6.25
110003.0,1.3333333333333333
110004.0,13.25
110005.0,14.25
110006.0,2.0
110007.0,3.25
110008.0,2.0
110010.0,2.0
110011.0,2.25
110012.0,3.3333333333333335
110013.0,12.0
110014.0,13.0
110015.0,10.25
110016.0,9.75
110017.0,5.333333333333333
110018.0,8.0
110019.0,2.0
110020.0,8.25
110021.0,2.0
110022.0,2.3333333333333335
110023.0,5.0
110025.0,1.6666666666666667
110026.0,1.0
110027.0,1.3333333333333333
110028.0,2.0
110029.0,1.3333333333333333
110031.0,7.25
110032.0,1.0
110033.0,1.0
110034.0,1.6666666666666667
110037.0,1.0
110038.0,1.0
110039.0,1.5
110041.0,1.0
110042.0,17.5
110043.0,5.5
110044.0,10.0
110045.0,11.5
110046.0,11.75
110050.0,7.0
110051.0,3.3333333333333335
110052.0,3.0
110053.0,2.5
110054.0,4.0
110055.0,2.0
110056.0,2.0
110057.0,10.0
110058.0,9.25
110059.0,18.75
110060.0,4.5
110061.0,6.5
110062.0,3.3333333333333335
110063.0,5.666666666666667
110064.0,1.5
110065.0,2.0
110067.0,8.0
110068.0,11.5
110069.0,3.25
110070.0,11.25
110071.0,2.5
110072.0,8.5
110073.0,6.5
110074.0,1.0
110075.0,1.25
110076.0,1.0
110077.0,1.0
110078.0,5.5
110079.0,4.75
110080.0,2.75
110082.0,2.0
110083.0,3.0
110084.0,1.0
110085.0,3.25
110086.0,1.25
110087.0,4.0
110088.0,1.0
110089.0,2.3333333333333335
110090.0,1.0
110091.0,4.25
110093.0,2.0
110094.0,3.0
110096.0,3.0
110097.0,11.0
110098.0,2.25
110099.0,1.0
110100.0,1.5
110101.0,1.75
110103.0,3.0
110104.0,34.25
110105.0,37.25
110106.0,26.5
110107.0,24.0
110108.0,3.25
110109.0,11.75
110110.0,20.0
110111.0,10.0
110112.0,14.0
110113.0,8.25
110114.0,2.3333333333333335
110115.0,3.0
110116.0,2.6666666666666665
110117.0,11.0
110118.0,4.333333333333333
110119.0,3.0
110120.0,5.25
110121.0,22.0
110122.0,1.3333333333333333
110123.0,7.0
110124.0,3.0
110126.0,3.3333333333333335
110128.0,3.0
110130.0,4.75
110131.0,1.0
110132.0,1.5
110133.0,21.5
110134.0,11.25
110135.0,7.25
110136.0,2.5
110137.0,2.3333333333333335
110138.0,5.5
110139.0,8.0
110141.0,3.75
110142.0,1.3333333333333333
110143.0,3.75
110144.0,1.75
110145.0,2.0
110146.0,2.0
110147.0,4.5
110148.0,4.0
110149.0,15.0
110150.0,11.25
110151.0,18.25
110152.0,20.75
110153.0,2.0
110154.0,1.0
110155.0,1.75
110158.0,5.25
110159.0,3.0
110160.0,15.25
110161.0,15.75
110162.0,9.25
110163.0,5.0
110164.0,19.25
110165.0,26.75
110166.0,2.0
110171.0,1.0
110173.0,1.0
120003.0,40.25
120004.0,29.5
120005.0,15.5
120006.0,2.5
120010.0,1.0
120012.0,3.5
120015.0,3.0
120022.0,12.25
120024.0,6.75
120026.0,15.25
120028.0,4.0
120031.0,11.5
120034.0,9.5
120037.0,3.0
120038.0,8.75
120042.0,5.0
120047.0,9.0
120050.0,2.25
120051.0,2.0
120052.0,3.0
120053.0,14.5
120054.0,32.5
120055.0,12.0
120057.0,17.0
120058.0,21.0
120059.0,4.0
120060.0,4.5
120061.0,1.0
120062.0,6.5
120066.0,4.0
120068.0,5.25
120072.0,5.75
120076.0,4.75
120084.0,19.5
120085.0,20.5
120086.0,26.75
120087.0,30.5
120088.0,31.75
120089.0,14.0
120090.0,9.25
120091.0,17.75
120093.0,8.0
120095.0,7.5
120097.0,3.6666666666666665
120098.0,2.0
120099.0,27.25
120100.0,5.5
120101.0,18.75
120103.0,4.25
120104.0,9.5
120105.0,5.0
120106.0,1.0
120115.0,1.75
120116.0,2.25
120118.0,1.6666666666666667
120120.0,1.0
120121.0,4.0
120122.0,1.0
120125.0,3.0
120129.0,2.0
120131.0,3.0
120132.0,2.0
120135.0,1.0
120136.0,7.5
120137.0,1.0
120140.0,1.5
120141.0,1.0
120143.0,1.0
130001.0,25.25
130003.0,26.75
130004.0,19.0
130005.0,30.75
130008.0,22.5
130009.0,20.5
130029.0,27.75
130030.0,32.75
130031.0,21.5
130032.0,27.25
130040.0,35.5
130044.0,31.25
130048.0,30.25
130051.0,57.5
130053.0,28.5
130054.0,31.75
130064.0,27.25
130065.0,5.75
130066.0,49.0
130067.0,27.25
130068.0,26.25
130069.0,28.25
130070.0,24.75
130071.0,29.25
130072.0,20.5
130073.0,15.5
130074.0,18.0
130075.0,14.25
130076.0,15.25
130077.0,30.75
130078.0,18.0
130079.0,19.5
130080.0,14.25
130081.0,12.75
130082.0,7.5
130083.0,12.0
130084.0,15.25
130085.0,30.25
130086.0,20.25
130087.0,19.75
130088.0,32.75
130089.0,22.25
130090.0,37.0
130091.0,20.75
130092.0,4.666666666666667
130093.0,7.0
130094.0,15.5
130095.0,13.25
130096.0,5.0
130097.0,35.25
130098.0,7.5
130099.0,22.25
130101.0,2.0
130102.0,13.25
130103.0,8.5
130104.0,10.25
130105.0,10.5
130106.0,1.5
130107.0,11.5
130108.0,7.25
130109.0,12.0
130110.0,17.5
130111.0,2.5
130112.0,10.5
130113.0,21.75
130114.0,6.25
130115.0,21.75
130116.0,7.5
130117.0,14.25
130118.0,7.0
130119.0,15.0
130120.0,18.25
130121.0,13.75
130122.0,27.0
130123.0,21.75
130124.0,14.75
130125.0,11.5
130126.0,13.5
130127.0,11.25
130128.0,22.75
130129.0,12.25
130130.0,21.25
130131.0,3.75
130132.0,1.6666666666666667
130133.0,4.25
130134.0,1.0
130135.0,1.5
130136.0,3.5
130137.0,3.25
130138.0,2.0
130139.0,2.5
130140.0,4.25
130141.0,4.5
130142.0,2.0
130143.0,7.5
130144.0,22.75
130145.0,10.25
130146.0,8.5
130147.0,9.0
130148.0,9.0
130149.0,6.0
130150.0,2.0
130152.0,3.0
130153.0,2.5
130154.0,1.0
130155.0,19.5
130156.0,33.5
130157.0,13.0
130158.0,19.5
130159.0,12.75
130160.0,16.75
130161.0,8.5
130163.0,3.5
130164.0,1.5
130165.0,25.0
130166.0,6.5
130167.0,17.75
130168.0,5.25
130169.0,6.75
130170.0,4.0
130171.0,6.0
130172.0,7.5
130173.0,13.5
130174.0,1.5
130175.0,3.25
130176.0,1.3333333333333333
130177.0,7.75
130178.0,11.5
130179.0,4.5
130180.0,6.0
130181.0,8.0
130182.0,3.0
130183.0,2.5
130184.0,3.5
130185.0,1.0
130186.0,3.25
130187.0,6.0
130188.0,2.0
130189.0,26.5
130190.0,18.75
130191.0,16.0
130192.0,24.0
130193.0,22.25
130194.0,12.75
130195.0,13.25
130196.0,9.25
130197.0,1.0
130198.0,1.0
130199.0,1.5
130200.0,4.75
130201.0,7.25
130202.0,4.75
130203.0,6.75
130204.0,8.0
130205.0,9.25
130206.0,4.75
130207.0,26.25
130208.0,9.0
130209.0,3.5
130210.0,18.0
130211.0,4.25
130212.0,19.5
130213.0,14.75
130214.0,8.0
130215.0,4.75
130216.0,6.75
130217.0,18.0
130218.0,22.75
130219.0,9.75
130220.0,2.0
130221.0,1.0
130224.0,3.5
130225.0,12.5
130226.0,9.75
130227.0,4.5
130228.0,12.5
130229.0,9.0
130230.0,1.3333333333333333
130231.0,16.0
130232.0,1.3333333333333333
130233.0,6.5
130234.0,4.0
130235.0,22.75
130236.0,15.0
130237.0,9.75
130238.0,4.666666666666667
130239.0,5.0
130240.0,1.0
130241.0,3.0
130242.0,1.0
130243.0,1.6666666666666667
130244.0,1.6666666666666667
130245.0,1.5
140001.0,32.5
140002.0,47.0
140003.0,35.0
140004.0,23.75
140005.0,8.5
140006.0,8.25
140007.0,2.25
140008.0,15.0
140009.0,14.25
140010.0,14.75
140011.0,30.25
140012.0,37.75
140013.0,15.0
140014.0,9.0
140015.0,15.25
140016.0,19.0
140017.0,6.5
140018.0,11.75
140019.0,25.75
140020.0,16.75
140021.0,13.0
140022.0,62.25
140023.0,16.5
140024.0,34.0
140025.0,20.75
140026.0,12.5
140027.0,18.0
140028.0,13.5
140029.0,6.333333333333333
140030.0,9.5
140031.0,27.25
140032.0,17.0
140033.0,21.75
140034.0,19.5
140035.0,35.75
140036.0,10.25
140037.0,15.25
140038.0,18.75
140039.0,3.25
140041.0,1.5
140042.0,1.3333333333333333
140043.0,8.5
140044.0,17.25
140047.0,5.5
140048.0,4.25
140049.0,2.0
140050.0,2.0
140051.0,20.75
140052.0,4.0
140053.0,11.25
140056.0,5.0
140057.0,1.75
140058.0,2.0
140059.0,15.0
140060.0,13.5
140063.0,10.5
140065.0,23.75
140066.0,10.25
140067.0,6.75
140068.0,9.25
140069.0,5.0
140072.0,12.25
140073.0,6.5
140075.0,2.25
140083.0,2.3333333333333335
140084.0,2.0
140085.0,6.0
140086.0,6.75
140088.0,7.25
140089.0,1.0
140090.0,4.666666666666667
140092.0,1.0
140093.0,14.0
140095.0,1.0
140096.0,3.0
140097.0,3.75
140098.0,2.75
140099.0,2.3333333333333335
140103.0,1.6666666666666667
140105.0,5.0
140106.0,1.75
140107.0,4.0
140108.0,3.75
140109.0,3.75
140110.0,10.0
140113.0,5.0
140115.0,2.0
140123.0,2.0
140126.0,3.0
140130.0,2.0
140131.0,6.333333333333333
140134.0,5.0
140138.0,3.25
140140.0,2.75
140144.0,1.0
140145.0,1.0
140146.0,2.0
140147.0,5.5
140149.0,4.0
140150.0,2.6666666666666665
140152.0,1.5
140154.0,2.5
140155.0,2.0
140156.0,7.0
140157.0,2.6666666666666665
140160.0,1.0
140162.0,5.25
140163.0,4.0
140164.0,4.25
140165.0,5.0
140167.0,4.0
140168.0,1.0
140169.0,1.0
140171.0,1.0
140172.0,2.0
140174.0,1.0
140175.0,1.0
140176.0,1.6666666666666667
140179.0,1.0
140180.0,23.5
140182.0,7.25
140184.0,6.75
140185.0,19.75
140190.0,2.0
140193.0,4.25
140196.0,7.0
140198.0,5.5
140199.0,7.25
140200.0,6.0
140204.0,7.0
140205.0,5.75
140207.0,9.5
140211.0,3.75
140212.0,1.0
140213.0,3.0
140215.0,3.25
140219.0,2.0
140220.0,2.75
140222.0,24.75
140224.0,4.0
140228.0,2.5
140229.0,2.0
140300.0,4.0
140301.0,1.0
140303.0,4.75
150001.0,4.0
150002.0,1.6666666666666667
150003.0,2.0
150004.0,2.3333333333333335
150005.0,1.3333333333333333
150006.0,3.0
160001.0,2.5
160004.0,1.0
160006.0,2.0
170001.0,2.25
170007.0,1.5
170008.0,4.333333333333333
170009.0,4.0
180001.0,2.0
190002.0,3.0
190003.0,2.0
190006.0,5.666666666666667
190007.0,1.0
190012.0,1.0
200012.0,2.0
200017.0,1.0
200018.0,1.0
200019.0,2.6666666666666665
200021.0,1.0
200023.0,5.333333333333333
210003.0,4.333333333333333
210005.0,1.0
210007.0,1.0
210008.0,4.0
210013.0,1.5
210014.0,3.5
210017.0,3.0
220001.0,3.75
220002.0,8.25
220005.0,2.5
220006.0,11.666666666666666
220007.0,4.25
220015.0,2.25
220016.0,2.0
220017.0,4.333333333333333
220019.0,2.6666666666666665
220031.0,6.0
220032.0,2.0
220033.0,1.0
220036.0,3.0
220038.0,1.0
220044.0,2.0
230002.0,22.75
230003.0,35.75
230004.0,26.0
230006.0,48.5
230007.0,36.75
230008.0,2.0
230010.0,1.0
230011.0,2.0
230017.0,4.25
230022.0,2.75
230023.0,3.3333333333333335
230024.0,2.0
230028.0,2.0
230029.0,1.0
230030.0,1.0
230032.0,1.0
230045.0,2.0
230046.0,2.0
230048.0,1.5
230055.0,2.0
230058.0,4.25
230065.0,2.5
230066.0,1.0
230067.0,6.0
230074.0,5.0
230081.0,1.0
230082.0,2.0
230086.0,1.0
230091.0,1.5
230092.0,15.0
230093.0,2.0
230094.0,35.5
230095.0,16.75
230096.0,9.25
230097.0,20.5
230098.0,4.0
230099.0,5.0
230100.0,4.75
230101.0,4.0
230102.0,11.25
230103.0,13.5
230104.0,6.5
230105.0,8.75
230106.0,5.333333333333333
230107.0,8.0
230108.0,5.75
230109.0,6.75
230110.0,16.5
230111.0,7.5
230115.0,9.75
230116.0,2.3333333333333335
230117.0,10.0
230118.0,1.0
230119.0,4.25
230121.0,4.0
230122.0,3.25
230123.0,2.0
230124.0,1.5
230125.0,4.75
230129.0,11.5
230132.0,10.75
230134.0,4.0
230135.0,9.25
230136.0,6.5
230138.0,1.5
230139.0,1.0
230141.0,11.0
230144.0,3.5
230147.0,1.5
230148.0,2.0
230151.0,2.0
230154.0,1.0
230158.0,1.0
230159.0,3.0
230160.0,1.5
240005.0,4.333333333333333
240008.0,3.0
240011.0,5.5
240014.0,1.0
240019.0,2.0
240023.0,4.0
240026.0,1.0
250001.0,1.0
250002.0,3.0
250005.0,1.5
250012.0,2.0
250013.0,1.5
250023.0,2.5
250024.0,2.0
260001.0,16.25
260003.0,22.25
260004.0,7.0
260006.0,10.0
260007.0,2.75
260008.0,1.0
260009.0,1.3333333333333333
260010.0,1.0
260013.0,30.25
260014.0,12.25
260015.0,5.5
260016.0,15.25
260017.0,18.0
260018.0,6.0
260019.0,2.25
260020.0,5.75
260022.0,12.25
260023.0,4.5
260024.0,6.5
260025.0,6.75
260026.0,6.0
260027.0,8.0
260028.0,2.5
260029.0,4.0
260030.0,1.0
260032.0,3.6666666666666665
260035.0,3.5
260039.0,2.0
260041.0,1.0
260044.0,2.3333333333333335
260046.0,1.0
260052.0,1.0
270001.0,54.25
270002.0,35.75
270003.0,52.0
270004.0,40.25
270005.0,23.0
270006.0,71.75
270007.0,78.0
270008.0,10.25
270009.0,22.5
270010.0,29.25
270011.0,19.5
270015.0,11.75
270016.0,10.25
270017.0,13.5
270018.0,16.25
270019.0,21.5
270020.0,26.5
270021.0,9.0
270022.0,18.75
270023.0,16.5
270024.0,10.75
270025.0,7.5
270027.0,13.666666666666666
270028.0,9.25
270029.0,5.5
270030.0,10.25
270033.0,8.25
270034.0,16.25
270035.0,66.25
270036.0,11.5
270039.0,36.0
270040.0,15.0
270041.0,9.5
270042.0,19.5
270043.0,26.25
270044.0,30.75
270045.0,17.0
270046.0,24.75
270047.0,18.75
270048.0,27.0
270049.0,26.0
270050.0,18.0
270054.0,11.0
270055.0,14.25
270056.0,10.5
270059.0,7.5
270060.0,11.75
270061.0,9.75
270062.0,12.0
270063.0,10.0
270064.0,6.75
270065.0,5.0
270066.0,7.5
270067.0,5.0
270069.0,6.25
270070.0,4.75
270071.0,3.75
270072.0,4.5
270073.0,6.5
270074.0,3.6666666666666665
270077.0,2.3333333333333335
270078.0,2.75
270079.0,1.75
270080.0,2.3333333333333335
270081.0,1.0
270084.0,1.0
270085.0,22.25
270086.0,8.5
270087.0,5.0
270088.0,2.0
270089.0,1.6666666666666667
270090.0,4.333333333333333
270091.0,6.0
270092.0,6.5
270094.0,6.5
270095.0,5.5
270096.0,1.0
270097.0,1.0
270098.0,2.0
270100.0,2.0
270102.0,6.0
270103.0,8.75
270104.0,3.5
270105.0,2.0
270106.0,3.0
270107.0,1.0
270108.0,2.0
270109.0,2.0
270110.0,3.5
270111.0,3.5
270112.0,4.0
270113.0,1.5
270114.0,3.6666666666666665
270115.0,1.6666666666666667
270117.0,4.75
270118.0,2.25
270119.0,3.25
270120.0,1.5
270121.0,8.0
270122.0,12.75
270123.0,12.75
270124.0,6.0
270125.0,1.0
270126.0,2.0
270127.0,1.75
270128.0,2.0
270130.0,1.6666666666666667
270131.0,6.75
270132.0,2.5
270133.0,2.0
270134.0,1.5
270135.0,8.0
270136.0,2.5
270137.0,6.5
270138.0,1.0
270140.0,2.25
270143.0,2.6666666666666665
270144.0,1.3333333333333333
270145.0,2.75
270147.0,1.0
270148.0,5.333333333333333
270149.0,15.5
270150.0,5.0
270151.0,7.25
270152.0,5.0
270153.0,5.25
270154.0,3.0
270155.0,5.333333333333333
270156.0,7.75
270157.0,1.3333333333333333
270158.0,8.0
270159.0,1.5
270161.0,3.0
270163.0,4.5
270164.0,16.25
270165.0,1.0
270166.0,4.75
270167.0,1.5
270169.0,3.0
270170.0,2.5
270171.0,1.6666666666666667
270172.0,2.5
270174.0,5.75
270175.0,3.0
270177.0,7.0
270178.0,4.75
270179.0,4.5
270180.0,3.0
270181.0,1.0
270182.0,2.25
270183.0,3.6666666666666665
270184.0,3.3333333333333335
270186.0,1.0
270188.0,1.0
270189.0,4.5
270190.0,8.75
270191.0,10.25
270192.0,10.5
270193.0,2.0
270194.0,4.25
270195.0,6.0
270196.0,12.25
270197.0,4.25
270198.0,5.0
270199.0,2.5
270200.0,5.0
270201.0,3.3333333333333335
270202.0,7.75
270203.0,3.5
270204.0,3.25
270205.0,1.25
270206.0,2.6666666666666665
270207.0,6.0
270208.0,5.5
270209.0,2.75
270210.0,4.5
270211.0,2.0
270212.0,4.75
270213.0,3.5
270214.0,2.3333333333333335
270215.0,8.25
270217.0,2.0
270218.0,2.0
270220.0,2.6666666666666665
270222.0,6.0
270223.0,1.0
270225.0,2.0
270227.0,2.0
270228.0,2.0
280001.0,4.75
280003.0,5.0
280004.0,3.0
280005.0,3.5
280006.0,1.5
280007.0,8.5
280008.0,5.333333333333333
280012.0,2.0
280013.0,1.0
280018.0,2.0
280020.0,1.5
280021.0,15.25
280022.0,7.25
280023.0,12.75
280024.0,8.75
280025.0,10.5
280026.0,4.25
280027.0,14.5
280028.0,9.5
280029.0,9.25
280030.0,4.0
280031.0,3.75
280033.0,7.0
280034.0,11.5
280035.0,6.0
280037.0,2.6666666666666665
280038.0,7.5
280039.0,10.75
280040.0,30.5
280041.0,13.25
280042.0,22.25
280043.0,11.0
280044.0,30.25
280045.0,13.75
280046.0,6.75
280047.0,20.0
280050.0,8.5
280051.0,7.25
280053.0,2.5
280056.0,1.3333333333333333
280059.0,2.0
280060.0,2.5
280061.0,1.0
290001.0,4.666666666666667
290002.0,9.0
290003.0,1.0
290007.0,2.0
290009.0,5.5
290018.0,1.0
290020.0,2.0
300001.0,4.5
300003.0,3.0
310008.0,1.0
310009.0,14.0
330001.0,5.75
330002.0,7.5
330003.0,2.5
330004.0,3.0
330008.0,2.75
330011.0,2.5
340001.0,10.5
340002.0,21.0
340003.0,7.0
340004.0,7.75
340005.0,10.0
340006.0,13.5
340007.0,4.25
340008.0,4.0
340009.0,2.6666666666666665
340010.0,1.0
340011.0,1.0
340012.0,1.5
340013.0,5.5
340014.0,2.75
340015.0,1.5
340016.0,7.75
340017.0,2.75
340018.0,1.5
340019.0,1.0
350016.0,1.0
360001.0,1.0
370001.0,6.0
370003.0,3.5
370005.0,3.0
380001.0,7.25
380004.0,7.75
380005.0,7.75
380007.0,1.6666666666666667
390001.0,4.0
390002.0,2.3333333333333335
390003.0,3.0
400001.0,38.5
400002.0,13.75
400003.0,52.75
400004.0,68.0
400005.0,37.75
400006.0,11.25
400007.0,10.75
400008.0,13.0
400009.0,13.75
400010.0,11.0
400011.0,11.0
400012.0,12.25
400013.0,31.25
400019.0,4.666666666666667
400022.0,2.0
400024.0,1.0
400027.0,2.5
400029.0,9.0
400031.0,8.75
400033.0,4.5
400035.0,15.75
400037.0,13.75
400039.0,12.0
400040.0,17.5
400042.0,7.5
400043.0,18.5
400047.0,11.25
400048.0,8.5
400051.0,3.0
400056.0,1.5
410001.0,2.0
410006.0,1.0
420001.0,1.0
420002.0,1.0
420008.0,1.0
430001.0,7.5
430002.0,19.0
430003.0,1.5
430004.0,1.75
430005.0,1.0
430006.0,4.5
430007.0,2.3333333333333335
430008.0,12.75
440001.0,2.5
440002.0,2.25
440004.0,1.75
440010.0,1.0
450001.0,3.5
450004.0,1.0
460001.0,6.0
460003.0,2.3333333333333335
460004.0,9.25
470003.0,2.0
470005.0,1.0
470007.0,9.75
