order_id,user_id,driver_id,ordered_at,amount,coupon,is_cancel,rating,delivery_min
ORD21685,U1658,D282,2024/9/30 20:56,2995,0,0,4.8,26.1
ORD18095,U1452,D202,2024/9/30 20:57,3108,0,0,3.8,25.1
ORD24223,U1797,D203,2024/9/30 21:01,1927,0,0,3.9,24.5
ORD14296,U1235,D269,2024/9/30 21:08,1202,0,0,4.2,28.4
ORD20168,U1572,D283,2024/9/30 21:14,1998,0,0,4.1,24.4
ORD16047,U1329,D259,2024/9/30 21:21,2163,0,0,4,26.2
ORD19456,U1533,D239,2024/9/30 21:26,2251,0,0,4.5,28.7
ORD19031,U1506,D318,2024/9/30 21:30,1606,0,0,3.6,28.7
ORD17958,U1441,D300,2024/9/30 21:33,2628,0,0,4.4,27.7
ORD19565,U1537,D276,2024/9/30 21:35,2775,0,0,4.7,26.3
ORD14217,U1230,D226,2024/9/30 21:36,2139,0,0,4.1,25.5
ORD23250,U1749,D277,2024/9/30 22:00,,0,1,,
ORD23274,U1749,D249,2024/9/30 22:14,1363,0,0,4.2,26.6
ORD14468,U1246,D270,2024/9/30 22:15,1396,0,0,4.1,23.5
ORD15398,U1295,D219,2024/9/30 22:23,1374,0,0,3.7,27.3
ORD14523,U1248,D272,2024/9/30 22:24,2220,0,0,4.5,24.9
ORD14821,U1266,D208,2024/9/30 22:33,,0,1,,
ORD18041,U1446,D222,2024/9/30 22:38,1489,0,0,4.4,24.2
ORD23895,U1777,D275,2024/9/30 22:38,2715,0,0,4,29.4
ORD23249,U1749,D271,2024/9/30 22:47,2156,0,0,4.5,29
ORD23803,U1772,D231,2024/9/30 22:55,2268,0,0,4.6,24.8
ORD15122,U1283,D295,2024/9/30 23:23,2131,0,0,4.4,24
ORD18854,U1496,D231,2024/9/30 23:54,1715,0,0,4.1,25.6
ORD20346,U1582,D211,2024/10/1 0:53,1424,0,0,4.3,28.8
ORD22112,U1678,D263,2024/10/1 1:46,1897,0,0,4.7,27.5
ORD13498,U1196,D205,2024/10/1 5:10,1531,0,0,4,20.6
ORD16963,U1386,D318,2024/10/1 5:34,1955,0,0,4.3,29.3
ORD12317,U1127,D265,2024/10/1 5:40,2216,0,0,4.3,24.3
ORD24130,U1793,D220,2024/10/1 6:56,2128,0,0,4.1,23.2
ORD22784,U1719,D204,2024/10/1 7:37,,0,1,,
ORD12345,U1127,D265,2024/10/1 7:42,1465,0,0,4.6,22.9
ORD18763,U1494,D255,2024/10/1 8:19,1588,0,0,4.5,24.3
ORD19481,U1533,D262,2024/10/1 8:22,1726,0,0,4.3,25.9
ORD12189,U1120,D303,2024/10/1 8:25,1750,0,0,4.1,30.9
ORD15149,U1284,D300,2024/10/1 8:38,,0,1,,
ORD15313,U1291,D282,2024/10/1 8:38,1492,0,0,3.9,27
ORD21793,U1662,D208,2024/10/1 8:52,2153,0,0,4.6,23
ORD10788,U1044,D301,2024/10/1 9:03,1432,0,0,4.3,23.9
ORD13903,U1217,D235,2024/10/1 9:14,2498,0,0,4.3,25.7
ORD20526,U1588,D236,2024/10/1 9:16,1410,0,0,4.2,24.2
ORD23229,U1747,D313,2024/10/1 9:20,2852,0,0,4.5,26.1
ORD22925,U1732,D254,2024/10/1 9:22,1354,0,0,4.6,22.3
ORD10791,U1046,D221,2024/10/1 9:29,2877,0,0,4.5,24.6
ORD22824,U1723,D235,2024/10/1 9:35,2447,0,0,4.8,22.9
ORD23160,U1745,D315,2024/10/1 9:47,2550,0,0,4.5,25.3
ORD23538,U1762,D286,2024/10/1 9:51,2125,0,0,4.9,26.2
ORD21658,U1656,D313,2024/10/1 10:11,1414,0,0,4.5,30.2
ORD24189,U1796,D207,2024/10/1 10:54,1740,0,0,4.6,26.7
ORD14261,U1232,D270,2024/10/1 11:21,1958,0,0,4.2,23.2
ORD14505,U1247,D250,2024/10/1 11:32,3131,0,0,3.8,30.8
ORD11577,U1085,D278,2024/10/1 12:01,,0,1,,
ORD15123,U1283,D205,2024/10/1 12:09,2256,0,0,3.9,24.8
ORD11745,U1093,D246,2024/10/1 12:16,1856,0,0,3.8,22.8
ORD13115,U1167,D313,2024/10/1 12:17,1938,0,0,4.7,27.2
ORD16100,U1332,D200,2024/10/1 12:22,2806,0,0,4.3,26.3
ORD10732,U1041,D245,2024/10/1 12:26,1417,0,0,4.2,28.4
ORD23022,U1738,D227,2024/10/1 12:28,1415,0,0,4.2,27.1
ORD16151,U1335,D233,2024/10/1 12:31,2274,0,0,4.3,25.4
ORD20521,U1588,D232,2024/10/1 12:31,1447,0,0,4.4,26.2
ORD10285,U1015,D215,2024/10/1 12:36,1478,0,0,4,28.7
ORD21790,U1662,D316,2024/10/1 12:54,1621,0,0,4.4,24.3
ORD19662,U1542,D308,2024/10/1 12:57,3111,0,0,4,24.9
ORD23649,U1765,D208,2024/10/1 12:58,1567,0,0,4.2,26.6
ORD21540,U1650,D306,2024/10/1 12:58,3046,0,0,3.8,22.1
ORD10533,U1030,D211,2024/10/1 12:59,1208,0,0,4.7,29.8
ORD13804,U1212,D315,2024/10/1 13:04,2289,0,0,4.1,27.9
ORD22811,U1723,D214,2024/10/1 13:19,1512,0,0,4.5,23.6
ORD15227,U1286,D282,2024/10/1 13:22,2300,0,0,4.7,25.3
ORD11120,U1060,D265,2024/10/1 13:37,1926,0,0,4,26.8
ORD24228,U1797,D261,2024/10/1 13:48,2342,0,0,3.9,22.7
ORD23852,U1775,D219,2024/10/1 13:58,3032,0,0,3.7,24.7
ORD17061,U1397,D203,2024/10/1 14:02,2913,0,0,4.3,23.8
ORD11427,U1077,D213,2024/10/1 14:04,1827,0,0,4.1,28.4
ORD20368,U1583,D286,2024/10/1 14:09,2271,0,0,4.1,23.1
ORD10318,U1016,D223,2024/10/1 14:15,1442,0,0,4.3,22.5
ORD22939,U1734,D317,2024/10/1 14:27,2783,0,0,4,23.2
ORD16116,U1333,D264,2024/10/1 14:30,1951,0,0,4.1,26.5
ORD10645,U1037,D296,2024/10/1 14:45,2588,0,0,4.8,23.7
ORD20855,U1608,D317,2024/10/1 14:48,,0,1,,
ORD13635,U1203,D224,2024/10/1 14:54,2635,0,0,4.6,23.3
ORD17340,U1412,D223,2024/10/1 15:24,,0,1,,
ORD13095,U1167,D210,2024/10/1 15:25,3125,0,0,4.4,24.8
ORD12034,U1114,D208,2024/10/1 15:31,1535,0,0,5,26.6
ORD21648,U1656,D210,2024/10/1 15:38,2999,0,0,4.2,26.2
ORD24252,U1800,D219,2024/10/1 15:50,1560,0,0,4,24.5
ORD19845,U1554,D288,2024/10/1 15:59,2664,0,0,4.3,25.5
ORD17674,U1431,D274,2024/10/1 16:18,2985,0,0,4.4,27.6
ORD22064,U1677,D218,2024/10/1 16:38,1337,0,0,3.8,27.4
ORD16917,U1385,D316,2024/10/1 17:06,2976,0,0,4.2,25.3
ORD20276,U1579,D290,2024/10/1 17:19,2297,0,0,4.5,22.2
ORD13056,U1165,D280,2024/10/1 17:20,3164,0,0,4.2,27.1
ORD18205,U1457,D261,2024/10/1 17:31,2238,0,0,4.2,24.8
ORD14727,U1261,D272,2024/10/1 17:36,2681,0,0,4.1,25.1
ORD10469,U1027,D271,2024/10/1 17:44,2616,0,0,4.4,29.7
ORD23330,U1751,D291,2024/10/1 17:55,2887,0,0,4.1,26
ORD13497,U1196,D295,2024/10/1 17:56,1923,0,0,4.8,22.7
ORD11051,U1058,D317,2024/10/1 18:06,2447,0,0,4.7,26.6
ORD11894,U1103,D315,2024/10/1 18:18,,0,1,,
ORD19609,U1538,D292,2024/10/1 18:20,1762,0,0,4.6,24.4
ORD21774,U1662,D208,2024/10/1 18:23,,0,1,,
ORD14996,U1277,D246,2024/10/1 18:25,2274,0,0,4.4,28.2
ORD13151,U1168,D305,2024/10/1 18:41,1821,0,0,4.4,28
ORD14438,U1244,D255,2024/10/1 18:50,2465,0,0,4.2,27.8
ORD20782,U1605,D233,2024/10/1 18:54,2268,0,0,4.5,25.8
ORD13064,U1165,D292,2024/10/1 18:56,1421,0,0,3.9,26.5
ORD12888,U1156,D274,2024/10/1 19:02,2182,0,0,4.5,22.6
ORD11951,U1109,D272,2024/10/1 19:09,3089,0,0,3.8,29
ORD20990,U1623,D281,2024/10/1 19:18,,0,1,,
ORD23475,U1758,D203,2024/10/1 19:37,2572,0,0,4.2,30.5
ORD22965,U1734,D262,2024/10/1 19:43,2233,0,0,4.2,30.4
ORD12169,U1120,D263,2024/10/1 19:56,1957,0,0,3.8,26.1
ORD23062,U1740,D303,2024/10/1 19:58,2622,0,0,4.6,24.4
ORD11111,U1060,D314,2024/10/1 19:58,2396,0,0,4.5,26.4
ORD14744,U1261,D283,2024/10/1 20:08,1964,0,0,4.2,25.2
ORD13506,U1196,D205,2024/10/1 20:13,1716,0,0,4.8,22.8
ORD11673,U1090,D282,2024/10/1 20:13,1836,0,0,4,28.4
ORD17740,U1434,D300,2024/10/1 20:21,2829,0,0,4.4,25.8
ORD10214,U1013,D205,2024/10/1 20:27,2241,0,0,4.1,26.5
ORD12491,U1135,D205,2024/10/1 20:29,2938,0,0,4.1,26.3
ORD23461,U1758,D260,2024/10/1 20:29,2747,0,0,4.7,29
ORD11794,U1098,D219,2024/10/1 20:29,1996,0,0,4.2,27.7
ORD14526,U1248,D272,2024/10/1 20:31,2087,0,0,3.8,29.4
ORD21209,U1632,D318,2024/10/1 20:37,2188,0,0,4.3,22.6
ORD11242,U1069,D314,2024/10/1 20:46,2623,0,0,4,22.9
ORD22474,U1697,D275,2024/10/1 20:47,1781,0,0,4.2,31.3
ORD11289,U1070,D280,2024/10/1 20:52,2049,0,0,4.4,26.9
ORD20927,U1617,D232,2024/10/1 20:53,2938,0,0,4.3,25.8
ORD15220,U1286,D282,2024/10/1 21:02,2044,0,0,4.7,28.5
ORD15539,U1301,D210,2024/10/1 21:17,1481,0,0,4,24.6
ORD19536,U1536,D239,2024/10/1 21:18,1712,0,0,4.4,28.9
ORD13840,U1213,D275,2024/10/1 21:57,,0,1,,
ORD18971,U1504,D317,2024/10/1 22:02,2580,0,0,3.9,26.5
ORD15637,U1309,D310,2024/10/1 22:02,2811,0,0,4,26.1
ORD11552,U1083,D243,2024/10/1 22:06,3006,0,0,4.8,24.2
ORD15199,U1286,D206,2024/10/1 22:08,,0,1,,
ORD10623,U1036,D292,2024/10/1 22:09,1814,0,0,4.4,26.1
ORD16099,U1332,D236,2024/10/1 22:21,3042,0,0,4.3,25.7
ORD14964,U1274,D295,2024/10/1 22:25,3172,0,0,4.8,24.6
ORD22578,U1705,D224,2024/10/1 22:29,2946,0,0,4.7,26.1
ORD15180,U1285,D314,2024/10/1 22:36,2077,0,0,4.5,22.9
ORD18595,U1482,D278,2024/10/1 22:43,3069,0,0,4.2,21
ORD23636,U1765,D223,2024/10/1 22:45,1974,0,0,4.5,25
ORD23058,U1740,D303,2024/10/1 22:47,1361,0,0,4.2,25.3
ORD11471,U1078,D246,2024/10/1 23:18,1716,0,0,4.8,23.2
ORD14175,U1229,D303,2024/10/1 23:25,2246,0,0,4.6,28.3
ORD12759,U1149,D242,2024/10/1 23:35,3137,0,0,4.6,27.3
ORD18425,U1469,D294,2024/10/1 23:37,2841,0,0,3.9,27.7
ORD23935,U1779,D206,2024/10/1 23:40,2633,0,0,4.4,25.6
ORD18671,U1488,D301,2024/10/1 23:50,1814,0,0,4.9,29.1
ORD18938,U1501,D230,2024/10/2 0:13,3199,0,0,4.3,26
ORD17499,U1422,D308,2024/10/2 6:21,3067,0,0,4.7,23.1
ORD11320,U1072,D213,2024/10/2 6:46,2593,0,0,4.5,24.6
ORD14637,U1255,D206,2024/10/2 6:59,1585,0,0,4.3,26.3
ORD15315,U1291,D309,2024/10/2 7:14,1954,0,0,4.4,21.9
ORD18810,U1495,D239,2024/10/2 8:10,1721,0,0,4.5,26.1
ORD13084,U1166,D212,2024/10/2 9:06,2362,0,0,4.4,23.2
ORD20236,U1576,D319,2024/10/2 9:08,1750,0,0,4,23.9
ORD17558,U1425,D205,2024/10/2 9:16,1790,0,0,4.1,24.9
ORD14136,U1228,D317,2024/10/2 9:17,2347,0,0,4.2,23.5
ORD19531,U1536,D239,2024/10/2 10:03,1902,0,0,4.1,23.5
ORD15781,U1316,D223,2024/10/2 10:24,1262,0,0,4.2,20.4
ORD14881,U1268,D256,2024/10/2 10:39,2736,0,0,3.7,23.9
ORD23654,U1765,D227,2024/10/2 10:45,1949,0,0,4.1,28.3
ORD20443,U1585,D237,2024/10/2 11:13,1416,0,0,4.5,26.8
ORD16344,U1350,D263,2024/10/2 11:20,3194,0,0,4.5,22.8
ORD15869,U1321,D200,2024/10/2 11:25,3007,0,0,4.1,23.4
ORD15167,U1285,D207,2024/10/2 11:27,2795,0,0,4,22
ORD12369,U1128,D230,2024/10/2 11:29,2873,0,0,4.3,24.9
ORD21404,U1645,D311,2024/10/2 11:38,2871,0,0,4.1,26.5
ORD10804,U1046,D318,2024/10/2 11:44,2649,0,0,4.2,27.9
ORD16867,U1382,D316,2024/10/2 11:58,2720,0,0,4.9,28
ORD20480,U1586,D286,2024/10/2 12:09,2844,0,0,4.3,27.8
ORD20592,U1591,D268,2024/10/2 12:09,2900,0,0,4.4,28.2
ORD14319,U1237,D233,2024/10/2 12:11,1509,0,0,4.5,25.5
ORD14202,U1229,D286,2024/10/2 12:11,2347,0,0,4.2,28.7
ORD11498,U1080,D302,2024/10/2 12:12,2827,0,0,4.1,25.3
ORD15273,U1290,D205,2024/10/2 12:20,2104,0,0,4.8,26.3
ORD23015,U1738,D316,2024/10/2 12:20,1575,0,0,4.4,30.3
ORD20423,U1584,D286,2024/10/2 12:24,2482,0,0,3.9,23.4
ORD11075,U1059,D250,2024/10/2 12:26,3134,0,0,4.5,24.4
ORD12082,U1118,D219,2024/10/2 12:34,2794,0,0,4.6,26.6
ORD19284,U1522,D289,2024/10/2 12:38,2841,0,0,4.9,23.6
ORD15502,U1299,D200,2024/10/2 12:42,2680,0,0,4.5,22.2
ORD11543,U1083,D243,2024/10/2 12:53,2954,0,0,3.8,26.8
ORD14426,U1244,D283,2024/10/2 12:58,1562,0,0,4.4,26.4
ORD22640,U1708,D277,2024/10/2 13:08,2086,0,0,4.7,23.2
ORD22493,U1697,D217,2024/10/2 13:12,,0,1,,
ORD14856,U1267,D316,2024/10/2 13:17,2841,0,0,4,31.1
ORD13812,U1212,D315,2024/10/2 13:23,,0,1,,
ORD10903,U1049,D206,2024/10/2 13:24,2596,0,0,3.7,23.8
ORD11174,U1062,D308,2024/10/2 13:25,1662,0,0,3.5,29.6
ORD21486,U1647,D211,2024/10/2 13:28,1999,0,0,4.4,26.5
ORD13199,U1176,D219,2024/10/2 13:33,1708,0,0,3.8,30.2
ORD10869,U1048,D256,2024/10/2 13:34,1819,0,0,4.5,22.3
ORD16072,U1331,D205,2024/10/2 13:56,1787,0,0,4.5,25.4
ORD23607,U1764,D245,2024/10/2 13:58,1244,0,0,4.8,26.6
ORD13575,U1201,D282,2024/10/2 14:21,2805,0,0,4.1,25.3
ORD13242,U1177,D223,2024/10/2 14:28,1965,0,0,4.1,22.3
ORD12965,U1159,D315,2024/10/2 14:30,3029,0,0,4.6,23.7
ORD19518,U1535,D240,2024/10/2 14:32,2138,0,0,4.5,24.1
ORD17438,U1418,D239,2024/10/2 14:38,1593,0,0,4.2,27.7
ORD12471,U1134,D261,2024/10/2 14:41,2137,0,0,4.8,27
ORD12262,U1124,D295,2024/10/2 15:01,2028,0,0,4.3,23.6
ORD16335,U1349,D213,2024/10/2 15:04,2620,0,0,4.6,25.3
ORD11116,U1060,D202,2024/10/2 15:36,1968,0,0,4.1,28.2
ORD10293,U1016,D227,2024/10/2 15:36,1769,0,0,4.4,28.6
ORD12490,U1135,D205,2024/10/2 15:38,1854,0,0,4.3,24.1
ORD22022,U1675,D202,2024/10/2 15:38,1423,0,0,4.4,22.3
ORD11325,U1072,D213,2024/10/2 15:40,1716,0,0,4.2,28.3
ORD22105,U1678,D286,2024/10/2 15:43,2890,0,0,4.6,22.7
ORD20697,U1600,D282,2024/10/2 15:50,2216,0,0,4,26.4
ORD10112,U1007,D216,2024/10/2 16:34,2249,0,0,4.2,24.2
ORD13778,U1210,D222,2024/10/2 16:42,2394,0,0,4.3,20.3
ORD20230,U1576,D289,2024/10/2 16:50,2913,0,0,4,23.5
ORD17084,U1397,D275,2024/10/2 16:52,1586,0,0,4.2,20.4
ORD14057,U1223,D203,2024/10/2 16:54,3043,0,0,4.1,24.2
ORD21740,U1659,D316,2024/10/2 17:26,2267,0,0,4.1,24.1
ORD12075,U1116,D298,2024/10/2 17:37,1723,0,0,4,24.8
ORD15472,U1298,D208,2024/10/2 18:07,2707,0,0,4.2,24
ORD23949,U1779,D227,2024/10/2 18:08,1554,0,0,4.3,20.6
ORD20838,U1608,D283,2024/10/2 18:28,2652,0,0,4.8,26.1
ORD23166,U1745,D212,2024/10/2 18:36,3061,0,0,4,24.2
ORD23221,U1747,D226,2024/10/2 18:38,2457,0,0,4,21.6
ORD19718,U1544,D223,2024/10/2 18:42,3055,0,0,4.4,24.7
ORD17381,U1414,D255,2024/10/2 18:46,2374,0,0,4.4,21.7
ORD14009,U1221,D309,2024/10/2 18:54,2430,0,0,3.9,23.1
ORD12782,U1150,D258,2024/10/2 19:04,1801,0,0,4.6,26.5
ORD11294,U1070,D233,2024/10/2 19:08,1619,0,0,4.1,30.7
ORD21904,U1671,D318,2024/10/2 19:10,2195,0,0,4.2,24.9
ORD23891,U1777,D280,2024/10/2 19:11,1721,0,0,4.5,25.5
ORD14444,U1244,D272,2024/10/2 19:12,2899,0,0,4.3,23.6
ORD21407,U1645,D215,2024/10/2 19:17,2299,0,0,4.1,29.3
ORD18184,U1455,D287,2024/10/2 19:27,2759,0,0,4.5,26.1
ORD23564,U1763,D279,2024/10/2 19:44,2987,0,0,4.3,28.7
ORD22454,U1695,D214,2024/10/2 19:54,2028,0,0,4.1,24
ORD11575,U1085,D301,2024/10/2 19:56,2209,0,0,3.8,24.8
ORD18092,U1452,D265,2024/10/2 20:02,3069,0,0,4.4,31.8
ORD21752,U1659,D282,2024/10/2 20:08,2736,0,0,4.3,27.4
ORD14622,U1255,D218,2024/10/2 20:10,2833,0,0,4.6,23.9
ORD12140,U1119,D283,2024/10/2 20:17,2281,0,0,4.5,25.2
ORD12305,U1126,D303,2024/10/2 20:20,2548,0,0,4,30.9
ORD18944,U1501,D254,2024/10/2 20:22,2729,0,0,4.2,30.2
ORD22429,U1695,D214,2024/10/2 20:23,1235,0,0,3.7,25.4
ORD10814,U1046,D262,2024/10/2 20:44,1748,0,0,4.8,27.8
ORD11056,U1058,D211,2024/10/2 20:53,2050,0,0,4.1,24
ORD13714,U1207,D303,2024/10/2 21:03,2499,0,0,4.5,22.6
ORD18690,U1490,D212,2024/10/2 21:12,1752,0,0,4.1,22.3
ORD10398,U1023,D229,2024/10/2 21:15,3190,0,0,4.3,24.7
ORD10492,U1027,D215,2024/10/2 21:21,1342,0,0,4.2,28.3
ORD21628,U1655,D287,2024/10/2 21:21,2102,0,0,3.9,28.7
ORD23292,U1750,D277,2024/10/2 21:34,3154,0,0,4.3,26.7
ORD14844,U1267,D290,2024/10/2 21:37,2199,0,0,4.6,24.2
ORD16486,U1356,D200,2024/10/2 21:37,1804,0,0,4.4,27.5
ORD17392,U1414,D262,2024/10/2 21:41,1565,0,0,4.6,22.6
ORD10820,U1047,D221,2024/10/2 21:45,1702,0,0,4,28
ORD20589,U1591,D241,2024/10/2 21:55,,0,1,,
ORD16906,U1385,D223,2024/10/2 22:07,1432,0,0,3.8,24.2
ORD12024,U1114,D208,2024/10/2 22:34,2812,0,0,4.4,28.2
ORD10016,U1001,D251,2024/10/2 23:13,2171,0,0,4.3,22.8
ORD21675,U1657,D204,2024/10/2 23:15,1403,0,0,4.1,22.5
ORD15169,U1285,D207,2024/10/2 23:41,1792,0,0,4.3,26.6
ORD13841,U1213,D276,2024/10/2 23:49,1703,0,0,4.9,26
