driver_id,order_no,shop_arrival_at,created_at
65032,TN590N,2022/12/4 5:16,2022/12/4 5:16
57175,VL654O,2022/12/4 5:19,2022/12/4 5:19
35316,QA921F,2022/12/4 5:20,2022/12/4 5:20
62064,SD415W,2022/12/4 5:27,2022/12/4 5:27
31971,TB931B,2022/12/4 5:30,2022/12/4 5:30
13870,BL678N,2022/12/4 5:32,2022/12/4 5:32
72261,LE125J,2022/12/4 5:35,2022/12/4 5:35
62064,DC328L,2022/12/4 5:42,2022/12/4 5:42
2165,LS165F,2022/12/4 5:51,2022/12/4 5:51
570,PC816B,2022/12/4 5:57,2022/12/4 5:57
65032,TI903J,2022/12/4 6:02,2022/12/4 6:02
72261,NO783I,2022/12/4 6:09,2022/12/4 6:09
65032,ED326O,2022/12/4 6:15,2022/12/4 6:15
70445,SK218A,2022/12/4 6:23,2022/12/4 6:23
13870,LU765Y,2022/12/4 6:25,2022/12/4 6:25
72261,RO906S,2022/12/4 6:30,2022/12/4 6:30
36568,QI245P,2022/12/4 6:31,2022/12/4 6:31
27828,QW146Z,2022/12/4 6:37,2022/12/4 6:37
16677,KF146Q,2022/12/4 6:43,2022/12/4 6:43
65032,WC982R,2022/12/4 6:45,2022/12/4 6:45
70445,ME952F,2022/12/4 6:45,2022/12/4 6:45
13870,FX675S,2022/12/4 6:46,2022/12/4 6:46
36568,EH632E,2022/12/4 6:47,2022/12/4 6:47
70277,YX351J,2022/12/4 6:58,2022/12/4 6:58
16677,AR648D,2022/12/4 7:02,2022/12/4 7:02
570,UR597A,2022/12/4 7:03,2022/12/4 7:03
27828,NM237J,2022/12/4 7:08,2022/12/4 7:08
62064,YB508S,2022/12/4 7:20,2022/12/4 7:20
70445,ZX098Z,2022/12/4 7:22,2022/12/4 7:22
16677,WP849U,2022/12/4 7:22,2022/12/4 7:22
36568,TR467Q,2022/12/4 7:24,2022/12/4 7:24
65032,EL539H,2022/12/4 7:24,2022/12/4 7:24
1137,IN528C,2022/12/4 7:26,2022/12/4 7:26
570,GY241Q,2022/12/4 7:33,2022/12/4 7:33
70445,SJ128C,2022/12/4 7:40,2022/12/4 7:40
57006,BL203N,2022/12/4 7:41,2022/12/4 7:41
1137,BH718S,2022/12/4 7:41,2022/12/4 7:41
36568,LG357E,2022/12/4 7:45,2022/12/4 7:45
41023,MQ167D,2022/12/4 7:45,2022/12/4 7:45
5305,PW640M,2022/12/4 7:58,2022/12/4 7:58
65032,MU426I,2022/12/4 7:59,2022/12/4 7:59
16677,WU623O,2022/12/4 8:09,2022/12/4 8:09
33490,OY486X,2022/12/4 8:09,2022/12/4 8:09
53570,KU780L,2022/12/4 8:12,2022/12/4 8:12
57006,SV095H,2022/12/4 8:12,2022/12/4 8:12
27828,TV850V,2022/12/4 8:13,2022/12/4 8:13
28731,YK324B,2022/12/4 8:16,2022/12/4 8:16
65032,QX403R,2022/12/4 8:16,2022/12/4 8:16
20768,PX698S,2022/12/4 8:16,2022/12/4 8:16
36568,NX857E,2022/12/4 8:16,2022/12/4 8:16
52943,OS541K,2022/12/4 8:18,2022/12/4 8:18
5305,DM865D,2022/12/4 8:21,2022/12/4 8:21
50383,LA134C,2022/12/4 8:21,2022/12/4 8:21
77834,MW278M,2022/12/4 8:24,2022/12/4 8:24
23359,AW132Q,2022/12/4 8:26,2022/12/4 8:26
29016,VD672D,2022/12/4 8:26,2022/12/4 8:26
62064,HI076N,2022/12/4 8:28,2022/12/4 8:28
60894,IO532Q,2022/12/4 8:29,2022/12/4 8:29
37113,XC645S,2022/12/4 8:30,2022/12/4 8:30
52520,IO906J,2022/12/4 8:30,2022/12/4 8:30
20768,QJ679U,2022/12/4 8:31,2022/12/4 8:31
57006,AX452B,2022/12/4 8:33,2022/12/4 8:33
52254,LK372R,2022/12/4 8:35,2022/12/4 8:35
27828,PQ175X,2022/12/4 8:38,2022/12/4 8:38
40742,YD091G,2022/12/4 8:39,2022/12/4 8:39
61946,LN798P,2022/12/4 8:40,2022/12/4 8:40
77670,LR318N,2022/12/4 8:40,2022/12/4 8:40
56006,LB530U,2022/12/4 8:44,2022/12/4 8:44
76713,BP938M,2022/12/4 8:46,2022/12/4 8:46
39829,WH346Z,2022/12/4 8:47,2022/12/4 8:47
46978,YK689V,2022/12/4 8:48,2022/12/4 8:48
16677,EY461Y,2022/12/4 8:48,2022/12/4 8:48
4808,ZL946D,2022/12/4 8:49,2022/12/4 8:49
5305,NU465X,2022/12/4 8:49,2022/12/4 8:49
40628,KF547F,2022/12/4 8:50,2022/12/4 8:50
46235,TI758G,2022/12/4 8:53,2022/12/4 8:53
25527,TC251C,2022/12/4 8:56,2022/12/4 8:56
20768,RN352P,2022/12/4 8:56,2022/12/4 8:56
60894,FS819U,2022/12/4 8:57,2022/12/4 8:57
11061,YE820E,2022/12/4 8:59,2022/12/4 8:59
570,AZ413U,2022/12/4 9:01,2022/12/4 9:01
52943,HQ267E,2022/12/4 9:01,2022/12/4 9:01
23359,FD980P,2022/12/4 9:03,2022/12/4 9:03
38996,HU135S,2022/12/4 9:03,2022/12/4 9:03
5829,XS078W,2022/12/4 9:03,2022/12/4 9:03
6505,GB170V,2022/12/4 9:06,2022/12/4 9:06
62436,BM180Q,2022/12/4 9:07,2022/12/4 9:07
52254,EA519Y,2022/12/4 9:08,2022/12/4 9:08
17702,CE314C,2022/12/4 9:11,2022/12/4 9:11
12046,RW687G,2022/12/4 9:12,2022/12/4 9:12
19893,TW734J,2022/12/4 9:12,2022/12/4 9:12
40742,OT013F,2022/12/4 9:13,2022/12/4 9:13
4266,JH543W,2022/12/4 9:14,2022/12/4 9:14
74852,EA456A,2022/12/4 9:15,2022/12/4 9:15
53016,IZ829I,2022/12/4 9:15,2022/12/4 9:15
61946,WG960N,2022/12/4 9:17,2022/12/4 9:17
30036,TS532M,2022/12/4 9:17,2022/12/4 9:17
76713,MN412K,2022/12/4 9:19,2022/12/4 9:19
54276,YI895F,2022/12/4 9:19,2022/12/4 9:19
25527,FY476Q,2022/12/4 9:20,2022/12/4 9:20
52943,RO394O,2022/12/4 9:20,2022/12/4 9:20
1137,SJ348E,2022/12/4 9:21,2022/12/4 9:21
5152,GY503U,2022/12/4 9:26,2022/12/4 9:26
26035,GM851H,2022/12/4 9:28,2022/12/4 9:28
6505,JE735U,2022/12/4 9:28,2022/12/4 9:28
11061,TO290E,2022/12/4 9:29,2022/12/4 9:29
19681,TB213T,2022/12/4 9:29,2022/12/4 9:29
26091,NL197O,2022/12/4 9:30,2022/12/4 9:30
2113,KI859U,2022/12/4 9:30,2022/12/4 9:30
52254,PD712G,2022/12/4 9:30,2022/12/4 9:30
27590,ZU032P,2022/12/4 9:30,2022/12/4 9:30
56006,CG385S,2022/12/4 9:31,2022/12/4 9:31
61427,CT512Q,2022/12/4 9:31,2022/12/4 9:31
20768,QR193B,2022/12/4 9:32,2022/12/4 9:32
5305,EA786N,2022/12/4 9:32,2022/12/4 9:32
70792,ZN870A,2022/12/4 9:32,2022/12/4 9:32
45273,HZ840Y,2022/12/4 9:33,2022/12/4 9:33
62064,JU017O,2022/12/4 9:34,2022/12/4 9:34
50383,SN023E,2022/12/4 9:36,2022/12/4 9:36
50151,EH736V,2022/12/4 9:36,2022/12/4 9:36
27828,YZ502I,2022/12/4 9:36,2022/12/4 9:36
28731,LX024M,2022/12/4 9:36,2022/12/4 9:36
12046,LE380R,2022/12/4 9:39,2022/12/4 9:39
4266,CO689K,2022/12/4 9:40,2022/12/4 9:40
53570,WK536T,2022/12/4 9:41,2022/12/4 9:41
53016,WC078A,2022/12/4 9:42,2022/12/4 9:42
42130,LG326B,2022/12/4 9:44,2022/12/4 9:44
54358,YG324I,2022/12/4 9:44,2022/12/4 9:44
38996,UH795R,2022/12/4 9:45,2022/12/4 9:45
2113,AH795G,2022/12/4 9:46,2022/12/4 9:46
27590,BO483L,2022/12/4 9:47,2022/12/4 9:47
6061,NK397N,2022/12/4 9:47,2022/12/4 9:47
24016,WK894B,2022/12/4 9:47,2022/12/4 9:47
16677,YR764I,2022/12/4 9:49,2022/12/4 9:49
60894,NM732X,2022/12/4 9:52,2022/12/4 9:52
13251,ZK015F,2022/12/4 9:55,2022/12/4 9:55
56006,IY467P,2022/12/4 9:55,2022/12/4 9:55
18442,KB925A,2022/12/4 9:55,2022/12/4 9:55
21991,MF371Y,2022/12/4 9:55,2022/12/4 9:55
26198,JU128C,2022/12/4 9:56,2022/12/4 9:56
26035,PS104M,2022/12/4 9:56,2022/12/4 9:56
6505,PC962S,2022/12/4 9:56,2022/12/4 9:56
77757,BI530I,2022/12/4 9:59,2022/12/4 9:59
46978,TW463S,2022/12/4 9:59,2022/12/4 9:59
508,AU210F,2022/12/4 10:00,2022/12/4 10:00
27805,ML674D,2022/12/4 10:01,2022/12/4 10:01
35922,OB073E,2022/12/4 10:02,2022/12/4 10:02
40628,MR678M,2022/12/4 10:04,2022/12/4 10:04
52254,UB104S,2022/12/4 10:05,2022/12/4 10:05
40742,SP825Z,2022/12/4 10:05,2022/12/4 10:05
50524,XQ286S,2022/12/4 10:06,2022/12/4 10:06
13296,YL837K,2022/12/4 10:06,2022/12/4 10:06
20768,VG753D,2022/12/4 10:07,2022/12/4 10:07
62064,DI798R,2022/12/4 10:07,2022/12/4 10:07
46235,HW652Q,2022/12/4 10:08,2022/12/4 10:08
20267,WI530J,2022/12/4 10:08,2022/12/4 10:08
37990,RY243G,2022/12/4 10:09,2022/12/4 10:09
28982,AS675Y,2022/12/4 10:09,2022/12/4 10:09
27590,OW973P,2022/12/4 10:09,2022/12/4 10:09
15660,ZI025W,2022/12/4 10:10,2022/12/4 10:10
60037,DN371I,2022/12/4 10:10,2022/12/4 10:10
32887,SK504M,2022/12/4 10:10,2022/12/4 10:10
50151,MB294N,2022/12/4 10:10,2022/12/4 10:10
27828,EA238O,2022/12/4 10:10,2022/12/4 10:10
50383,AX843A,2022/12/4 10:11,2022/12/4 10:11
77789,RB693E,2022/12/4 10:11,2022/12/4 10:11
55247,PS708K,2022/12/4 10:12,2022/12/4 10:12
1951,YK128F,2022/12/4 10:12,2022/12/4 10:12
35199,IA529N,2022/12/4 10:12,2022/12/4 10:12
20660,RI195I,2022/12/4 10:12,2022/12/4 10:12
2113,AQ247K,2022/12/4 10:12,2022/12/4 10:12
22748,DU286B,2022/12/4 10:12,2022/12/4 10:12
4154,DI172D,2022/12/4 10:12,2022/12/4 10:12
22977,EW062C,2022/12/4 10:13,2022/12/4 10:13
20211,UA485C,2022/12/4 10:13,2022/12/4 10:13
36853,MK154E,2022/12/4 10:13,2022/12/4 10:13
58213,RY938D,2022/12/4 10:13,2022/12/4 10:13
13214,ES652Z,2022/12/4 10:13,2022/12/4 10:13
26872,ZQ831F,2022/12/4 10:13,2022/12/4 10:13
18797,HD617S,2022/12/4 10:13,2022/12/4 10:13
70792,AL576A,2022/12/4 10:13,2022/12/4 10:13
55766,LZ417E,2022/12/4 10:14,2022/12/4 10:14
12814,MO125H,2022/12/4 10:14,2022/12/4 10:14
12046,RL821B,2022/12/4 10:14,2022/12/4 10:14
34735,IG041O,2022/12/4 10:14,2022/12/4 10:14
3465,CM502E,2022/12/4 10:14,2022/12/4 10:14
77654,YX429V,2022/12/4 10:14,2022/12/4 10:14
71171,FD217N,2022/12/4 10:14,2022/12/4 10:14
60828,DV257A,2022/12/4 10:15,2022/12/4 10:15
11061,OE295M,2022/12/4 10:15,2022/12/4 10:15
11634,VF567B,2022/12/4 10:15,2022/12/4 10:15
39041,LR803V,2022/12/4 10:15,2022/12/4 10:15
62126,JB870E,2022/12/4 10:16,2022/12/4 10:16
50810,LY405Y,2022/12/4 10:16,2022/12/4 10:16
71149,GI973M,2022/12/4 10:16,2022/12/4 10:16
23699,WR057G,2022/12/4 10:17,2022/12/4 10:17
30270,LU012P,2022/12/4 10:17,2022/12/4 10:17
24265,OZ674L,2022/12/4 10:17,2022/12/4 10:17
32123,PS382O,2022/12/4 10:17,2022/12/4 10:17
17151,AT976N,2022/12/4 10:17,2022/12/4 10:17
29067,AM395P,2022/12/4 10:17,2022/12/4 10:17
72306,FK201B,2022/12/4 10:17,2022/12/4 10:17
14267,BH759Z,2022/12/4 10:17,2022/12/4 10:17
55869,HT237G,2022/12/4 10:17,2022/12/4 10:17
4743,IA839U,2022/12/4 10:17,2022/12/4 10:17
54189,SV416F,2022/12/4 10:17,2022/12/4 10:17
69301,WB286P,2022/12/4 10:17,2022/12/4 10:17
44338,KE963V,2022/12/4 10:17,2022/12/4 10:17
67350,FN617P,2022/12/4 10:17,2022/12/4 10:17
7295,PB896R,2022/12/4 10:18,2022/12/4 10:18
53016,EI450Z,2022/12/4 10:18,2022/12/4 10:18
29731,YK329J,2022/12/4 10:18,2022/12/4 10:18
4055,TX542T,2022/12/4 10:18,2022/12/4 10:18
6973,HW926C,2022/12/4 10:18,2022/12/4 10:18
30725,MU260L,2022/12/4 10:18,2022/12/4 10:18
46152,YP465I,2022/12/4 10:18,2022/12/4 10:18
38996,JY986N,2022/12/4 10:19,2022/12/4 10:19
46288,OW534M,2022/12/4 10:20,2022/12/4 10:20
1468,FE315I,2022/12/4 10:20,2022/12/4 10:20
27805,LC016N,2022/12/4 10:20,2022/12/4 10:20
1137,RL804N,2022/12/4 10:21,2022/12/4 10:21
37025,HD851B,2022/12/4 10:21,2022/12/4 10:21
72424,TW792E,2022/12/4 10:21,2022/12/4 10:21
67426,WQ146N,2022/12/4 10:21,2022/12/4 10:21
33356,GY597C,2022/12/4 10:21,2022/12/4 10:21
46353,ZY698U,2022/12/4 10:21,2022/12/4 10:21
4984,QW153W,2022/12/4 10:21,2022/12/4 10:21
3268,OT795B,2022/12/4 10:22,2022/12/4 10:22
44338,FG231V,2022/12/4 10:22,2022/12/4 10:22
54358,BL605G,2022/12/4 10:22,2022/12/4 10:22
77531,XZ538J,2022/12/4 10:22,2022/12/4 10:22
27800,DL795H,2022/12/4 10:23,2022/12/4 10:23
20267,FC520K,2022/12/4 10:23,2022/12/4 10:23
24800,RX329W,2022/12/4 10:23,2022/12/4 10:23
34586,XP218I,2022/12/4 10:23,2022/12/4 10:23
20660,WG286O,2022/12/4 10:23,2022/12/4 10:23
65018,BT461M,2022/12/4 10:24,2022/12/4 10:24
4387,QN015D,2022/12/4 10:24,2022/12/4 10:24
47157,FK361O,2022/12/4 10:24,2022/12/4 10:24
73725,VM081W,2022/12/4 10:24,2022/12/4 10:24
28982,HI714M,2022/12/4 10:24,2022/12/4 10:24
70365,LO246T,2022/12/4 10:24,2022/12/4 10:24
42167,ZP792M,2022/12/4 10:24,2022/12/4 10:24
58891,TH879I,2022/12/4 10:25,2022/12/4 10:25
4154,RG527N,2022/12/4 10:25,2022/12/4 10:25
54948,CA306A,2022/12/4 10:25,2022/12/4 10:25
39908,PC408T,2022/12/4 10:25,2022/12/4 10:25
43543,HU613M,2022/12/4 10:25,2022/12/4 10:25
57965,EK052U,2022/12/4 10:25,2022/12/4 10:25
3823,JI694G,2022/12/4 10:25,2022/12/4 10:25
8477,RF591I,2022/12/4 10:25,2022/12/4 10:25
54377,DE768R,2022/12/4 10:25,2022/12/4 10:25
32024,SC216L,2022/12/4 10:25,2022/12/4 10:25
12911,DR482F,2022/12/4 10:25,2022/12/4 10:25
46978,OR459D,2022/12/4 10:26,2022/12/4 10:26
61641,UR819Y,2022/12/4 10:26,2022/12/4 10:26
44806,EI406L,2022/12/4 10:26,2022/12/4 10:26
45273,RC310D,2022/12/4 10:26,2022/12/4 10:26
52496,TE823P,2022/12/4 10:26,2022/12/4 10:26
9181,MI143F,2022/12/4 10:26,2022/12/4 10:26
53336,CR482L,2022/12/4 10:26,2022/12/4 10:26
34526,QO231S,2022/12/4 10:26,2022/12/4 10:26
36244,LP863P,2022/12/4 10:26,2022/12/4 10:26
25772,JE312F,2022/12/4 10:27,2022/12/4 10:27
53567,VF108W,2022/12/4 10:27,2022/12/4 10:27
41527,TL061Q,2022/12/4 10:27,2022/12/4 10:27
76679,AE812Z,2022/12/4 10:27,2022/12/4 10:27
35764,DS624N,2022/12/4 10:27,2022/12/4 10:27
39784,QI708I,2022/12/4 10:27,2022/12/4 10:27
45314,IX927J,2022/12/4 10:27,2022/12/4 10:27
27932,EW590E,2022/12/4 10:28,2022/12/4 10:28
12852,JA351Z,2022/12/4 10:28,2022/12/4 10:28
28043,NA324T,2022/12/4 10:28,2022/12/4 10:28
54771,ID381A,2022/12/4 10:28,2022/12/4 10:28
36668,ZE678B,2022/12/4 10:28,2022/12/4 10:28
12046,HQ986U,2022/12/4 10:29,2022/12/4 10:29
52494,YN086J,2022/12/4 10:29,2022/12/4 10:29
9506,ZL580A,2022/12/4 10:29,2022/12/4 10:29
20768,SD410N,2022/12/4 10:29,2022/12/4 10:29
4844,NK064A,2022/12/4 10:29,2022/12/4 10:29
56261,QD419U,2022/12/4 10:29,2022/12/4 10:29
6505,IY681P,2022/12/4 10:29,2022/12/4 10:29
26078,UR972I,2022/12/4 10:29,2022/12/4 10:29
13855,IJ792I,2022/12/4 10:29,2022/12/4 10:29
23314,OD170Q,2022/12/4 10:29,2022/12/4 10:29
41744,AJ429O,2022/12/4 10:29,2022/12/4 10:29
48904,HT071S,2022/12/4 10:30,2022/12/4 10:30
29195,NW275U,2022/12/4 10:30,2022/12/4 10:30
3519,WX542F,2022/12/4 10:30,2022/12/4 10:30
15706,TJ207C,2022/12/4 10:30,2022/12/4 10:30
31300,MD201S,2022/12/4 10:30,2022/12/4 10:30
77789,GL624T,2022/12/4 10:30,2022/12/4 10:30
55777,AZ281F,2022/12/4 10:30,2022/12/4 10:30
58576,QS130D,2022/12/4 10:30,2022/12/4 10:30
28810,IV856P,2022/12/4 10:30,2022/12/4 10:30
2800,RI085P,2022/12/4 10:31,2022/12/4 10:31
17702,UB567B,2022/12/4 10:31,2022/12/4 10:31
71639,YA291V,2022/12/4 10:31,2022/12/4 10:31
66857,YV719W,2022/12/4 10:32,2022/12/4 10:32
56515,AO712Z,2022/12/4 10:32,2022/12/4 10:32
24016,FD045X,2022/12/4 10:32,2022/12/4 10:32
26872,TB698N,2022/12/4 10:33,2022/12/4 10:33
77654,UZ019E,2022/12/4 10:33,2022/12/4 10:33
20486,EW972H,2022/12/4 10:33,2022/12/4 10:33
7219,ZJ492H,2022/12/4 10:33,2022/12/4 10:33
27897,HJ584G,2022/12/4 10:33,2022/12/4 10:33
14224,XB589C,2022/12/4 10:33,2022/12/4 10:33
41410,LH237B,2022/12/4 10:33,2022/12/4 10:33
57942,WP685H,2022/12/4 10:33,2022/12/4 10:33
62738,FD642G,2022/12/4 10:33,2022/12/4 10:33
70331,VG810T,2022/12/4 10:33,2022/12/4 10:33
60840,BY063S,2022/12/4 10:33,2022/12/4 10:33
63338,TV254F,2022/12/4 10:33,2022/12/4 10:33
55719,WP097J,2022/12/4 10:33,2022/12/4 10:33
72457,YB478A,2022/12/4 10:34,2022/12/4 10:34
18797,XZ718F,2022/12/4 10:34,2022/12/4 10:34
3465,CM926T,2022/12/4 10:34,2022/12/4 10:34
30270,WD093F,2022/12/4 10:34,2022/12/4 10:34
72424,OB901I,2022/12/4 10:34,2022/12/4 10:34
46081,CU270B,2022/12/4 10:34,2022/12/4 10:34
16677,IR645V,2022/12/4 10:34,2022/12/4 10:34
18655,SM489W,2022/12/4 10:34,2022/12/4 10:34
71282,KJ593T,2022/12/4 10:35,2022/12/4 10:35
46230,CT581Y,2022/12/4 10:35,2022/12/4 10:35
