driver_id,order_no,shop_arrival_at,created_at
62313,KM768D,2022/12/1 10:23,2022/12/1 10:23
27134,KW418F,2022/12/1 10:23,2022/12/1 10:23
51293,YP640M,2022/12/1 10:24,2022/12/1 10:24
22872,WS276P,2022/12/1 10:24,2022/12/1 10:24
11634,DE201R,2022/12/1 10:24,2022/12/1 10:24
62869,VY237S,2022/12/1 10:24,2022/12/1 10:24
67350,EU386K,2022/12/1 10:24,2022/12/1 10:24
60037,ID528Y,2022/12/1 10:24,2022/12/1 10:24
54606,GB326D,2022/12/1 10:25,2022/12/1 10:25
45933,PD508W,2022/12/1 10:25,2022/12/1 10:25
55165,NH592I,2022/12/1 10:25,2022/12/1 10:25
27442,LK409F,2022/12/1 10:25,2022/12/1 10:25
30547,QD190E,2022/12/1 10:25,2022/12/1 10:25
55869,EZ760B,2022/12/1 10:25,2022/12/1 10:25
61552,BH064U,2022/12/1 10:25,2022/12/1 10:25
75774,JD260Z,2022/12/1 10:25,2022/12/1 10:25
58275,JK750S,2022/12/1 10:26,2022/12/1 10:26
62064,VO185T,2022/12/1 10:26,2022/12/1 10:26
37253,YS380Q,2022/12/1 10:26,2022/12/1 10:26
57974,HM709E,2022/12/1 10:26,2022/12/1 10:26
12401,EG937D,2022/12/1 10:27,2022/12/1 10:27
3311,KM537U,2022/12/1 10:27,2022/12/1 10:27
48028,GP172S,2022/12/1 10:27,2022/12/1 10:27
58119,KO531C,2022/12/1 10:27,2022/12/1 10:27
6061,PM932L,2022/12/1 10:27,2022/12/1 10:27
60843,HR784V,2022/12/1 10:27,2022/12/1 10:27
30270,OA312V,2022/12/1 10:27,2022/12/1 10:27
67341,HX140V,2022/12/1 10:28,2022/12/1 10:28
70305,XN726F,2022/12/1 10:28,2022/12/1 10:28
36258,HX287A,2022/12/1 10:28,2022/12/1 10:28
29731,MU475Q,2022/12/1 10:28,2022/12/1 10:28
67426,JK751J,2022/12/1 10:28,2022/12/1 10:28
75035,HL810T,2022/12/1 10:29,2022/12/1 10:29
46234,KF073N,2022/12/1 10:29,2022/12/1 10:29
54948,VW283R,2022/12/1 10:29,2022/12/1 10:29
31340,XL512Z,2022/12/1 10:29,2022/12/1 10:29
19659,CX928Z,2022/12/1 10:29,2022/12/1 10:29
50532,XG874Z,2022/12/1 10:30,2022/12/1 10:30
62545,GP839K,2022/12/1 10:30,2022/12/1 10:30
31036,TQ298Z,2022/12/1 10:30,2022/12/1 10:30
29246,MF087A,2022/12/1 10:30,2022/12/1 10:30
54729,IH190N,2022/12/1 10:30,2022/12/1 10:30
18374,GN192W,2022/12/1 10:30,2022/12/1 10:30
25812,HD012U,2022/12/1 10:30,2022/12/1 10:30
6973,FG145I,2022/12/1 10:30,2022/12/1 10:30
20369,JO712Z,2022/12/1 10:31,2022/12/1 10:31
74071,FH709V,2022/12/1 10:31,2022/12/1 10:31
32123,WD341X,2022/12/1 10:31,2022/12/1 10:31
68298,XA738H,2022/12/1 10:31,2022/12/1 10:31
34167,QY290Q,2022/12/1 10:31,2022/12/1 10:31
40628,GN561J,2022/12/1 10:32,2022/12/1 10:32
28810,HT214V,2022/12/1 10:32,2022/12/1 10:32
51271,ZW182A,2022/12/1 10:32,2022/12/1 10:32
14143,AX980X,2022/12/1 10:32,2022/12/1 10:32
13870,UY702C,2022/12/1 10:32,2022/12/1 10:32
8364,WI704T,2022/12/1 10:32,2022/12/1 10:32
40978,BS328Y,2022/12/1 10:32,2022/12/1 10:32
15422,BX849Q,2022/12/1 10:33,2022/12/1 10:33
11120,WZ169H,2022/12/1 10:33,2022/12/1 10:33
47625,BR176K,2022/12/1 10:33,2022/12/1 10:33
38334,IO304O,2022/12/1 10:33,2022/12/1 10:33
21177,CU129Y,2022/12/1 10:33,2022/12/1 10:33
46978,FE861N,2022/12/1 10:33,2022/12/1 10:33
57677,IW274L,2022/12/1 10:33,2022/12/1 10:33
28211,YF837H,2022/12/1 10:33,2022/12/1 10:33
21706,LY520X,2022/12/1 10:34,2022/12/1 10:34
47625,HE506Z,2022/12/1 10:34,2022/12/1 10:34
21530,ZK142E,2022/12/1 10:34,2022/12/1 10:34
9506,QJ790M,2022/12/1 10:34,2022/12/1 10:34
58609,RN817P,2022/12/1 10:34,2022/12/1 10:34
29195,XD086J,2022/12/1 10:34,2022/12/1 10:34
11428,UC503G,2022/12/1 10:34,2022/12/1 10:34
42159,WA135X,2022/12/1 10:34,2022/12/1 10:34
38782,IH217L,2022/12/1 10:34,2022/12/1 10:34
27928,DF045K,2022/12/1 10:34,2022/12/1 10:34
34359,PK839L,2022/12/1 10:34,2022/12/1 10:34
33288,UT842M,2022/12/1 10:35,2022/12/1 10:35
11504,RA536G,2022/12/1 10:35,2022/12/1 10:35
40050,NC174P,2022/12/1 10:35,2022/12/1 10:35
64340,FA098J,2022/12/1 10:35,2022/12/1 10:35
66185,JA678R,2022/12/1 10:36,2022/12/1 10:36
55583,RJ152Z,2022/12/1 10:36,2022/12/1 10:36
65788,LW713Z,2022/12/1 10:36,2022/12/1 10:36
1324,SO490O,2022/12/1 10:36,2022/12/1 10:36
67243,XU385H,2022/12/1 10:36,2022/12/1 10:36
29731,EL543C,2022/12/1 10:36,2022/12/1 10:36
58386,IM841J,2022/12/1 10:37,2022/12/1 10:37
21760,NI428K,2022/12/1 10:37,2022/12/1 10:37
67302,AL708H,2022/12/1 10:37,2022/12/1 10:37
14199,ZB479C,2022/12/1 10:37,2022/12/1 10:37
20354,QB958J,2022/12/1 10:37,2022/12/1 10:37
2501,TW605L,2022/12/1 10:37,2022/12/1 10:37
74897,KE908T,2022/12/1 10:37,2022/12/1 10:37
27657,EQ701P,2022/12/1 10:37,2022/12/1 10:37
2800,EK517K,2022/12/1 10:37,2022/12/1 10:37
57867,QL536A,2022/12/1 10:37,2022/12/1 10:37
48332,VF423M,2022/12/1 10:37,2022/12/1 10:37
15798,KA369R,2022/12/1 10:37,2022/12/1 10:37
54966,PT750V,2022/12/1 10:37,2022/12/1 10:37
39923,EN582I,2022/12/1 10:37,2022/12/1 10:37
3843,BP791X,2022/12/1 10:38,2022/12/1 10:38
12046,LY058Y,2022/12/1 10:38,2022/12/1 10:38
31734,DT789B,2022/12/1 10:38,2022/12/1 10:38
71008,TP951L,2022/12/1 10:38,2022/12/1 10:38
42903,RV916P,2022/12/1 10:38,2022/12/1 10:38
45125,HO590M,2022/12/1 10:38,2022/12/1 10:38
54358,FO728G,2022/12/1 10:38,2022/12/1 10:38
27208,JP670V,2022/12/1 10:39,2022/12/1 10:39
62180,IP926H,2022/12/1 10:39,2022/12/1 10:39
46019,EY120T,2022/12/1 10:39,2022/12/1 10:39
34245,SO347B,2022/12/1 10:39,2022/12/1 10:39
21090,ML295F,2022/12/1 10:39,2022/12/1 10:39
12311,JY064B,2022/12/1 10:40,2022/12/1 10:40
43187,HX975B,2022/12/1 10:40,2022/12/1 10:40
3801,YR407L,2022/12/1 10:41,2022/12/1 10:41
22803,PM279P,2022/12/1 10:42,2022/12/1 10:42
3311,WE735L,2022/12/1 10:42,2022/12/1 10:42
11485,DP493T,2022/12/1 10:42,2022/12/1 10:42
74071,PM351O,2022/12/1 10:42,2022/12/1 10:42
75683,DT634P,2022/12/1 10:42,2022/12/1 10:42
4808,PC295B,2022/12/1 10:42,2022/12/1 10:42
50524,XJ283E,2022/12/1 10:42,2022/12/1 10:42
27103,EU508P,2022/12/1 10:42,2022/12/1 10:42
18447,JL935T,2022/12/1 10:43,2022/12/1 10:43
76745,XR465M,2022/12/1 10:43,2022/12/1 10:43
38936,ZL325M,2022/12/1 10:43,2022/12/1 10:43
50151,RT276F,2022/12/1 10:43,2022/12/1 10:43
27712,FN081W,2022/12/1 10:43,2022/12/1 10:43
41289,PR934H,2022/12/1 10:44,2022/12/1 10:44
26035,AB267G,2022/12/1 10:44,2022/12/1 10:44
36670,GQ617C,2022/12/1 10:44,2022/12/1 10:44
39829,GW621G,2022/12/1 10:44,2022/12/1 10:44
31354,LH501G,2022/12/1 10:44,2022/12/1 10:44
9488,RY743B,2022/12/1 10:44,2022/12/1 10:44
25503,CH472H,2022/12/1 10:44,2022/12/1 10:44
47625,OU403N,2022/12/1 10:44,2022/12/1 10:44
74696,FX579M,2022/12/1 10:44,2022/12/1 10:44
74975,QV093I,2022/12/1 10:44,2022/12/1 10:44
71283,DA519S,2022/12/1 10:45,2022/12/1 10:45
53336,GD814C,2022/12/1 10:45,2022/12/1 10:45
37197,CE734V,2022/12/1 10:45,2022/12/1 10:45
32236,RH175X,2022/12/1 10:45,2022/12/1 10:45
62058,EG295H,2022/12/1 10:45,2022/12/1 10:45
52904,AT137N,2022/12/1 10:45,2022/12/1 10:45
44806,CQ568Z,2022/12/1 10:46,2022/12/1 10:46
19123,TE712B,2022/12/1 10:46,2022/12/1 10:46
12173,OB905T,2022/12/1 10:46,2022/12/1 10:46
70365,LA742A,2022/12/1 10:46,2022/12/1 10:46
74984,EH950B,2022/12/1 10:46,2022/12/1 10:46
63694,XK095D,2022/12/1 10:46,2022/12/1 10:46
51293,DZ528F,2022/12/1 10:47,2022/12/1 10:47
66139,FV485Q,2022/12/1 10:47,2022/12/1 10:47
66187,FD869C,2022/12/1 10:47,2022/12/1 10:47
52375,MV957M,2022/12/1 10:47,2022/12/1 10:47
59411,MW986O,2022/12/1 10:47,2022/12/1 10:47
33610,VI230L,2022/12/1 10:47,2022/12/1 10:47
53849,YT639P,2022/12/1 10:47,2022/12/1 10:47
28810,UT270U,2022/12/1 10:47,2022/12/1 10:47
21661,JO301E,2022/12/1 10:48,2022/12/1 10:48
61295,RK367V,2022/12/1 10:48,2022/12/1 10:48
1137,GJ748V,2022/12/1 10:48,2022/12/1 10:48
41186,OW106H,2022/12/1 10:48,2022/12/1 10:48
45433,KI625I,2022/12/1 10:48,2022/12/1 10:48
35077,TI493K,2022/12/1 10:48,2022/12/1 10:48
37507,WC245H,2022/12/1 10:49,2022/12/1 10:49
2132,FU079M,2022/12/1 10:49,2022/12/1 10:49
70001,LQ542H,2022/12/1 10:49,2022/12/1 10:49
40737,FK024P,2022/12/1 10:49,2022/12/1 10:49
61631,EJ168A,2022/12/1 10:49,2022/12/1 10:49
22977,IT638A,2022/12/1 10:49,2022/12/1 10:49
45584,EJ537E,2022/12/1 10:49,2022/12/1 10:49
21655,SU476B,2022/12/1 10:49,2022/12/1 10:49
49198,EN351F,2022/12/1 10:49,2022/12/1 10:49
70150,DZ760I,2022/12/1 10:49,2022/12/1 10:49
27442,DF386C,2022/12/1 10:49,2022/12/1 10:49
52254,CX792M,2022/12/1 10:50,2022/12/1 10:50
60475,AD195P,2022/12/1 10:50,2022/12/1 10:50
6594,DQ860G,2022/12/1 10:50,2022/12/1 10:50
38913,FQ826G,2022/12/1 10:50,2022/12/1 10:50
75743,OD578C,2022/12/1 10:50,2022/12/1 10:50
30102,OG326L,2022/12/1 10:50,2022/12/1 10:50
3278,UB814T,2022/12/1 10:50,2022/12/1 10:50
54031,ID810U,2022/12/1 10:50,2022/12/1 10:50
64678,TU679T,2022/12/1 10:50,2022/12/1 10:50
36001,TS254S,2022/12/1 10:50,2022/12/1 10:50
51878,SN709Z,2022/12/1 10:50,2022/12/1 10:50
61427,KS490W,2022/12/1 10:51,2022/12/1 10:51
11428,KE715W,2022/12/1 10:51,2022/12/1 10:51
64340,JU031K,2022/12/1 10:51,2022/12/1 10:51
12046,WV795C,2022/12/1 10:51,2022/12/1 10:51
70168,OD049K,2022/12/1 10:51,2022/12/1 10:51
76581,LY985D,2022/12/1 10:51,2022/12/1 10:51
1468,FU345E,2022/12/1 10:51,2022/12/1 10:51
