driver_id,order_no,shop_arrival_at,created_at
26871,WT409K,2022/12/2 8:25,2022/12/2 8:25
396,MW238G,2022/12/2 8:27,2022/12/2 8:27
15485,WO193C,2022/12/2 8:30,2022/12/2 8:30
869,TU584C,2022/12/2 8:32,2022/12/2 8:32
1951,DZ912M,2022/12/2 8:37,2022/12/2 8:37
12046,ZC128M,2022/12/2 8:39,2022/12/2 8:39
22528,ZR921W,2022/12/2 8:39,2022/12/2 8:39
20023,JO751A,2022/12/2 8:42,2022/12/2 8:42
39814,NF956Q,2022/12/2 8:42,2022/12/2 8:42
18442,IX457Q,2022/12/2 8:42,2022/12/2 8:42
396,QG072H,2022/12/2 8:43,2022/12/2 8:43
5829,UH142R,2022/12/2 8:44,2022/12/2 8:44
61928,TQ082R,2022/12/2 8:50,2022/12/2 8:50
28675,VN748Q,2022/12/2 8:51,2022/12/2 8:51
15485,JG895R,2022/12/2 8:59,2022/12/2 8:59
4266,VY130Q,2022/12/2 9:01,2022/12/2 9:01
26871,RS369M,2022/12/2 9:02,2022/12/2 9:02
10828,FM036E,2022/12/2 9:04,2022/12/2 9:04
31299,MO765F,2022/12/2 9:05,2022/12/2 9:05
64895,CB325R,2022/12/2 9:05,2022/12/2 9:05
18442,YJ935I,2022/12/2 9:07,2022/12/2 9:07
17702,WE051X,2022/12/2 9:08,2022/12/2 9:08
20211,AK123R,2022/12/2 9:09,2022/12/2 9:09
51293,NJ189P,2022/12/2 9:13,2022/12/2 9:13
14101,OC981W,2022/12/2 9:13,2022/12/2 9:13
28254,VB968T,2022/12/2 9:14,2022/12/2 9:14
5326,EB275S,2022/12/2 9:15,2022/12/2 9:15
16677,SI267E,2022/12/2 9:15,2022/12/2 9:15
24402,VH658Y,2022/12/2 9:16,2022/12/2 9:16
41885,TW798A,2022/12/2 9:19,2022/12/2 9:19
15485,WZ169S,2022/12/2 9:20,2022/12/2 9:20
396,FQ598U,2022/12/2 9:21,2022/12/2 9:21
1137,GN789Y,2022/12/2 9:23,2022/12/2 9:23
869,EU091N,2022/12/2 9:23,2022/12/2 9:23
4266,ZT574D,2022/12/2 9:24,2022/12/2 9:24
35316,DW097V,2022/12/2 9:24,2022/12/2 9:24
34359,YH291R,2022/12/2 9:24,2022/12/2 9:24
28675,WZ904C,2022/12/2 9:28,2022/12/2 9:28
76298,NH651F,2022/12/2 9:30,2022/12/2 9:30
26035,CR507C,2022/12/2 9:30,2022/12/2 9:30
4984,BV470D,2022/12/2 9:32,2022/12/2 9:32
26871,MI189P,2022/12/2 9:32,2022/12/2 9:32
27062,LF924G,2022/12/2 9:38,2022/12/2 9:38
533,MN019N,2022/12/2 9:38,2022/12/2 9:38
24016,AE358I,2022/12/2 9:39,2022/12/2 9:39
14101,IX596T,2022/12/2 9:39,2022/12/2 9:39
46612,TY043I,2022/12/2 9:41,2022/12/2 9:41
16677,GK351A,2022/12/2 9:43,2022/12/2 9:43
5829,GW432Q,2022/12/2 9:45,2022/12/2 9:45
70168,YP941J,2022/12/2 9:47,2022/12/2 9:47
39814,UN057H,2022/12/2 9:48,2022/12/2 9:48
18326,PB173V,2022/12/2 9:48,2022/12/2 9:48
49682,CN259J,2022/12/2 9:48,2022/12/2 9:48
23388,RB095Z,2022/12/2 9:49,2022/12/2 9:49
67283,KB789W,2022/12/2 9:49,2022/12/2 9:49
22067,CU841J,2022/12/2 9:50,2022/12/2 9:50
73388,SI986J,2022/12/2 9:52,2022/12/2 9:52
41811,GH985U,2022/12/2 9:53,2022/12/2 9:53
10828,ME730A,2022/12/2 9:53,2022/12/2 9:53
31471,IV934D,2022/12/2 9:54,2022/12/2 9:54
52520,FZ168R,2022/12/2 9:55,2022/12/2 9:55
68520,BV132N,2022/12/2 9:55,2022/12/2 9:55
55777,QA540X,2022/12/2 9:55,2022/12/2 9:55
22872,DA157F,2022/12/2 9:55,2022/12/2 9:55
41885,QK406P,2022/12/2 9:58,2022/12/2 9:58
420,XU532C,2022/12/2 9:59,2022/12/2 9:59
23964,XY761T,2022/12/2 9:59,2022/12/2 9:59
28675,WA231A,2022/12/2 9:59,2022/12/2 9:59
1137,UY917O,2022/12/2 10:00,2022/12/2 10:00
6973,QW491Z,2022/12/2 10:01,2022/12/2 10:01
29108,FS249Z,2022/12/2 10:01,2022/12/2 10:01
57006,PC910B,2022/12/2 10:02,2022/12/2 10:02
70168,DP504U,2022/12/2 10:05,2022/12/2 10:05
75035,AE180W,2022/12/2 10:05,2022/12/2 10:05
50524,IL916Z,2022/12/2 10:05,2022/12/2 10:05
62126,MU960Q,2022/12/2 10:06,2022/12/2 10:06
1951,TX146H,2022/12/2 10:07,2022/12/2 10:07
16677,MB804H,2022/12/2 10:07,2022/12/2 10:07
3880,SX436Y,2022/12/2 10:07,2022/12/2 10:07
396,KH495V,2022/12/2 10:08,2022/12/2 10:08
72306,OR813H,2022/12/2 10:08,2022/12/2 10:08
22067,RX846O,2022/12/2 10:08,2022/12/2 10:08
34359,WU657A,2022/12/2 10:09,2022/12/2 10:09
48254,TO789N,2022/12/2 10:10,2022/12/2 10:10
73422,SU520K,2022/12/2 10:10,2022/12/2 10:10
28254,DZ764T,2022/12/2 10:10,2022/12/2 10:10
26871,FH658F,2022/12/2 10:11,2022/12/2 10:11
32123,WL687T,2022/12/2 10:11,2022/12/2 10:11
73353,YX074H,2022/12/2 10:12,2022/12/2 10:12
71283,KZ954V,2022/12/2 10:13,2022/12/2 10:13
6185,RY657J,2022/12/2 10:13,2022/12/2 10:13
54948,KD238R,2022/12/2 10:14,2022/12/2 10:14
39814,FT513G,2022/12/2 10:14,2022/12/2 10:14
14101,BP890V,2022/12/2 10:14,2022/12/2 10:14
26259,LT540E,2022/12/2 10:14,2022/12/2 10:14
3562,XD318N,2022/12/2 10:15,2022/12/2 10:15
77795,BW961S,2022/12/2 10:15,2022/12/2 10:15
39923,BH023C,2022/12/2 10:15,2022/12/2 10:15
9506,BP370S,2022/12/2 10:16,2022/12/2 10:16
28810,TJ901I,2022/12/2 10:16,2022/12/2 10:16
10684,GU309N,2022/12/2 10:16,2022/12/2 10:16
29246,DA176N,2022/12/2 10:16,2022/12/2 10:16
14332,WI921U,2022/12/2 10:16,2022/12/2 10:16
32898,BW962P,2022/12/2 10:17,2022/12/2 10:17
20504,UT235V,2022/12/2 10:17,2022/12/2 10:17
38913,DN630K,2022/12/2 10:18,2022/12/2 10:18
71835,OF703G,2022/12/2 10:18,2022/12/2 10:18
27732,DH791R,2022/12/2 10:18,2022/12/2 10:18
24016,GT438V,2022/12/2 10:18,2022/12/2 10:18
71314,TS236T,2022/12/2 10:18,2022/12/2 10:18
50524,SC570I,2022/12/2 10:18,2022/12/2 10:18
55869,DG387S,2022/12/2 10:18,2022/12/2 10:18
29731,JH142U,2022/12/2 10:19,2022/12/2 10:19
37025,DR362Y,2022/12/2 10:19,2022/12/2 10:19
75033,IK054B,2022/12/2 10:19,2022/12/2 10:19
2658,ZH958N,2022/12/2 10:19,2022/12/2 10:19
71066,QH203S,2022/12/2 10:20,2022/12/2 10:20
44494,AB852T,2022/12/2 10:20,2022/12/2 10:20
65031,CM236R,2022/12/2 10:21,2022/12/2 10:21
76698,VC685O,2022/12/2 10:21,2022/12/2 10:21
43589,KD648X,2022/12/2 10:21,2022/12/2 10:21
45360,QK853Y,2022/12/2 10:21,2022/12/2 10:21
32072,ZX810Z,2022/12/2 10:22,2022/12/2 10:22
25676,SX840M,2022/12/2 10:22,2022/12/2 10:22
60475,EQ739G,2022/12/2 10:22,2022/12/2 10:22
77646,WY701E,2022/12/2 10:22,2022/12/2 10:22
12046,KY259Z,2022/12/2 10:22,2022/12/2 10:22
27923,XP743W,2022/12/2 10:22,2022/12/2 10:22
60894,KL264O,2022/12/2 10:23,2022/12/2 10:23
5623,UC697M,2022/12/2 10:23,2022/12/2 10:23
33356,CI013M,2022/12/2 10:23,2022/12/2 10:23
62064,NF752R,2022/12/2 10:23,2022/12/2 10:23
5621,WB267W,2022/12/2 10:23,2022/12/2 10:23
16384,JS605G,2022/12/2 10:24,2022/12/2 10:24
55221,DU634O,2022/12/2 10:24,2022/12/2 10:24
56608,OR160T,2022/12/2 10:24,2022/12/2 10:24
36258,ZV435O,2022/12/2 10:24,2022/12/2 10:24
36853,RN914H,2022/12/2 10:24,2022/12/2 10:24
38465,TB681H,2022/12/2 10:25,2022/12/2 10:25
47625,SY419S,2022/12/2 10:25,2022/12/2 10:25
60680,AO152R,2022/12/2 10:25,2022/12/2 10:25
4827,FH643O,2022/12/2 10:25,2022/12/2 10:25
23227,GS589U,2022/12/2 10:25,2022/12/2 10:25
55852,ME012L,2022/12/2 10:25,2022/12/2 10:25
62311,CE720M,2022/12/2 10:25,2022/12/2 10:25
46973,WX630L,2022/12/2 10:26,2022/12/2 10:26
46978,KM086N,2022/12/2 10:27,2022/12/2 10:27
6324,UZ057D,2022/12/2 10:27,2022/12/2 10:27
17024,NR490X,2022/12/2 10:27,2022/12/2 10:27
14960,CJ107M,2022/12/2 10:27,2022/12/2 10:27
32059,ZV904U,2022/12/2 10:27,2022/12/2 10:27
55766,GY970C,2022/12/2 10:27,2022/12/2 10:27
73353,WG706D,2022/12/2 10:27,2022/12/2 10:27
45449,MT687H,2022/12/2 10:27,2022/12/2 10:27
31195,RA619I,2022/12/2 10:27,2022/12/2 10:27
4266,PV107F,2022/12/2 10:28,2022/12/2 10:28
3422,KW815Y,2022/12/2 10:28,2022/12/2 10:28
65539,RX135C,2022/12/2 10:28,2022/12/2 10:28
2217,PS781W,2022/12/2 10:29,2022/12/2 10:29
44628,FO471Q,2022/12/2 10:29,2022/12/2 10:29
51878,JY174C,2022/12/2 10:30,2022/12/2 10:30
77967,YI168C,2022/12/2 10:30,2022/12/2 10:30
14267,ZC419L,2022/12/2 10:30,2022/12/2 10:30
52568,EN853S,2022/12/2 10:30,2022/12/2 10:30
36670,VA016Y,2022/12/2 10:30,2022/12/2 10:30
27800,LQ601P,2022/12/2 10:30,2022/12/2 10:30
20068,SW129B,2022/12/2 10:30,2022/12/2 10:30
396,CH149D,2022/12/2 10:30,2022/12/2 10:30
62749,JC841J,2022/12/2 10:31,2022/12/2 10:31
31388,GK298P,2022/12/2 10:31,2022/12/2 10:31
63909,BN856T,2022/12/2 10:31,2022/12/2 10:31
10828,LE371N,2022/12/2 10:31,2022/12/2 10:31
32887,RI036A,2022/12/2 10:31,2022/12/2 10:31
61124,EA207J,2022/12/2 10:31,2022/12/2 10:31
41885,AU254O,2022/12/2 10:31,2022/12/2 10:31
37197,IW719X,2022/12/2 10:31,2022/12/2 10:31
49198,JT941Z,2022/12/2 10:32,2022/12/2 10:32
61552,EC932F,2022/12/2 10:32,2022/12/2 10:32
49852,OC302X,2022/12/2 10:32,2022/12/2 10:32
39352,CB467F,2022/12/2 10:32,2022/12/2 10:32
18326,MB143B,2022/12/2 10:32,2022/12/2 10:32
55247,GT819E,2022/12/2 10:32,2022/12/2 10:32
20249,HI481H,2022/12/2 10:32,2022/12/2 10:32
27733,RL694B,2022/12/2 10:33,2022/12/2 10:33
39352,AJ491Y,2022/12/2 10:33,2022/12/2 10:33
23388,FG597O,2022/12/2 10:34,2022/12/2 10:34
44582,JU368Q,2022/12/2 10:34,2022/12/2 10:34
420,FK351C,2022/12/2 10:34,2022/12/2 10:34
28189,FH782D,2022/12/2 10:34,2022/12/2 10:34
42558,JV580O,2022/12/2 10:35,2022/12/2 10:35
17543,BE879U,2022/12/2 10:35,2022/12/2 10:35
61402,AB759A,2022/12/2 10:36,2022/12/2 10:36
60345,PW803E,2022/12/2 10:36,2022/12/2 10:36
72306,HQ271P,2022/12/2 10:36,2022/12/2 10:36
67734,SG352W,2022/12/2 10:36,2022/12/2 10:36
57006,SL219H,2022/12/2 10:36,2022/12/2 10:36
20945,HX945O,2022/12/2 10:37,2022/12/2 10:37
41527,QY379H,2022/12/2 10:37,2022/12/2 10:37
26871,KZ324O,2022/12/2 10:37,2022/12/2 10:37
36001,NV613G,2022/12/2 10:37,2022/12/2 10:37
37835,YG578F,2022/12/2 10:37,2022/12/2 10:37
12814,XI812R,2022/12/2 10:37,2022/12/2 10:37
66139,KV418Y,2022/12/2 10:38,2022/12/2 10:38
58213,RT284V,2022/12/2 10:38,2022/12/2 10:38
55869,VG695E,2022/12/2 10:38,2022/12/2 10:38
28569,NV481E,2022/12/2 10:38,2022/12/2 10:38
46152,QL749C,2022/12/2 10:38,2022/12/2 10:38
71283,KQ214F,2022/12/2 10:38,2022/12/2 10:38
56957,QP921Y,2022/12/2 10:39,2022/12/2 10:39
69416,PX756N,2022/12/2 10:39,2022/12/2 10:39
67554,BI310O,2022/12/2 10:39,2022/12/2 10:39
22340,MQ483M,2022/12/2 10:40,2022/12/2 10:40
9506,NR364H,2022/12/2 10:40,2022/12/2 10:40
27897,OA279U,2022/12/2 10:40,2022/12/2 10:40
60475,WT862N,2022/12/2 10:40,2022/12/2 10:40
41811,GO965W,2022/12/2 10:40,2022/12/2 10:40
14465,ZE184Q,2022/12/2 10:40,2022/12/2 10:40
5829,MH948H,2022/12/2 10:41,2022/12/2 10:41
63962,NA876K,2022/12/2 10:41,2022/12/2 10:41
22958,KP460F,2022/12/2 10:41,2022/12/2 10:41
73422,NK823E,2022/12/2 10:41,2022/12/2 10:41
27923,YN512Z,2022/12/2 10:41,2022/12/2 10:41
67154,EC180Y,2022/12/2 10:41,2022/12/2 10:41
32718,ME489S,2022/12/2 10:41,2022/12/2 10:41
21702,GW206R,2022/12/2 10:41,2022/12/2 10:41
26035,CL947C,2022/12/2 10:42,2022/12/2 10:42
74975,IA015T,2022/12/2 10:42,2022/12/2 10:42
76698,AN410M,2022/12/2 10:42,2022/12/2 10:42
68773,QZ490Y,2022/12/2 10:42,2022/12/2 10:42
3311,IZ692O,2022/12/2 10:43,2022/12/2 10:43
32123,YS293K,2022/12/2 10:43,2022/12/2 10:43
23227,BG397H,2022/12/2 10:43,2022/12/2 10:43
6973,SK154K,2022/12/2 10:44,2022/12/2 10:44
36853,ZR783U,2022/12/2 10:44,2022/12/2 10:44
33633,SV814W,2022/12/2 10:44,2022/12/2 10:44
25459,YV527Y,2022/12/2 10:44,2022/12/2 10:44
49355,LF965Y,2022/12/2 10:44,2022/12/2 10:44
38412,CE375J,2022/12/2 10:44,2022/12/2 10:44
31045,CY960W,2022/12/2 10:44,2022/12/2 10:44
55777,BJ756Y,2022/12/2 10:44,2022/12/2 10:44
76750,XC354E,2022/12/2 10:45,2022/12/2 10:45
12397,AU537T,2022/12/2 10:45,2022/12/2 10:45
14332,LV703A,2022/12/2 10:45,2022/12/2 10:45
26078,SN410X,2022/12/2 10:46,2022/12/2 10:46
47525,OT581L,2022/12/2 10:46,2022/12/2 10:46
20736,NB743S,2022/12/2 10:46,2022/12/2 10:46
33356,QL534I,2022/12/2 10:46,2022/12/2 10:46
2658,TB470U,2022/12/2 10:46,2022/12/2 10:46
24016,QI072U,2022/12/2 10:46,2022/12/2 10:46
26198,QR591C,2022/12/2 10:47,2022/12/2 10:47
30841,XA021C,2022/12/2 10:47,2022/12/2 10:47
66536,CQ851S,2022/12/2 10:47,2022/12/2 10:47
38936,BZ704E,2022/12/2 10:47,2022/12/2 10:47
73270,KM208C,2022/12/2 10:47,2022/12/2 10:47
46234,WJ698Q,2022/12/2 10:47,2022/12/2 10:47
7295,EM609R,2022/12/2 10:47,2022/12/2 10:47
3801,XA835H,2022/12/2 10:48,2022/12/2 10:48
33543,DS296N,2022/12/2 10:48,2022/12/2 10:48
420,BV215B,2022/12/2 10:48,2022/12/2 10:48
12401,BS651V,2022/12/2 10:48,2022/12/2 10:48
16677,IY382V,2022/12/2 10:48,2022/12/2 10:48
53570,FU598I,2022/12/2 10:48,2022/12/2 10:48
12311,LN786J,2022/12/2 10:48,2022/12/2 10:48
73703,QO625V,2022/12/2 10:48,2022/12/2 10:48
20211,WT914V,2022/12/2 10:49,2022/12/2 10:49
62126,MX697F,2022/12/2 10:49,2022/12/2 10:49
21170,TH514U,2022/12/2 10:49,2022/12/2 10:49
27068,JL971K,2022/12/2 10:49,2022/12/2 10:49
13870,NZ721S,2022/12/2 10:49,2022/12/2 10:49
71191,FB146J,2022/12/2 10:50,2022/12/2 10:50
73353,ZM218H,2022/12/2 10:50,2022/12/2 10:50
26302,DW560Q,2022/12/2 10:50,2022/12/2 10:50
4827,PB521V,2022/12/2 10:50,2022/12/2 10:50
57488,DI940G,2022/12/2 10:50,2022/12/2 10:50
11485,IK054R,2022/12/2 10:50,2022/12/2 10:50
70498,NG430W,2022/12/2 10:50,2022/12/2 10:50
32887,UF182E,2022/12/2 10:51,2022/12/2 10:51
26091,GM951B,2022/12/2 10:51,2022/12/2 10:51
68520,YZ492K,2022/12/2 10:51,2022/12/2 10:51
